show_title,season_title,category,max_weeks,best_rank,entry_rank,tmdb_id,tmdb_rating,tmdb_vote_count,tmdb_popularity,genres,original_language,runtime_minutes,days_since_release,is_korean,is_sequel,budget_usd,avg_cast_popularity,first_week,is_breakout,lang_label
Tails of Tales,Tails of Tales 2025,TV,1,8,8,201019.0,8.108,83.0,8.7656,Drama|Sci-Fi & Fantasy|Action & Adventure,ko,70.0,610.0,1,0,,1.62,2025-01-05,0,Korean
Tale of the Nine Tailed,Tale of the Nine Tailed: Limited Series,TV,7,4,8,201019.0,8.108,83.0,8.7656,Drama|Sci-Fi & Fantasy|Action & Adventure,ko,70.0,8.0,1,0,,1.62,2023-05-14,1,Korean
Tarot,,Films,4,2,9,719221.0,6.382,1353.0,5.6383,Horror,en,92.0,312.0,0,0,8000000.0,1.95,2025-03-09,1,English
Tastefully Yours,Tastefully Yours: Limited Series,TV,6,1,6,281006.0,8.5,58.0,6.9272,Comedy|Drama,ko,,6.0,1,0,,1.69,2025-05-18,1,Korean
Taxi Driver,Taxi Driver: Season 1,TV,5,3,9,119769.0,8.183,172.0,27.8349,Action & Adventure|Crime|Drama,ko,64.0,1549.0,1,0,,1.58,2025-07-06,1,Korean
Taxi Driver,Taxi Driver: Season 2,TV,2,7,7,119769.0,8.183,172.0,27.8349,Action & Adventure|Crime|Drama,ko,64.0,1556.0,1,1,,1.58,2025-07-13,0,Korean
Taxi Driver,Taxi Driver: Season 3,TV,9,1,6,119769.0,8.183,172.0,27.8349,Action & Adventure|Crime|Drama,ko,64.0,1689.0,1,1,,1.58,2025-11-23,1,Korean
Tazza: The High Rollers,,Films,2,9,10,38015.0,6.938,97.0,1.6062,Crime|Comedy,ko,139.0,6065.0,1,0,0.0,1.8,2023-05-07,0,Korean
Teenage Parents,Teenage Parents: Season 5,TV,2,6,8,194491.0,0.0,0.0,2.9139,Reality,ko,85.0,826.0,1,1,,0.0,2024-06-09,0,Korean
Tenet,,Films,1,8,8,577922.0,7.175,10851.0,9.5484,Action|Thriller|Science Fiction,en,150.0,1492.0,0,0,205000000.0,6.15,2024-09-22,0,English
Testament: The Story of Moses,Testament: The Story of Moses: Season 1,TV,1,6,6,247441.0,7.279,61.0,5.2647,Documentary|Drama|Sci-Fi & Fantasy,en,,4.0,0,0,,2.09,2024-03-31,0,English
Thanksgiving,,Films,1,6,6,1071215.0,6.482,1514.0,5.3941,Horror|Mystery,en,106.0,374.0,0,0,15000000.0,3.68,2024-11-24,0,English
That Christmas,,Films,3,6,7,645757.0,7.169,420.0,2.4289,Animation|Comedy|Family|Fantasy|Adventure,en,91.0,11.0,0,0,0.0,2.82,2024-12-08,0,English
The 8 Show,The 8 Show: Limited Series,TV,8,1,10,156484.0,7.229,306.0,5.8156,Drama|Mystery,ko,,2.0,1,0,,1.81,2024-05-19,1,Korean
The Abandoned,,Films,1,10,10,345875.0,4.804,130.0,2.0912,Thriller|Horror|Mystery,en,86.0,3130.0,0,0,0.0,1.36,2024-01-07,0,English
The Adventure of Ice Planet,,Films,2,4,4,467885.0,6.0,1.0,0.1608,Animation|Adventure|Family|Fantasy|Science Fiction,ko,80.0,9895.0,1,0,0.0,0.51,2023-08-27,0,Korean
The Ambush,,Films,1,4,4,932480.0,0.0,0.0,0.1013,Action|Comedy,en,3.0,1041.0,0,0,0.0,0.04,2024-11-24,0,English
The Apothecary Diaries,The Apothecary Diaries: Season 1,TV,1,5,5,220542.0,8.586,514.0,50.6031,Animation|Drama|Mystery,ja,23.0,7.0,0,0,,3.62,2023-10-29,0,Japanese
The Apothecary Diaries,The Apothecary Diaries: Season 2,TV,4,7,10,220542.0,8.586,514.0,50.6031,Animation|Drama|Mystery,ja,23.0,455.0,0,1,,3.62,2025-01-19,1,Japanese
The Art of Sarah,The Art of Sarah: Limited Series,TV,1,1,1,273977.0,8.0,18.0,132.0229,Crime|Mystery|Drama,ko,45.0,2.0,1,0,,3.46,2026-02-15,0,Korean
The Atypical Family,The Atypical Family: Limited Series,TV,8,1,10,232616.0,8.202,109.0,6.4597,Drama|Sci-Fi & Fantasy,ko,70.0,1.0,1,0,,1.54,2024-05-05,1,Korean
The Ballad of Us,The Ballad of Us 2025,TV,7,4,8,301379.0,10.0,1.0,0.4605,Reality,ko,,5.0,1,0,,1.15,2025-09-28,1,Korean
The Battle of Jangsari,,Films,2,5,6,567629.0,6.848,89.0,1.4756,Drama|History|War,ko,104.0,1950.0,1,0,0.0,2.48,2025-01-26,0,Korean
The Battle: Roar to Victory,,Films,4,5,9,573791.0,7.326,46.0,1.1129,History|Action|War,ko,135.0,1495.0,1,0,0.0,2.38,2023-09-10,1,Korean
The Bequeathed,The Bequeathed: Limited Series,TV,5,1,7,212553.0,7.045,66.0,7.9349,Drama|Mystery|Crime,ko,,2.0,1,0,,1.89,2024-01-21,1,Korean
The Black Book,,Films,2,1,8,1172009.0,6.667,93.0,1.8731,Action|Mystery|Thriller,en,124.0,9.0,0,0,1000000.0,0.96,2023-10-01,0,English
The Black Phone,,Films,1,8,8,756999.0,7.536,5667.0,8.4632,Horror|Thriller,en,103.0,269.0,0,0,16000000.0,4.53,2023-03-12,0,English
The Boy and the Heron,,Films,3,2,9,508883.0,7.404,2526.0,8.3415,Animation|Adventure|Fantasy|Drama|Family,ja,124.0,457.0,0,0,50000000.0,3.0,2024-10-13,0,Japanese
The Boys,,Films,5,3,3,13821.0,6.442,26.0,0.6221,Drama,en,86.0,9663.0,0,0,0.0,2.02,2024-10-20,1,English
The Brothers Grimm,,Films,1,8,8,4442.0,5.845,2897.0,3.0156,Adventure|Fantasy|Action|Comedy|Thriller,en,118.0,7331.0,0,0,88000000.0,5.73,2025-09-21,0,English
The Call of the Wild,,Films,2,6,6,481848.0,7.523,3899.0,5.4297,Adventure|Family|Drama,en,100.0,2125.0,0,0,109000000.0,4.03,2025-12-14,0,English
The Children's Train,,Films,1,10,10,1180634.0,7.426,318.0,1.0962,Drama,it,106.0,55.0,0,0,0.0,1.95,2024-12-15,0,Other
The Client,,Films,2,10,10,10731.0,6.699,1327.0,3.8127,Drama|Thriller|Crime|Mystery,en,119.0,11358.0,0,0,45000000.0,3.74,2025-08-24,0,English
The Concubine,,Films,1,7,7,122126.0,5.833,108.0,5.5648,Drama,ko,122.0,4127.0,1,0,0.0,1.84,2023-09-24,0,Korean
The Conference,,Films,1,10,10,1623884.0,0.0,0.0,0.0777,Documentary,en,132.0,3448.0,0,0,2.0,0.04,2023-10-22,0,English
The Culprit,,Films,3,1,3,1410090.0,0.0,0.0,0.0,,ja,8.0,,0,0,0.0,0.0,2025-04-27,0,Japanese
The Daechi Scandal,,Films,2,3,6,1296272.0,6.0,1.0,0.6659,Drama|Romance,ko,109.0,81.0,1,0,0.0,1.35,2024-09-08,0,Korean
The Day After Tomorrow,,Films,1,8,8,435.0,6.549,8677.0,7.0306,Science Fiction|Thriller|Adventure,en,123.0,7417.0,0,0,125000000.0,4.55,2024-09-15,0,English
The Day I Died: Unclosed Case,,Films,4,3,8,609598.0,7.0,11.0,0.8511,Drama|Crime|Mystery,ko,116.0,1270.0,1,0,0.0,1.74,2024-05-05,1,Korean
The Deliverance,,Films,2,5,5,930600.0,5.976,528.0,2.7253,Horror|Thriller,en,111.0,16.0,0,0,0.0,3.84,2024-09-01,0,English
The Devil Wears Prada,,Films,1,6,6,350.0,7.39,12775.0,11.3065,Drama|Comedy,en,109.0,6443.0,0,0,35000000.0,6.09,2024-02-18,0,English
The Devil's Deal,,Films,2,2,4,640327.0,5.984,31.0,0.7223,Crime|Thriller|Drama,ko,116.0,431.0,1,0,0.0,1.5,2024-05-05,0,Korean
The Devil's Plan,The Devil's Plan: Season 1,TV,4,1,6,214582.0,7.649,104.0,9.8548,Reality,ko,,5.0,1,0,,1.04,2023-10-01,1,Korean
The Devil's Plan,The Devil's Plan: Season 2,TV,3,3,7,214582.0,7.649,104.0,9.8548,Reality,ko,,593.0,1,1,,1.04,2025-05-11,0,Korean
The Doorman,,Films,1,9,9,737568.0,5.762,450.0,2.1315,Action|Thriller,en,97.0,976.0,0,0,0.0,2.73,2023-06-04,0,English
The Dream Life of Mr. Kim,The Dream Life of Mr. Kim: Limited Series,TV,8,1,9,275592.0,8.333,9.0,4.4071,Comedy|Drama,ko,,1.0,1,0,,1.43,2025-10-26,1,Korean
The Echoes of Survivors: Inside Korea’s Tragedies,The Echoes of Survivors: Inside Korea’s Tragedies: Season 1,TV,3,2,4,290682.0,8.333,12.0,1.832,Documentary|War & Politics,ko,,2.0,1,0,,0.0,2025-08-17,0,Korean
The Electric State,,Films,3,2,3,777443.0,6.482,1545.0,6.1015,Science Fiction|Adventure|Action,en,125.0,9.0,0,0,320000000.0,7.66,2025-03-16,0,English
The Elixir,,Films,2,6,8,395659.0,0.0,0.0,0.0843,,en,82.0,9064.0,0,0,0.0,0.0,2025-10-26,0,English
The Equalizer,,Films,2,8,9,156022.0,7.281,9747.0,17.5898,Thriller|Action|Crime,en,132.0,3847.0,0,0,55000000.0,4.72,2025-04-06,0,English
The Equalizer 2,,Films,5,6,6,345887.0,6.783,5830.0,9.5567,Action|Thriller|Crime,en,121.0,2453.0,0,0,62000000.0,5.84,2025-04-06,1,English
The Equalizer 3,,Films,6,1,10,926393.0,7.291,3572.0,10.1831,Action|Thriller|Crime,en,109.0,214.0,0,0,70000000.0,3.82,2024-03-31,1,English
The Exorcist: Believer,,Films,2,7,8,807172.0,5.819,1225.0,4.2207,Horror|Thriller,en,111.0,200.0,0,0,30000000.0,2.48,2024-04-21,0,English
The Expendables 4,,Films,2,3,3,299054.0,6.079,1812.0,9.2495,Action|Adventure|Thriller,en,103.0,394.0,0,0,100000000.0,10.02,2024-10-13,0,English
The Fall Guy,,Films,3,3,10,746036.0,6.965,3510.0,10.2665,Action|Comedy|Romance,en,127.0,193.0,0,0,125000000.0,9.58,2024-11-03,0,English
The Fiery Priest,,TV,1,6,6,86830.0,8.196,56.0,8.6828,Crime|Comedy|Drama,ko,35.0,2193.0,1,0,,1.62,2025-02-16,0,Korean
The Firm,,Films,2,8,8,37233.0,6.7,2238.0,4.5785,Drama|Mystery|Thriller,en,154.0,11715.0,0,0,42000000.0,6.8,2025-07-27,0,English
The First Slam Dunk,,Films,2,4,7,783675.0,7.771,511.0,2.0861,Animation|Comedy|Drama,ja,125.0,827.0,0,0,0.0,2.15,2025-03-09,0,Japanese
The Fisherman and the City,The Fisherman and the City: Season 5,TV,2,9,9,972916.0,0.0,0.0,0.0143,Documentary,zh,62.0,6281.0,0,1,0.0,0.0,2023-09-10,0,Other
The Five,,Films,2,4,8,1079394.0,5.9,44.0,1.4133,Western,en,75.0,512.0,0,0,0.0,0.4,2024-06-02,0,English
The Frog,The Frog: Limited Series,TV,6,1,10,219652.0,7.246,124.0,6.5135,Mystery|Crime|Drama,ko,,2.0,1,0,,1.99,2024-08-25,1,Korean
The Gentlemen,The Gentlemen: Season 1,TV,2,6,10,236235.0,7.849,711.0,12.603,Comedy|Drama|Crime,en,,10.0,0,0,,3.99,2024-03-17,0,English
The Gentlemen's League,The Gentlemen's League: Season 3,TV,1,9,9,90534.0,8.0,5.0,8.538,Reality,ko,90.0,1585.0,1,1,,1.11,2023-10-15,0,Korean
The Ghost Station,,Films,2,3,3,844386.0,6.6,74.0,1.3045,Horror|Mystery,ko,80.0,95.0,1,0,0.0,1.21,2023-07-23,0,Korean
The Glory,The Glory: Season 1,TV,20,1,8,136283.0,8.469,862.0,17.1226,Drama,ko,53.0,65.0,1,0,,1.75,2023-03-05,1,Korean
The Goblin,,Films,3,4,8,1513849.0,0.0,0.0,0.2393,Comedy,en,0.0,,0,0,6000000.0,2.77,2023-10-22,0,English
The Good Bad Mother,The Good Bad Mother: Limited Series,TV,9,2,8,214999.0,8.939,179.0,5.6056,Drama|Comedy,ko,68.0,4.0,1,0,,2.21,2023-04-30,1,Korean
The Good Liar,,Films,2,9,10,511322.0,6.683,1246.0,4.0577,Crime,en,109.0,1535.0,0,0,10000000.0,3.46,2024-01-21,0,English
The Gossip,,Films,2,8,8,711211.0,0.0,0.0,0.2048,Drama,en,14.0,25286.0,0,0,0.0,0.9,2024-10-27,0,English
The Great Flood,,Films,5,1,4,982843.0,5.984,592.0,34.7785,Science Fiction|Adventure|Drama,ko,107.0,94.0,1,0,0.0,1.36,2025-12-21,1,Korean
The Great Wall,,Films,1,9,9,311324.0,6.028,5458.0,8.2369,Action|Adventure|Fantasy,en,103.0,2354.0,0,0,150000000.0,7.8,2023-05-28,0,English
The Greatest Demon Lord Is Reborn as a Typical Nobody,The Greatest Demon Lord Is Reborn as a Typical Nobody: Season 1,TV,1,9,9,120155.0,7.044,91.0,9.3418,Animation|Action & Adventure|Sci-Fi & Fantasy,ja,24.0,746.0,0,0,,0.87,2024-04-21,0,Japanese
The Greatest Night in Pop,,Films,1,9,9,1226841.0,7.871,267.0,1.4005,Documentary|Music,en,96.0,16.0,0,0,0.0,2.24,2024-02-04,0,English
The Grimm Variations,The Grimm Variations: Season 1,TV,1,10,10,249812.0,6.8,50.0,2.8999,Animation|Sci-Fi & Fantasy|Drama|Mystery,ja,,11.0,0,0,,1.23,2024-04-28,0,Japanese
The Haunted Palace,The Haunted Palace: Season 1,TV,9,4,7,259486.0,7.8,26.0,5.8258,Sci-Fi & Fantasy|Drama,ko,61.0,2.0,1,0,,1.76,2025-04-20,1,Korean
The Hour of the Monster,The Hour of the Monster 2025,TV,3,3,7,304600.0,0.0,0.0,0.0478,Documentary,ko,,1.0,1,0,,0.0,2025-11-02,0,Korean
The Housemaid,,Films,1,10,10,1368166.0,7.209,1189.0,165.4146,Drama|Mystery|Thriller,en,131.0,-466.0,0,0,35000000.0,13.03,2024-09-08,0,English
The Hunt,,Films,3,2,5,514847.0,6.6,3533.0,7.5901,Action|Thriller|Horror,en,90.0,1719.0,0,0,14000000.0,3.28,2024-11-24,0,English
The Influencer,The Influencer: Season 1,TV,4,1,10,243691.0,6.6,5.0,3.7113,Comedy|Drama,zh,,154.0,0,0,,1.38,2024-08-11,1,Other
The Invitation,,Films,2,5,9,306947.0,6.428,2807.0,2.648,Thriller|Horror,en,100.0,2585.0,0,0,1000000.0,2.12,2023-05-07,0,English
The Iron Squad,The Iron Squad: : W,TV,6,3,10,121591.0,0.0,0.0,3.0317,Reality,ko,,1293.0,1,0,,0.0,2024-10-06,1,Korean
The Iron Squad,The Iron Squad: Season 3,TV,6,2,8,121591.0,0.0,0.0,3.0317,Reality,ko,,915.0,1,1,,0.0,2023-09-24,1,Korean
The Kill Room,,Films,1,5,5,958006.0,5.899,281.0,1.7085,Comedy|Crime,en,98.0,297.0,0,0,50000000.0,5.37,2024-07-07,0,English
The Killer,,Films,4,1,6,800158.0,6.583,2691.0,6.8919,Crime|Thriller,en,118.0,18.0,0,0,175000000.0,2.48,2023-11-12,1,English
The Killer: A Girl Who Deserves to Die,,Films,4,2,10,938008.0,7.67,409.0,3.2401,Action|Crime|Thriller,ko,95.0,319.0,1,0,0.0,1.39,2023-05-28,1,Korean
The Killers,,Films,3,3,10,1274350.0,0.0,0.0,2.7334,Drama,en,20.0,11263.0,0,0,0.0,0.35,2025-11-02,0,English
The Killing Vote,The Killing Vote: Limited Series,TV,11,2,6,217088.0,7.627,51.0,6.492,Drama|Mystery|Crime,ko,70.0,10.0,1,0,,1.6,2023-08-20,1,Korean
The King,,Films,4,5,10,504949.0,7.156,3485.0,5.1691,Drama|History|War,en,140.0,1416.0,0,0,0.0,5.81,2023-08-27,1,English
The Kingdom,,Films,1,9,9,4349.0,6.727,1772.0,3.5559,Thriller|Action|Drama,en,110.0,5709.0,0,0,70000000.0,3.86,2023-04-09,0,English
The Kitchen,,Films,2,6,6,956262.0,4.806,180.0,4.3416,Science Fiction|Thriller|Drama|Adventure|Comedy,en,109.0,105.0,0,0,0.0,1.14,2024-01-28,0,English
The Land of Morning Calm,,Films,2,3,10,1339592.0,6.625,5.0,0.6269,Drama,ko,114.0,403.0,1,0,0.0,1.08,2026-01-04,0,Korean
The Last Kingdom: Seven Kings Must Die,,Films,2,4,4,948713.0,7.227,792.0,2.9766,Action|Adventure|War,en,111.0,2.0,0,0,0.0,2.7,2023-04-16,0,English
The Lesson,,Films,1,10,10,1364144.0,0.0,0.0,0.8708,Documentary,en,15.0,47.0,0,0,0.0,1.23,2024-04-14,0,English
The Life List,,Films,1,7,7,1254786.0,7.001,573.0,3.6092,Romance|Comedy|Drama,en,123.0,10.0,0,0,0.0,2.81,2025-04-06,0,English
The Lord of the Rings: The Fellowship of the Ring,,Films,1,8,8,120.0,8.428,27026.0,25.6384,Adventure|Fantasy|Action,en,179.0,8272.0,0,0,93000000.0,3.87,2024-08-11,0,English
The Lost City,,Films,1,9,9,752623.0,6.468,3907.0,5.2756,Action|Adventure|Comedy,en,112.0,613.0,0,0,74000000.0,7.03,2023-11-26,0,English
The Man Standing Next,,Films,3,6,8,566397.0,7.088,147.0,2.1041,Drama|Thriller,ko,114.0,1411.0,1,0,0.0,2.19,2023-12-03,0,Korean
The Marine,,Films,1,6,6,8975.0,5.973,806.0,1.8935,Action,en,92.0,6281.0,0,0,20000000.0,3.46,2023-12-24,0,English
The Martian,,Films,1,7,7,286217.0,7.692,20841.0,14.8431,Drama|Adventure|Science Fiction,en,141.0,3105.0,0,0,108000000.0,6.68,2024-03-31,0,English
The Mask,The Mask: Season 1,TV,1,10,10,84910.0,7.592,119.0,24.0553,Reality,en,43.0,2237.0,0,0,,1.85,2025-02-16,0,English
The Match,,Films,10,1,7,840283.0,6.1,57.0,2.9136,Drama|History|War,en,119.0,1401.0,0,0,0.0,1.92,2025-05-11,1,English
The Matchmakers,The Matchmakers: Limited Series,TV,3,5,8,230024.0,6.56,25.0,4.7527,Comedy|Drama,ko,,6.0,1,0,,2.33,2023-11-05,0,Korean
The Monkey King,,Films,2,4,8,832502.0,6.524,333.0,2.6747,Animation|Fantasy|Adventure|Family|Comedy,en,92.0,28.0,0,0,0.0,2.41,2023-08-27,0,English
The Moon,,Films,3,5,9,367071.0,0.0,0.0,0.2671,Documentary|History|TV Movie,en,58.0,6810.0,0,0,0.0,1.15,2024-10-20,0,English
The Mother,,Films,4,1,8,552688.0,6.619,1380.0,3.7834,Action|Thriller,en,115.0,10.0,0,0,0.0,3.33,2023-05-14,1,English
The Mule,,Films,2,8,8,504172.0,6.861,5271.0,4.7509,Crime|Drama,en,116.0,1871.0,0,0,50000000.0,5.14,2024-01-28,0,English
The Net,,Films,2,3,3,1642.0,6.0,1478.0,3.0925,Crime|Drama|Mystery|Thriller|Action,en,114.0,11132.0,0,0,22000000.0,3.47,2026-01-18,0,English
The Night Agent,The Night Agent: Season 1,TV,3,4,6,129552.0,7.723,1047.0,90.5288,Action & Adventure|Drama|Mystery,en,,3.0,0,0,,4.54,2023-03-26,0,English
The Northman,,Films,5,2,10,639933.0,7.032,4899.0,7.4957,Action|Adventure|Fantasy,en,137.0,332.0,0,0,70000000.0,7.48,2023-03-05,1,English
The Old Guard,,Films,4,4,10,547016.0,7.108,4695.0,5.7392,Action|Fantasy,en,125.0,1816.0,0,0,70000000.0,3.14,2025-06-29,1,English
The Old Guard 2,,Films,5,2,10,846422.0,5.928,885.0,7.8456,Action|Fantasy,en,107.0,5.0,0,0,0.0,4.3,2025-07-06,1,English
The Old Way,,Films,1,4,4,872954.0,5.683,265.0,1.462,Western|Drama,en,95.0,415.0,0,0,0.0,3.41,2024-02-25,0,English
The Other Child,,Films,2,3,8,1017089.0,4.3,5.0,0.312,Mystery|Thriller,ko,114.0,158.0,1,0,0.0,1.13,2023-03-26,0,Korean
The Out-Laws,,Films,2,5,7,921636.0,5.987,779.0,4.291,Romance|Action|Comedy,en,95.0,9.0,0,0,0.0,4.08,2023-07-16,0,English
The Passion of the Christ,,Films,1,10,10,615.0,7.519,5019.0,9.3913,Drama,en,127.0,7725.0,0,0,30000000.0,4.81,2025-04-20,0,English
The Perfect Couple,The Perfect Couple: Season 1,TV,1,9,9,220564.0,6.751,301.0,12.4059,Drama|Mystery|Crime,en,,3.0,0,0,,4.41,2024-09-08,0,English
"The Pig, the Snake and the Pigeon",,Films,1,8,8,1046090.0,7.298,252.0,1.7991,Crime|Drama|Thriller,zh,134.0,156.0,0,0,0.0,1.85,2024-03-10,0,Other
The Platform 2,,Films,2,4,8,1125510.0,5.569,1367.0,5.6236,Science Fiction|Horror|Thriller,es,101.0,9.0,0,0,0.0,3.91,2024-10-06,0,Other
The Point Men,,Films,5,1,10,46943.0,4.0,27.0,1.0567,Action|Drama,en,100.0,7912.0,0,0,6100000.0,2.39,2023-05-07,1,English
The Pope's Exorcist,,Films,3,1,3,758323.0,6.919,3069.0,4.0139,Horror|Thriller,en,103.0,158.0,0,0,18000000.0,2.88,2023-09-10,0,English
The Potato Lab,The Potato Lab: Limited Series,TV,1,9,9,254391.0,7.9,55.0,4.6588,Comedy|Drama,ko,75.0,8.0,1,0,,1.58,2025-03-09,0,Korean
The Price of Confession,The Price of Confession: Season 1,TV,5,1,6,209110.0,8.0,51.0,8.9215,Mystery|Drama,ko,50.0,2.0,1,0,,1.73,2025-12-07,1,Korean
The Prison,,Films,4,4,10,560020.0,0.0,0.0,1.4153,Drama|Thriller|TV Movie,en,74.0,17887.0,0,0,0.0,1.86,2023-05-14,1,English
The Punisher,,Films,1,8,8,7220.0,6.353,3062.0,5.4373,Action|Crime|Drama,en,124.0,7479.0,0,0,33000000.0,4.5,2024-10-06,0,English
The Rip,,Films,5,1,9,1306368.0,7.063,1202.0,78.6886,Action|Thriller|Crime,en,113.0,5.0,0,0,100000000.0,6.23,2026-01-18,1,English
The Risk Takers,The Risk Takers: Season 1,TV,1,5,5,312586.0,0.0,0.0,0.9652,Reality,ko,,4.0,1,0,,1.02,2026-02-01,0,Korean
The Rose of Versailles,,Films,1,9,9,1021679.0,7.144,59.0,3.6416,Animation|Romance|Drama|History,ja,113.0,93.0,0,0,0.0,3.14,2025-05-04,0,Japanese
The Secret Life of Pets 2,,Films,1,9,9,412117.0,7.0,3271.0,5.8286,Family|Comedy|Adventure|Animation,en,86.0,2060.0,0,0,80000000.0,4.16,2025-01-12,0,English
The Sentinel,,Films,1,8,8,5820.0,6.063,882.0,2.4083,Action|Thriller|Crime,en,108.0,6864.0,0,0,60000000.0,3.04,2025-02-02,0,English
The Shadow Strays,,Films,2,6,6,1151949.0,7.204,298.0,4.1433,Action|Crime|Thriller,id,145.0,40.0,0,0,0.0,1.67,2024-10-20,0,Other
The Sin,,Films,3,3,6,788111.0,0.0,0.0,0.0071,Thriller|Science Fiction|Mystery,xx,3.0,1245.0,0,0,0.0,0.08,2024-06-23,0,Other
The Six Triple Eight,,Films,1,5,5,1061699.0,7.517,632.0,2.5258,Drama|War|History,en,130.0,23.0,0,0,0.0,2.53,2024-12-29,0,English
The Strays,,Films,2,8,8,1063422.0,5.457,397.0,3.3858,Thriller,en,100.0,16.0,0,0,0.0,1.46,2023-03-05,0,English
The Sum of All Fears,,Films,1,6,6,4614.0,6.366,1898.0,4.5919,Thriller|Action|Drama,en,124.0,8430.0,0,0,68000000.0,6.03,2025-06-29,0,English
The Summer Hikaru Died,The Summer Hikaru Died: Season 1,TV,2,8,10,278196.0,8.3,82.0,18.2961,Animation|Drama|Mystery|Sci-Fi & Fantasy,ja,24.0,7.0,0,0,,1.75,2025-07-13,0,Japanese
The Super Mario Bros. Movie,,Films,6,1,6,502356.0,7.594,10277.0,18.8362,Family|Comedy|Adventure|Animation|Fantasy,en,93.0,207.0,0,0,100000000.0,6.43,2023-10-29,1,English
The Suspect,,Films,1,6,6,228245.0,5.4,35.0,0.6214,Thriller,en,89.0,4330.0,0,0,0.0,1.9,2024-12-01,0,English
The Sword with No Name,,Films,1,6,6,41441.0,6.1,53.0,0.8875,Drama|Action|History|Romance,ko,124.0,5463.0,1,0,0.0,1.2,2024-09-08,0,Korean
The Tale of Lady Ok,The Tale of Lady Ok: Limited Series,TV,11,1,5,226649.0,8.44,25.0,5.078,Drama,ko,70.0,1.0,1,0,,2.35,2024-12-01,1,Korean
The Tearsmith,,Films,2,5,5,1127166.0,6.484,947.0,5.1972,Romance|Drama,it,106.0,4.0,0,0,7000000.0,1.31,2024-04-07,0,Other
The Thursday Murder Club,,Films,3,3,8,744653.0,6.599,901.0,4.9144,Comedy|Mystery|Crime,en,118.0,9.0,0,0,0.0,4.18,2025-08-31,0,English
The Tooth and the Nail,,Films,1,5,5,452714.0,7.139,18.0,0.7901,Thriller|Drama,ko,109.0,2700.0,1,0,0.0,1.34,2024-09-29,0,Korean
The Trauma Code: Heroes on Call,The Trauma Code: Heroes on Call: Season 1,TV,11,1,6,217553.0,8.543,129.0,8.0055,Drama|Comedy,ko,41.0,2.0,1,0,,2.02,2025-01-26,1,Korean
The Trunk,The Trunk: Limited Series,TV,4,1,7,230777.0,6.9,58.0,6.4834,Drama|Mystery,ko,,2.0,1,0,,2.72,2024-12-01,1,Korean
The Twister: Caught in the Storm,,Films,2,6,10,1437446.0,6.649,87.0,0.9464,Documentary,en,89.0,5.0,0,0,0.0,0.59,2025-03-23,0,English
The Ugly,,Films,6,1,5,40961.0,5.909,55.0,0.4945,Horror|Thriller,fr,93.0,10365.0,0,0,0.0,1.56,2026-01-11,1,Other
The Uncanny Counter,The Uncanny Counter: Season 1,TV,2,8,10,113268.0,8.315,408.0,19.4565,Drama|Mystery|Action & Adventure,ko,64.0,981.0,1,0,,1.59,2023-08-06,0,Korean
The Uncanny Counter,The Uncanny Counter: Season 2: Counter Punch,TV,7,2,5,113268.0,8.315,408.0,19.4565,Drama|Mystery|Action & Adventure,ko,64.0,974.0,1,1,,1.59,2023-07-30,1,Korean
The Union,,Films,4,2,8,704239.0,6.091,1109.0,4.0543,Action|Comedy,en,109.0,3.0,0,0,0.0,5.51,2024-08-18,1,English
The Unjust,,Films,2,8,8,61062.0,6.58,112.0,1.3833,Crime|Thriller,ko,119.0,4560.0,1,0,0.0,2.58,2023-04-23,0,Korean
The Vanished,,Films,2,3,10,718400.0,6.0,350.0,2.3291,Thriller|Horror|Crime|Action,en,115.0,1507.0,0,0,0.0,3.35,2024-10-06,0,English
The Wages of Fear,,Films,3,2,6,984324.0,6.2,481.0,3.4589,Action,fr,107.0,3.0,0,0,0.0,1.53,2024-03-31,0,Other
The Whale,,Films,1,10,10,785084.0,7.779,4499.0,5.9351,Drama,en,117.0,240.0,0,0,3000000.0,4.18,2023-08-06,0,English
The Whirlwind,The Whirlwind: Limited Series,TV,8,1,10,68657.0,7.7,18.0,12.9339,Action & Adventure,zh,30.0,3281.0,0,0,,4.8,2024-06-30,1,Other
The Winning Try,The Winning Try: Limited Series,TV,6,3,5,250463.0,8.652,23.0,4.1602,Drama|Comedy,ko,,2.0,1,0,,1.45,2025-07-27,1,Korean
The Witch,The Witch: Season 1,TV,6,2,3,71912.0,7.942,6543.0,61.4336,Drama|Action & Adventure,en,,1885.0,0,0,,3.22,2025-02-16,1,English
The Witcher,The Witcher: Season 3,TV,2,6,6,71912.0,7.942,6543.0,61.4336,Drama|Action & Adventure,en,,1290.0,0,1,,3.22,2023-07-02,0,English
The Woman King,,Films,2,1,9,724495.0,7.624,2309.0,5.26,Action|Drama|History|War,en,135.0,373.0,0,0,50000000.0,2.63,2023-09-24,0,English
The Woman in Cabin 10,,Films,3,3,9,1290879.0,6.207,880.0,4.6566,Mystery|Thriller|Crime,en,95.0,3.0,0,0,0.0,4.36,2025-10-12,0,English
The Wrong Paris,,Films,1,5,5,1321439.0,6.669,287.0,2.7655,Romance|Comedy,en,107.0,10.0,0,0,0.0,3.08,2025-09-21,0,English
The Yellow Sea,,Films,4,5,10,57361.0,7.3,552.0,1.8805,Drama|Thriller|Crime,ko,141.0,4813.0,1,0,0.0,1.96,2024-02-25,1,Korean
