show_title,season_title,category,max_weeks,best_rank,entry_rank,tmdb_id,tmdb_rating,tmdb_vote_count,tmdb_popularity,genres,original_language,runtime_minutes,days_since_release,is_korean,is_sequel,budget_usd,avg_cast_popularity,first_week,is_breakout,lang_label
12.12: The Day,,Films,12,1,6,919207.0,7.486,141.0,2.6725,Drama|Thriller|Action|War|History|Crime,ko,142.0,172.0,1,0,0.0,2.14,2024-05-12,1,Korean
13 Hours: The Secret Soldiers of Benghazi,,Films,4,10,10,300671.0,7.273,3855.0,7.7278,War|Action|History|Drama|Thriller,en,144.0,2859.0,0,0,50000000.0,3.68,2023-11-12,1,English
14 Blades,,Films,2,5,5,34179.0,6.3,208.0,2.2694,Drama|Action|Thriller,zh,114.0,4784.0,0,0,20000000.0,2.91,2023-03-12,0,Other
1987: When the Day Comes,,Films,1,9,9,437103.0,8.113,173.0,1.731,Drama|History|Thriller,ko,129.0,2174.0,1,0,12308000.0,2.57,2023-12-10,0,Korean
200 Pounds Beauty,,Films,1,4,4,18377.0,6.811,342.0,1.3828,Drama|Comedy|Romance,ko,116.0,6317.0,1,0,4000000.0,1.41,2024-03-31,0,Korean
28 Weeks Later,,Films,2,3,4,1562.0,6.606,5363.0,10.3649,Horror|Thriller|Science Fiction,en,99.0,6632.0,0,0,15000000.0,4.3,2025-06-22,0,English
28 Years Later,,Films,4,2,8,1272837.0,7.218,435.0,227.7669,Horror|Thriller|Science Fiction,en,109.0,-87.0,0,0,63000000.0,6.57,2025-10-19,1,English
3 Body Problem,3 Body Problem: Season 1,TV,7,3,9,108545.0,7.46,1383.0,22.1608,Sci-Fi & Fantasy|Mystery|Drama,en,,3.0,0,0,,3.19,2024-03-24,1,English
6/45,,Films,2,5,7,821153.0,6.793,46.0,1.2011,Comedy,ko,113.0,1047.0,1,0,0.0,1.95,2025-07-06,0,Korean
65,,Films,4,1,8,700391.0,5.959,2747.0,4.6357,Action|Adventure|Science Fiction,en,92.0,171.0,0,0,45000000.0,1.85,2023-08-20,1,English
96 Minutes,,Films,2,3,3,1271895.0,5.852,54.0,78.251,Action|Crime|Romance,zh,117.0,149.0,0,0,0.0,1.57,2026-02-01,0,Other
A Chinese Odyssey (Part I),,Films,1,9,9,13345.0,7.554,298.0,2.8863,Action|Adventure|Fantasy|Comedy|Romance,cn,88.0,11215.0,0,0,0.0,2.4,2025-10-05,0,Other
A Clean Sweep,A Clean Sweep 2024,TV,8,3,10,203552.0,5.0,2.0,2.3046,Reality,ko,110.0,685.0,1,0,,0.36,2024-04-21,1,Korean
A Clean Sweep,A Clean Sweep: Part 2,TV,6,9,10,203552.0,5.0,2.0,2.3046,Reality,ko,110.0,321.0,1,0,,0.36,2023-04-23,1,Korean
A Company Man,,Films,3,4,8,134126.0,6.846,195.0,1.4935,Drama|Action|Crime|Thriller,ko,96.0,4630.0,1,0,3500000.0,1.47,2025-06-15,0,Korean
A Family Affair,,Films,3,3,8,987686.0,5.739,700.0,3.0565,Romance|Comedy,en,114.0,3.0,0,0,0.0,5.15,2024-06-30,0,English
A Good Day to Be a Dog,A Good Day to Be a Dog: Limited Series,TV,6,3,10,209502.0,8.2,88.0,6.1582,Drama|Comedy|Sci-Fi & Fantasy,ko,,4.0,1,0,,2.25,2023-10-15,1,Korean
A Good Son,,Films,2,6,8,270168.0,4.1,8.0,0.0527,,en,12.0,9798.0,0,0,0.0,0.76,2025-04-20,0,English
A HOUSE OF DYNAMITE,,Films,5,2,9,1290159.0,6.401,1108.0,5.4019,Thriller,en,112.0,24.0,0,0,0.0,4.7,2025-10-26,1,English
A Killer Paradox,A Killer Paradox: Season 1,TV,10,1,9,202783.0,7.4,174.0,10.9444,Crime|Comedy|Mystery|Drama,ko,,2.0,1,0,,1.97,2024-02-11,1,Korean
A Man Called Otto,,Films,4,4,7,937278.0,7.751,3461.0,5.8572,Comedy|Drama,en,126.0,214.0,0,0,50000000.0,5.9,2023-07-30,1,English
A Man of Reason,,Films,3,1,5,656156.0,6.647,109.0,1.3558,Action|Thriller|Drama,ko,99.0,264.0,1,0,0.0,1.48,2024-05-05,0,Korean
A Normal Woman,,Films,1,9,9,1285728.0,5.852,61.0,0.8196,Thriller|Drama|Horror,id,110.0,11.0,0,0,0.0,1.47,2025-08-03,0,Other
A Place Called Silence,,Films,1,9,9,1300945.0,6.857,42.0,1.5188,Crime|Mystery|Thriller,zh,119.0,130.0,0,0,0.0,2.59,2024-11-10,0,Other
A Quiet Place: Day One,,Films,2,3,3,762441.0,6.665,3187.0,9.3517,Horror|Science Fiction|Thriller,en,100.0,578.0,0,0,67000000.0,3.3,2026-01-25,0,English
A Time Called You,A Time Called You: Limited Series,TV,5,1,7,196474.0,8.3,191.0,5.7237,Drama,ko,,2.0,1,0,,1.85,2023-09-10,1,Korean
A Time to Kill,,Films,1,6,6,1645.0,7.385,2863.0,4.8987,Crime|Drama|Thriller,en,149.0,10707.0,0,0,40000000.0,5.27,2025-11-16,0,English
A Tour Guide,,Films,2,5,5,1550138.0,0.0,0.0,0.0286,Documentary,en,25.0,-605.0,0,0,0.0,0.22,2024-01-21,0,English
A Virtuous Business,A Virtuous Business: Limited Series,TV,7,1,5,255086.0,8.115,48.0,5.5662,Drama|Comedy,ko,70.0,1.0,1,0,,1.67,2024-10-13,1,Korean
A Widow's Game,,Films,2,4,4,1397832.0,6.245,257.0,3.6292,Thriller|Mystery,es,122.0,2.0,0,0,0.0,2.43,2025-06-01,0,Other
A-List to Playlist,A-List to Playlist: Season 1,TV,3,4,9,248123.0,9.333,3.0,4.4567,Reality,ko,,2.0,1,0,,2.58,2024-09-01,0,Korean
AKA,,Films,3,2,5,1102776.0,6.858,673.0,1.8289,Action,fr,122.0,2.0,0,0,0.0,1.78,2023-04-30,0,Other
Abigail,,Films,3,2,10,1111873.0,6.7,1916.0,9.9555,Horror|Thriller,en,109.0,215.0,0,0,28000000.0,3.36,2024-11-17,0,English
About Family,,Films,9,1,10,1064205.0,6.938,8.0,1.0592,Drama|Comedy,ko,107.0,123.0,1,0,0.0,1.69,2025-04-13,1,Korean
Accident Man: Hitman's Holiday,,Films,1,8,8,879444.0,6.7,231.0,1.9983,Action|Comedy|Crime,en,96.0,786.0,0,0,0.0,2.89,2024-12-08,0,English
Ad Vitam,,Films,3,4,9,1261501.0,6.229,422.0,3.512,Thriller|Drama|Crime|Action,fr,97.0,3.0,0,0,0.0,1.23,2025-01-12,0,Other
Adipurush,,Films,1,9,9,734253.0,4.68,103.0,1.6658,Action|Adventure|Fantasy,hi,179.0,65.0,0,0,63000000.0,2.9,2023-08-20,0,Other
Adolescence,Adolescence: Limited Series,TV,4,2,7,249042.0,7.9,1420.0,12.1941,Drama|Crime,en,,3.0,0,0,,0.0,2025-03-16,1,English
Adventure by Accident,Adventure by Accident: Season 3,TV,10,4,9,216150.0,7.0,5.0,2.8012,Reality,ko,,357.0,1,1,,0.66,2023-12-03,1,Korean
Adventure by Accident,Adventure by Accident: Season 4,TV,8,2,8,216150.0,7.0,5.0,2.8012,Reality,ko,,889.0,1,1,,0.66,2025-05-18,1,Korean
Aema,Aema: Limited Series,TV,5,2,8,229958.0,7.7,15.0,2.1883,Drama|Comedy,ko,59.0,2.0,1,0,,1.26,2025-08-24,1,Korean
Agency,Agency: Limited Series,TV,4,2,5,66502.0,5.7,3.0,13.4262,Talk|Reality,zh,50.0,2550.0,0,0,,1.94,2023-03-26,1,Other
Agents of Mystery,Agents of Mystery: Season 1,TV,4,2,7,240114.0,7.4,22.0,4.5264,Reality,ko,,5.0,1,0,,1.66,2024-06-23,1,Korean
Akira,,Films,1,6,6,149.0,7.94,4638.0,7.2631,Animation|Science Fiction|Action,ja,124.0,13498.0,0,0,5700000.0,2.15,2025-05-25,0,Japanese
Alice in Borderland,Alice in Borderland: Season 3,TV,1,10,10,110316.0,8.114,2607.0,34.0508,Mystery|Drama|Action & Adventure,ja,,1753.0,0,1,,1.77,2025-09-28,0,Japanese
Alienoid Part 1,,Films,9,2,7,601796.0,6.8,504.0,5.0363,Science Fiction|Action|Fantasy|Adventure,ko,142.0,536.0,1,0,24500000.0,1.98,2024-01-07,1,Korean
Alienoid: Return to the Future,,Films,3,2,7,626412.0,6.6,825.0,2.4503,Action|Fantasy|Adventure|Science Fiction,ko,122.0,368.0,1,0,0.0,1.87,2025-01-12,0,Korean
Almost Cops,,Films,2,8,8,1374534.0,5.908,169.0,5.5073,Action|Comedy|Crime|Mystery,nl,95.0,3.0,0,0,0.0,2.08,2025-07-13,0,Other
Amazon Bullseye,,Films,6,1,9,1148558.0,6.4,18.0,0.9507,Comedy|Drama,ko,113.0,88.0,1,0,0.0,1.65,2025-01-26,1,Korean
Anemone: A Fairy Tale for No Kids,,Films,2,2,8,1006124.0,7.0,1.0,0.214,Comedy|Drama|Action,ko,77.0,312.0,1,0,0.0,0.98,2024-12-15,0,Korean
Appleseed Alpha,,Films,1,4,4,269650.0,6.722,409.0,0.8309,Animation|Science Fiction|Action,ja,93.0,3700.0,0,0,0.0,2.92,2024-07-14,0,Japanese
Aquaman,,Films,3,3,7,297802.0,6.868,14730.0,11.0817,Action|Adventure|Fantasy,en,143.0,1857.0,0,0,160000000.0,7.31,2024-01-07,0,English
Arcane,Arcane: Season 2,TV,4,6,8,94605.0,8.751,5682.0,38.8929,Animation|Action & Adventure,en,,1100.0,0,1,,6.2,2024-11-10,1,English
As You Stood By,As You Stood By: Limited Series,TV,4,1,10,271885.0,8.041,73.0,6.4602,Crime|Drama|Mystery,ko,62.0,2.0,1,0,,1.31,2025-11-09,1,Korean
Atlas,,Films,3,2,3,614933.0,6.68,1499.0,6.1983,Science Fiction|Action,en,118.0,3.0,0,0,100000000.0,4.52,2024-05-26,0,English
Attack on Titan,Attack on Titan: The Final Season Part 3,TV,4,6,10,1429.0,8.7,7228.0,38.7648,Animation|Sci-Fi & Fantasy|Action & Adventure,ja,,3815.0,0,0,,3.52,2023-09-17,1,Japanese
Avatar The Last Airbender,Avatar The Last Airbender: Season 1,TV,2,3,3,246.0,8.751,4681.0,23.3084,Animation|Action & Adventure|Sci-Fi & Fantasy,en,24.0,6943.0,0,0,,1.97,2024-02-25,0,English
B Cut,,Films,2,4,9,930750.0,5.0,13.0,0.7431,Action|Crime|Thriller,ko,95.0,431.0,1,0,0.0,1.19,2023-06-04,0,Korean
BEEF,BEEF: Season 1,TV,1,6,6,154385.0,7.742,846.0,10.6031,Comedy|Drama,en,,10.0,0,0,,2.96,2023-04-16,0,English
BLUE EYE SAMURAI,BLUE EYE SAMURAI: Season 1,TV,1,10,10,225180.0,8.5,703.0,9.9428,Action & Adventure|Animation,en,,9.0,0,0,,2.43,2023-11-12,0,English
Baby Reindeer,Baby Reindeer: Limited Series,TV,2,7,10,241259.0,7.598,1081.0,5.8936,Drama,en,,17.0,0,0,,0.91,2024-04-28,0,English
Back in Action,,Films,5,2,10,993710.0,6.44,1444.0,4.7663,Action|Comedy,en,114.0,4.0,0,0,0.0,3.21,2025-01-19,1,English
Backstreet Rookie,Backstreet Rookie: Limited Series,TV,1,10,10,98827.0,7.4,123.0,9.0717,Comedy|Drama,ko,64.0,1752.0,1,0,,4.66,2025-04-06,0,Korean
Bad Boys: Ride or Die,,Films,2,3,3,573435.0,7.339,3217.0,13.634,Action|Comedy|Crime|Thriller|Adventure,en,115.0,123.0,0,0,100000000.0,4.38,2024-10-06,0,English
Bad Country,,Films,1,8,8,256731.0,5.502,214.0,1.6745,Drama|Action|Crime,en,95.0,3558.0,0,0,0.0,4.56,2024-06-23,0,English
Bad Memory Eraser,Bad Memory Eraser: Season 1,TV,3,4,8,132603.0,5.2,6.0,2.5086,Drama,ko,,2.0,1,0,,1.64,2024-08-04,0,Korean
Bade Miyan Chote Miyan,,Films,1,10,10,936622.0,6.426,47.0,0.9117,Action,hi,164.0,66.0,0,0,41100000.0,4.21,2024-06-16,0,Other
Badland Hunters,,Films,5,1,6,933131.0,6.728,789.0,4.2724,Action|Adventure|Thriller|Horror,ko,107.0,2.0,1,0,0.0,2.73,2024-01-28,1,Korean
Badly in Love,Badly in Love: Season 1,TV,4,4,10,305379.0,7.8,4.0,2.8853,Reality,ja,,5.0,0,0,,0.77,2025-12-14,1,Japanese
Bake Your Dream,Bake Your Dream: Season 1,TV,2,4,5,312915.0,0.0,0.0,0.9688,Reality,ko,100.0,7.0,1,0,,0.84,2026-02-08,0,Korean
Baki Hanma VS Kengan Ashura,,Films,2,8,8,1263421.0,7.426,317.0,3.6472,Animation|Action|Fantasy,ja,60.0,4.0,0,0,0.0,1.66,2024-06-09,0,Japanese
Ballad of a Small Player,,Films,2,5,9,1272166.0,5.821,280.0,2.4557,Crime|Drama,en,101.0,18.0,0,0,0.0,2.93,2025-11-02,0,English
Ballerina,,Films,7,1,7,541671.0,7.263,2338.0,23.3166,Action|Thriller|Crime,en,125.0,-605.0,0,0,90000000.0,7.1,2023-10-08,1,English
Barbarian,,Films,1,7,7,913290.0,6.845,3095.0,4.9631,Horror|Thriller,en,103.0,612.0,0,0,4500000.0,3.78,2024-05-12,0,English
Baseball Queen,Baseball Queen: Season 1,TV,3,5,10,306645.0,0.0,0.0,0.4997,Reality,ko,,5.0,1,0,,0.91,2025-11-30,0,Korean
Battle for Happiness,Battle for Happiness: Limited Series,TV,2,8,8,214996.0,4.8,16.0,5.5112,Drama|Mystery,ko,60.0,95.0,1,0,,1.88,2023-09-03,0,Korean
Bear Man,,Films,5,1,8,1336188.0,0.0,0.0,0.2197,Documentary,en,45.0,,0,0,0.0,0.2,2023-07-23,1,English
Beasts Clawing at Straws,,Films,2,5,5,571648.0,7.087,271.0,1.7833,Mystery|Thriller|Crime|Drama,ko,108.0,2146.0,1,0,0.0,1.85,2026-01-04,0,Korean
Beauty and Mr. Romantic,,TV,4,7,10,242503.0,7.0,5.0,3.087,Drama|Family,ko,,8.0,1,0,,1.56,2024-03-31,1,Korean
Because I Hate Korea,,Films,2,3,3,1007481.0,7.25,4.0,0.7271,Drama,ko,106.0,95.0,1,0,0.0,1.32,2024-12-01,0,Korean
Beckham,Beckham: Limited Series,TV,1,10,10,235345.0,8.067,171.0,2.7575,Documentary,en,,18.0,0,0,,1.52,2023-10-22,0,English
Behind Your Touch,Behind Your Touch: Limited Series,TV,9,2,5,210107.0,8.109,96.0,4.5428,Drama|Comedy|Sci-Fi & Fantasy|Mystery,ko,65.0,1.0,1,0,,1.61,2023-08-13,1,Korean
Believer,,Films,5,4,5,1228803.0,5.633,15.0,0.6572,Horror|Thriller|Mystery,en,108.0,-522.0,0,0,0.0,1.83,2023-03-26,1,English
Believer 2,,Films,6,1,9,958263.0,6.694,108.0,1.3038,Thriller|Action|Crime,ko,116.0,45.0,1,0,0.0,1.7,2023-11-19,1,Korean
Better Late Than Single,Better Late Than Single: Season 1,TV,6,1,10,288912.0,8.2,12.0,2.4184,Reality,ko,,5.0,1,0,,1.32,2025-07-13,1,Korean
Between Him and Her,Between Him and Her: Limited Series,TV,1,10,10,230779.0,7.3,4.0,2.5381,Drama,ko,,5.0,1,0,,1.2,2023-12-31,0,Korean
Beverly Hills Cop: Axel F,,Films,3,1,10,280180.0,6.65,1379.0,4.7379,Action|Comedy|Crime,en,115.0,17.0,0,0,150000000.0,5.22,2024-07-07,0,English
Beyond the Bar,Beyond the Bar: Limited Series,TV,8,1,4,281004.0,8.192,52.0,4.7702,Drama,ko,71.0,1.0,1,0,,1.7,2025-08-03,1,Korean
Bird Box Barcelona,,Films,3,3,9,805320.0,5.892,801.0,2.0923,Horror|Science Fiction|Thriller,es,112.0,2.0,0,0,19800000.0,1.97,2023-07-16,0,Other
Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn),,Films,2,5,5,495764.0,6.885,10689.0,9.423,Action|Crime,en,109.0,1460.0,0,0,75000000.0,6.67,2024-02-04,0,English
Birth of a Beauty,Birth of a Beauty: Limited Series,TV,1,7,7,61606.0,7.4,28.0,4.1535,Comedy,ko,65.0,3886.0,1,0,,1.49,2025-06-22,0,Korean
Bitch and Rich,Bitch and Rich: Season 1,TV,5,2,8,296384.0,6.0,1.0,0.3254,,ko,,,1,0,,0.86,2023-06-11,1,Korean
Bitch and Rich,Bitch and Rich: Season 2,TV,5,4,7,296384.0,6.0,1.0,0.3254,,ko,,,1,1,,0.86,2025-07-06,1,Korean
Black Doves,Black Doves: Season 1,TV,1,6,6,225385.0,7.092,360.0,8.4285,Action & Adventure|Mystery|Crime,en,,10.0,0,0,,3.02,2024-12-15,0,English
Black Knight,Black Knight: Season 1,TV,4,1,8,137040.0,7.347,285.0,4.832,Drama|Action & Adventure|Sci-Fi & Fantasy,ko,47.0,2.0,1,0,,2.45,2023-05-14,1,Korean
Black Mirror,Black Mirror: Season 6,TV,2,8,8,42009.0,8.28,5982.0,79.0433,Sci-Fi & Fantasy|Drama|Mystery,en,,4221.0,0,1,,0.0,2023-06-25,0,English
Blade of the Immortal,,Films,3,3,7,426284.0,6.699,611.0,2.0026,Action|Fantasy|Adventure,ja,140.0,2304.0,0,0,0.0,2.46,2023-08-20,0,Japanese
Blood & Gold,,Films,1,7,7,1098110.0,6.653,403.0,1.5805,Action|Drama|War,de,100.0,44.0,0,0,0.0,1.72,2023-06-04,0,Other
Bloodhounds,Bloodhounds: Season 1,TV,7,1,5,127529.0,8.315,491.0,17.3226,Drama|Action & Adventure|Crime,ko,61.0,2.0,1,0,,1.57,2023-06-11,1,Korean
Bogotá: City of the Lost,,Films,4,1,7,636279.0,6.9,96.0,1.3901,Thriller|Crime|Drama,ko,109.0,40.0,1,0,0.0,1.72,2025-02-09,1,Korean
Bohemian Rhapsody,,Films,1,5,5,424694.0,7.961,17556.0,11.1501,Music|Drama,en,135.0,2139.0,0,0,52000000.0,4.19,2024-09-01,0,English
"Bon Appétit, Your Majesty","Bon Appétit, Your Majesty: Limited Series",TV,9,1,10,280945.0,8.839,193.0,11.3778,Drama|Sci-Fi & Fantasy,ko,80.0,1.0,1,0,,1.78,2025-08-24,1,Korean
Boomerang Family,,Films,5,2,4,193689.0,6.821,14.0,0.7945,Drama|Comedy,ko,112.0,3769.0,1,0,0.0,1.33,2023-09-03,1,Korean
Brave Detectives,Brave Detectives: Season 2,TV,9,7,9,196561.0,6.0,4.0,3.6412,Crime|Reality,ko,75.0,345.0,1,1,,0.99,2023-03-12,1,Korean
Brave Detectives,Brave Detectives: Season 3,TV,2,9,9,196561.0,6.0,4.0,3.6412,Crime|Reality,ko,75.0,513.0,1,1,,0.99,2023-08-27,0,Korean
Brave Detectives,Brave Detectives: Season 4: 2024,TV,4,6,8,196561.0,6.0,4.0,3.6412,Crime|Reality,ko,75.0,898.0,1,1,,0.99,2024-09-15,1,Korean
Bread Barbershop : Celeb in Bakery Town,,Films,3,7,9,1236788.0,0.0,0.0,0.367,Animation|Family|Music,ko,74.0,170.0,1,0,0.0,0.96,2024-08-18,0,Korean
Bread Barbershop: The Bakerytown Baddies,,Films,3,2,8,1521915.0,0.0,0.0,0.1133,Animation|Family,ko,71.0,92.0,1,0,0.0,0.98,2025-12-28,0,Korean
Brewing Love,Brewing Love: Limited Series,TV,5,4,10,253029.0,7.6,37.0,3.8643,Comedy|Drama,ko,70.0,6.0,1,0,,1.34,2024-11-10,1,Korean
Brick,,Films,3,3,3,1425045.0,5.779,675.0,3.5185,Thriller|Science Fiction,de,99.0,11.0,0,0,0.0,1.85,2025-07-13,0,Other
Bridgerton,Bridgerton: Season 3,TV,5,5,7,91239.0,8.1,3148.0,114.7094,Drama,en,,1241.0,0,1,,4.14,2024-05-19,1,English
Bridgerton,Bridgerton: Season 4,TV,2,8,8,91239.0,8.1,3148.0,114.7094,Drama,en,,1864.0,0,1,,4.14,2026-02-01,0,English
Bugonia,,Films,1,7,7,701387.0,7.363,1435.0,23.759,Science Fiction|Thriller|Comedy,en,119.0,101.0,0,0,50000000.0,4.69,2026-02-01,0,English
Bullet Train Explosion,,Films,2,7,7,1276073.0,6.844,291.0,3.6494,Action|Thriller|Crime|Drama,ja,137.0,4.0,0,0,0.0,1.93,2025-04-27,0,Japanese
Burning Betrayal,,Films,2,6,7,1173558.0,6.295,227.0,5.2212,Drama|Mystery|Romance,pt,99.0,4.0,0,0,0.0,0.92,2023-10-29,0,Other
By Quantum Physics: A Nightlife Venture,,Films,2,4,4,619166.0,6.05,20.0,0.9977,Crime,ko,119.0,1712.0,1,0,0.0,1.74,2024-06-02,0,Korean
Cabriolet,,Films,2,4,9,1224519.0,0.0,0.0,0.7731,Romance,cs,0.0,8725.0,0,0,0.0,0.66,2025-02-16,0,Other
Call Me Chihiro,,Films,2,3,3,1024621.0,7.215,135.0,2.56,Drama,ja,131.0,10.0,0,0,0.0,1.79,2023-03-05,0,Japanese
Campfire Cooking in Another World with My Absurd Skill,,TV,1,10,10,213402.0,8.326,273.0,24.8885,Animation|Action & Adventure|Sci-Fi & Fantasy,ja,24.0,781.0,0,0,,2.18,2025-03-02,0,Japanese
Can This Love Be Translated?,Can This Love Be Translated?: Limited Series,TV,5,1,7,229891.0,8.6,75.0,19.5449,Drama|Comedy,ko,75.0,2.0,1,0,,3.09,2026-01-18,1,Korean
Canola,,Films,2,7,8,1605227.0,0.0,0.0,0.0143,Documentary,en,2.0,79.0,0,0,0.0,0.0,2025-12-14,0,English
Captivating the King,Captivating the King: Limited Series,TV,7,2,4,233205.0,7.862,29.0,8.3298,Drama|War & Politics|Mystery,ko,70.0,7.0,1,0,,1.93,2024-01-28,1,Korean
Caramelo,,Films,1,8,8,1277988.0,7.717,251.0,5.1486,Comedy|Drama,pt,100.0,12.0,0,0,0.0,1.24,2025-10-19,0,Other
Carry-On,,Films,4,2,3,1005331.0,6.889,2618.0,6.805,Thriller|Action,en,120.0,10.0,0,0,47000000.0,3.93,2024-12-15,1,English
Cashero,Cashero: Limited Series,TV,3,2,7,238458.0,7.262,63.0,13.6326,Action & Adventure|Drama,ko,,2.0,1,0,,1.74,2025-12-28,0,Korean
Castaway Diva,Castaway Diva: Limited Series,TV,7,1,10,216310.0,8.023,65.0,4.9077,Comedy|Drama,ko,75.0,1.0,1,0,,1.49,2023-10-29,1,Korean
Celebrity,Celebrity: Limited Series,TV,5,1,8,48585.0,6.0,5.0,1.1061,Drama,en,306.0,14385.0,0,0,,2.51,2023-07-02,1,English
Chabak - Night of Murder and Romance,,Films,3,1,3,1127546.0,4.111,9.0,0.1299,Horror|Thriller,ko,83.0,151.0,1,0,0.0,0.64,2024-02-11,0,Korean
Chainsaw Man,Chainsaw Man: Season 1,TV,6,6,10,114410.0,8.5,2041.0,25.6324,Animation|Action & Adventure|Sci-Fi & Fantasy|Comedy,ja,24.0,1089.0,0,0,,1.48,2025-10-05,1,Japanese
Chainsaw Man – The Compilation,,Films,1,4,4,1544513.0,7.0,9.0,3.0538,Action|Fantasy|Animation,ja,120.0,93.0,0,0,0.0,2.52,2025-12-07,0,Japanese
Champagne Problems,,Films,2,6,6,1323475.0,6.032,203.0,2.4149,Romance|Comedy,en,99.0,5.0,0,0,0.0,2.48,2025-11-23,0,English
Champion,,Films,1,10,10,24235.0,6.4,13.0,0.8503,Documentary,en,81.0,6882.0,0,0,0.0,3.53,2024-01-14,0,English
Chasing Borderless Crime,Chasing Borderless Crime 2025,TV,1,7,7,307057.0,0.0,0.0,0.3709,Documentary,ko,,7.0,1,0,,0.79,2025-12-07,0,Korean
Check in Hanyang,Check in Hanyang: Limited Series,TV,4,6,10,251444.0,8.167,9.0,3.5374,Comedy|Drama,ko,70.0,8.0,1,0,,1.5,2024-12-29,1,Korean
Chef & My Fridge,Chef & My Fridge 2025,TV,7,2,8,73036.0,8.5,4.0,18.406,Reality,ko,90.0,3688.0,1,0,,1.0,2024-12-22,1,Korean
Chef & My Fridge,Chef & My Fridge 2026,TV,1,9,9,73036.0,8.5,4.0,18.406,Reality,ko,90.0,4101.0,1,0,,1.0,2026-02-08,0,Korean
Chicken Nugget,Chicken Nugget: Limited Series,TV,6,2,7,206686.0,6.3,40.0,8.5501,Comedy|Mystery|Sci-Fi & Fantasy,ko,,2.0,1,0,,2.48,2024-03-17,1,Korean
Chokehold,,Films,1,7,7,571117.0,5.0,7.0,0.2492,Action|Crime|Drama,en,98.0,1542.0,0,0,0.0,1.35,2023-04-30,0,English
Chor Nikal Ke Bhaga,,Films,1,7,7,1018228.0,6.866,138.0,0.8624,Crime|Thriller,hi,110.0,9.0,0,0,0.0,1.61,2023-04-02,0,Other
Christmas Carol,,Films,3,3,5,143072.0,6.5,10.0,0.2583,Comedy,it,76.0,6709.0,0,0,0.0,0.91,2023-04-16,0,Other
Chupa,,Films,1,8,8,736790.0,6.318,370.0,1.9389,Adventure|Fantasy|Family,en,98.0,9.0,0,0,0.0,2.16,2023-04-16,0,English
Citizen of a Kind,,Films,9,1,8,696047.0,7.529,34.0,1.3604,Comedy|Crime,ko,113.0,123.0,1,0,0.0,1.65,2024-05-26,1,Korean
City Hunter,,Films,2,3,4,1061990.0,6.522,245.0,3.5049,Action,ja,105.0,4.0,0,0,0.0,3.21,2024-04-28,0,Japanese
City of Fathers,,Films,1,4,4,45092.0,5.5,4.0,0.4762,Action|Drama,ko,101.0,5463.0,1,0,0.0,1.25,2024-09-29,0,Korean
Closet Battle,Closet Battle: Season 1,TV,1,10,10,297304.0,10.0,1.0,1.529,Reality,ko,,6.0,1,0,,0.81,2025-08-10,0,Korean
Cobweb,,Films,2,2,2,709631.0,6.438,1018.0,3.68,Horror,en,88.0,165.0,0,0,13000000.0,2.16,2023-12-31,0,English
Cocaine Bear,,Films,1,4,4,804150.0,6.003,2364.0,4.9119,Thriller|Comedy|Crime,en,95.0,221.0,0,0,32500000.0,3.0,2023-10-01,0,English
Code 8,,Films,4,3,8,461130.0,6.262,2124.0,2.4641,Science Fiction|Action|Crime,en,99.0,1227.0,0,0,15000000.0,2.86,2023-04-16,1,English
Code 8 Part II,,Films,3,5,9,932420.0,6.358,674.0,1.8557,Science Fiction|Action|Crime,en,101.0,5.0,0,0,0.0,2.38,2024-03-03,0,English
Collateral,,Films,1,4,4,1538.0,7.238,6117.0,7.6217,Drama|Crime|Thriller,en,120.0,7606.0,0,0,65000000.0,11.44,2025-06-01,0,English
Colors of Evil: Red,,Films,1,10,10,1115395.0,6.69,250.0,1.4934,Crime|Thriller|Mystery,pl,112.0,4.0,0,0,0.0,1.18,2024-06-02,0,Other
Comedy Revenge,Comedy Revenge: Season 1,TV,2,4,8,260565.0,8.0,2.0,1.7998,Reality|Comedy,ko,,5.0,1,0,,1.15,2024-10-20,0,Korean
Comedy Royale,Comedy Royale: Season 1,TV,2,2,7,238046.0,6.0,2.0,1.7004,Reality|Comedy,ko,,5.0,1,0,,1.14,2023-12-03,0,Korean
Commission,,Films,3,2,8,686457.0,0.0,0.0,0.0,Documentary|Science Fiction,lv,6.0,2294.0,0,0,0.0,0.01,2025-11-23,0,Other
Conan the Barbarian,,Films,1,6,6,9387.0,6.796,2720.0,6.0244,Adventure|Fantasy|Action,en,130.0,14964.0,0,0,20000000.0,3.15,2023-03-05,0,English
Concerning My Daughter,,Films,2,5,10,1150725.0,6.5,3.0,0.538,Drama,ko,106.0,193.0,1,0,0.0,1.46,2025-03-16,0,Korean
Concrete Utopia,,Films,7,1,8,729854.0,6.939,280.0,2.7071,Thriller|Action,ko,130.0,123.0,1,0,0.0,2.91,2023-12-10,1,Korean
Confession,,Films,4,9,9,46143.0,6.2,6.0,4.4112,Crime,en,90.0,24749.0,0,0,0.0,1.36,2023-03-05,1,English
Copycat,,Films,1,8,8,1710.0,6.465,1209.0,3.0319,Thriller|Crime|Mystery,en,124.0,10831.0,0,0,20000000.0,3.49,2025-06-22,0,English
