country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10,language
South Korea,KR,2025-05-04,TV,3,Resident Playbook,Resident Playbook: Limited Series,4,English
South Korea,KR,2025-05-04,TV,4,The Haunted Palace,The Haunted Palace: Season 1,3,English
South Korea,KR,2025-05-04,TV,5,Weak Hero,Weak Hero: Class 1,6,English
South Korea,KR,2025-05-04,TV,6,When Life Gives You Tangerines,When Life Gives You Tangerines: Limited Series,9,English
South Korea,KR,2025-05-04,TV,7,Kian’s Bizarre B&B,Kian’s Bizarre B&B: Season 1,4,English
South Korea,KR,2025-05-04,TV,8,Karma,Karma: Limited Series,5,English
South Korea,KR,2025-05-04,TV,9,World Dice Tour,World Dice Tour: Season 3,5,English
South Korea,KR,2025-05-04,TV,10,I am Solo,I am Solo: Part 25 - 28,4,English
South Korea,KR,2025-04-27,Films,1,Harbin,,1,English
South Korea,KR,2025-04-27,Films,2,Crypto Man,,1,English
South Korea,KR,2025-04-27,Films,3,Stellar,,2,English
South Korea,KR,2025-04-27,Films,4,About Family,,3,English
South Korea,KR,2025-04-27,Films,5,Havoc,,1,English
South Korea,KR,2025-04-27,Films,6,iHostage,,2,English
South Korea,KR,2025-04-27,Films,7,Bullet Train Explosion,,1,English
South Korea,KR,2025-04-27,Films,8,A Good Son,,2,English
South Korea,KR,2025-04-27,Films,9,Mission: Impossible - Dead Reckoning,,3,English
South Korea,KR,2025-04-27,Films,10,The Culprit,,1,English
South Korea,KR,2025-04-27,TV,1,Weak Hero,Weak Hero: Class 2,1,English
South Korea,KR,2025-04-27,TV,2,Heavenly Ever After,Heavenly Ever After: Limited Series,2,English
South Korea,KR,2025-04-27,TV,3,Resident Playbook,Resident Playbook: Limited Series,3,English
South Korea,KR,2025-04-27,TV,4,The Haunted Palace,The Haunted Palace: Season 1,2,English
South Korea,KR,2025-04-27,TV,5,Kian’s Bizarre B&B,Kian’s Bizarre B&B: Season 1,3,English
South Korea,KR,2025-04-27,TV,6,When Life Gives You Tangerines,When Life Gives You Tangerines: Limited Series,8,English
South Korea,KR,2025-04-27,TV,7,Karma,Karma: Limited Series,4,English
South Korea,KR,2025-04-27,TV,8,Weak Hero,Weak Hero: Class 1,5,English
South Korea,KR,2025-04-27,TV,9,I am Solo,I am Solo: Part 25 - 28,3,English
South Korea,KR,2025-04-27,TV,10,Friendly Rivalry,Friendly Rivalry: Season 1,3,English
South Korea,KR,2025-04-20,Films,1,About Family,,2,English
South Korea,KR,2025-04-20,Films,2,Mission: Impossible - Dead Reckoning,,2,English
South Korea,KR,2025-04-20,Films,3,Firefighters,,3,English
South Korea,KR,2025-04-20,Films,4,Stellar,,1,English
South Korea,KR,2025-04-20,Films,5,Venom: The Last Dance,,3,English
South Korea,KR,2025-04-20,Films,6,A Good Son,,1,English
South Korea,KR,2025-04-20,Films,7,Revelations,,5,English
South Korea,KR,2025-04-20,Films,8,iHostage,,1,English
South Korea,KR,2025-04-20,Films,9,LIM YOUNG WOONG│IM HERO THE STADIUM,,11,English
South Korea,KR,2025-04-20,Films,10,The Passion of the Christ,,1,English
South Korea,KR,2025-04-20,TV,1,Resident Playbook,Resident Playbook: Limited Series,2,English
South Korea,KR,2025-04-20,TV,2,Kian’s Bizarre B&B,Kian’s Bizarre B&B: Season 1,2,English
South Korea,KR,2025-04-20,TV,3,Karma,Karma: Limited Series,3,English
South Korea,KR,2025-04-20,TV,4,When Life Gives You Tangerines,When Life Gives You Tangerines: Limited Series,7,English
South Korea,KR,2025-04-20,TV,5,The Haunted Palace,The Haunted Palace: Season 1,1,English
South Korea,KR,2025-04-20,TV,6,Heavenly Ever After,Heavenly Ever After: Limited Series,1,English
South Korea,KR,2025-04-20,TV,7,Friendly Rivalry,Friendly Rivalry: Season 1,2,English
South Korea,KR,2025-04-20,TV,8,Weak Hero,Weak Hero: Class 1,4,English
South Korea,KR,2025-04-20,TV,9,I am Solo,I am Solo: Part 25 - 28,2,English
South Korea,KR,2025-04-20,TV,10,Adult Kim Jang-ha,Adult Kim Jang-ha: Season 1,2,English
South Korea,KR,2025-04-13,Films,1,About Family,,1,English
South Korea,KR,2025-04-13,Films,2,Firefighters,,2,English
South Korea,KR,2025-04-13,Films,3,Mission: Impossible - Dead Reckoning,,1,English
South Korea,KR,2025-04-13,Films,4,Venom: The Last Dance,,2,English
South Korea,KR,2025-04-13,Films,5,Revelations,,4,English
South Korea,KR,2025-04-13,Films,6,The Equalizer 2,,5,English
South Korea,KR,2025-04-13,Films,7,LIM YOUNG WOONG│IM HERO THE STADIUM,,10,English
South Korea,KR,2025-04-13,Films,8,Jules,,2,English
South Korea,KR,2025-04-13,Films,9,The Equalizer,,2,English
South Korea,KR,2025-04-13,Films,10,No Good Deed,,1,English
South Korea,KR,2025-04-13,TV,1,Karma,Karma: Limited Series,2,English
South Korea,KR,2025-04-13,TV,2,Kian’s Bizarre B&B,Kian’s Bizarre B&B: Season 1,1,English
South Korea,KR,2025-04-13,TV,3,When Life Gives You Tangerines,When Life Gives You Tangerines: Limited Series,6,English
South Korea,KR,2025-04-13,TV,4,Friendly Rivalry,Friendly Rivalry: Season 1,1,English
South Korea,KR,2025-04-13,TV,5,Resident Playbook,Resident Playbook: Limited Series,1,English
South Korea,KR,2025-04-13,TV,6,Weak Hero,Weak Hero: Class 1,3,English
South Korea,KR,2025-04-13,TV,7,I am Solo,I am Solo: Part 25 - 28,1,English
South Korea,KR,2025-04-13,TV,8,Adult Kim Jang-ha,Adult Kim Jang-ha: Season 1,1,English
South Korea,KR,2025-04-13,TV,9,World Dice Tour,World Dice Tour: Season 3,4,English
South Korea,KR,2025-04-13,TV,10,Judge vs. Judge,Judge vs. Judge: Limited Series,1,English
South Korea,KR,2025-04-06,Films,1,Firefighters,,1,English
South Korea,KR,2025-04-06,Films,2,Venom: The Last Dance,,1,English
South Korea,KR,2025-04-06,Films,3,Revelations,,3,English
South Korea,KR,2025-04-06,Films,4,Real,,2,English
South Korea,KR,2025-04-06,Films,5,Jules,,1,English
South Korea,KR,2025-04-06,Films,6,LIM YOUNG WOONG│IM HERO THE STADIUM,,9,English
South Korea,KR,2025-04-06,Films,7,The Life List,,1,English
South Korea,KR,2025-04-06,Films,8,The Equalizer,,1,English
South Korea,KR,2025-04-06,Films,9,The Equalizer 2,,4,English
South Korea,KR,2025-04-06,Films,10,"I, the Executioner",,9,English
South Korea,KR,2025-04-06,TV,1,When Life Gives You Tangerines,When Life Gives You Tangerines: Limited Series,5,English
South Korea,KR,2025-04-06,TV,2,Karma,Karma: Limited Series,1,English
South Korea,KR,2025-04-06,TV,3,Weak Hero,Weak Hero: Class 1,2,English
South Korea,KR,2025-04-06,TV,4,World Dice Tour,World Dice Tour: Season 3,3,English
South Korea,KR,2025-04-06,TV,5,Heo's Diner,Heo's Diner: Season 1,2,English
South Korea,KR,2025-04-06,TV,6,The Trauma Code: Heroes on Call,The Trauma Code: Heroes on Call: Season 1,11,English
South Korea,KR,2025-04-06,TV,7,Adolescence,Adolescence: Limited Series,4,English
South Korea,KR,2025-04-06,TV,8,Solo Leveling,Solo Leveling: Season 1,19,English
South Korea,KR,2025-04-06,TV,9,K-foodie meets J-foodie,K-foodie meets J-foodie: Season 1: A Tasty Exchange,6,English
South Korea,KR,2025-04-06,TV,10,Backstreet Rookie,Backstreet Rookie: Limited Series,1,English
South Korea,KR,2025-03-30,Films,1,Revelations,,2,English
South Korea,KR,2025-03-30,Films,2,LIM YOUNG WOONG│IM HERO THE STADIUM,,8,English
South Korea,KR,2025-03-30,Films,3,The Electric State,,3,English
South Korea,KR,2025-03-30,Films,4,"I, the Executioner",,8,English
South Korea,KR,2025-03-30,Films,5,I,,2,English
South Korea,KR,2025-03-30,Films,6,Real,,1,English
South Korea,KR,2025-03-30,Films,7,Rounders,,2,English
South Korea,KR,2025-03-30,Films,8,Officer Black Belt,,7,English
South Korea,KR,2025-03-30,Films,9,Love in the Big City,,7,English
South Korea,KR,2025-03-30,Films,10,The Twister: Caught in the Storm,,2,English
South Korea,KR,2025-03-30,TV,1,When Life Gives You Tangerines,When Life Gives You Tangerines: Limited Series,4,English
South Korea,KR,2025-03-30,TV,2,Weak Hero,Weak Hero: Class 1,1,English
South Korea,KR,2025-03-30,TV,3,World Dice Tour,World Dice Tour: Season 3,2,English
South Korea,KR,2025-03-30,TV,4,Heo's Diner,Heo's Diner: Season 1,1,English
South Korea,KR,2025-03-30,TV,5,Adolescence,Adolescence: Limited Series,3,English
South Korea,KR,2025-03-30,TV,6,Solo Leveling,Solo Leveling: Season 1,18,English
South Korea,KR,2025-03-30,TV,7,The Trauma Code: Heroes on Call,The Trauma Code: Heroes on Call: Season 1,10,English
South Korea,KR,2025-03-30,TV,8,Heart Pairing,Heart Pairing: Season 1,3,English
South Korea,KR,2025-03-30,TV,9,SAKAMOTO DAYS,SAKAMOTO DAYS: Season 1,11,English
South Korea,KR,2025-03-30,TV,10,K-foodie meets J-foodie,K-foodie meets J-foodie: Season 1: A Tasty Exchange,5,English
South Korea,KR,2025-03-23,Films,1,Revelations,,1,English
South Korea,KR,2025-03-23,Films,2,The Electric State,,2,English
South Korea,KR,2025-03-23,Films,3,Eye for an Eye,,2,English
South Korea,KR,2025-03-23,Films,4,LIM YOUNG WOONG│IM HERO THE STADIUM,,7,English
South Korea,KR,2025-03-23,Films,5,Rounders,,1,English
South Korea,KR,2025-03-23,Films,6,The Twister: Caught in the Storm,,1,English
South Korea,KR,2025-03-23,Films,7,I,,1,English
South Korea,KR,2025-03-23,Films,8,Love in the Big City,,6,English
South Korea,KR,2025-03-23,Films,9,"I, the Executioner",,7,English
South Korea,KR,2025-03-23,Films,10,Concerning My Daughter,,2,English
South Korea,KR,2025-03-23,TV,1,When Life Gives You Tangerines,When Life Gives You Tangerines: Limited Series,3,English
South Korea,KR,2025-03-23,TV,2,Adolescence,Adolescence: Limited Series,2,English
South Korea,KR,2025-03-23,TV,3,The Witch,The Witch: Season 1,6,English
South Korea,KR,2025-03-23,TV,4,The Trauma Code: Heroes on Call,The Trauma Code: Heroes on Call: Season 1,9,English
South Korea,KR,2025-03-23,TV,5,K-foodie meets J-foodie,K-foodie meets J-foodie: Season 1: A Tasty Exchange,4,English
South Korea,KR,2025-03-23,TV,6,Heart Pairing,Heart Pairing: Season 1,2,English
South Korea,KR,2025-03-23,TV,7,Solo Leveling,Solo Leveling: Season 1,17,English
South Korea,KR,2025-03-23,TV,8,SAKAMOTO DAYS,SAKAMOTO DAYS: Season 1,10,English
South Korea,KR,2025-03-23,TV,9,World Dice Tour,World Dice Tour: Season 3,1,English
South Korea,KR,2025-03-23,TV,10,Screwballs,Screwballs: Season 1,4,English
South Korea,KR,2025-03-16,Films,1,Eye for an Eye,,1,English
South Korea,KR,2025-03-16,Films,2,The Electric State,,1,English
South Korea,KR,2025-03-16,Films,3,You Will Die In 6 Hours,,4,English
South Korea,KR,2025-03-16,Films,4,LIM YOUNG WOONG│IM HERO THE STADIUM,,6,English
South Korea,KR,2025-03-16,Films,5,Concerning My Daughter,,1,English
South Korea,KR,2025-03-16,Films,6,Love in the Big City,,5,English
South Korea,KR,2025-03-16,Films,7,The First Slam Dunk,,2,English
South Korea,KR,2025-03-16,Films,8,Plankton: The Movie,,1,English
South Korea,KR,2025-03-16,Films,9,Counterattack,,3,English
South Korea,KR,2025-03-16,Films,10,Demon City,,3,English
South Korea,KR,2025-03-16,TV,1,When Life Gives You Tangerines,When Life Gives You Tangerines: Limited Series,2,English
South Korea,KR,2025-03-16,TV,2,The Witch,The Witch: Season 1,5,English
South Korea,KR,2025-03-16,TV,3,K-foodie meets J-foodie,K-foodie meets J-foodie: Season 1: A Tasty Exchange,3,English
South Korea,KR,2025-03-16,TV,4,The Trauma Code: Heroes on Call,The Trauma Code: Heroes on Call: Season 1,8,English
South Korea,KR,2025-03-16,TV,5,Heart Pairing,Heart Pairing: Season 1,1,English
South Korea,KR,2025-03-16,TV,6,SAKAMOTO DAYS,SAKAMOTO DAYS: Season 1,9,English
South Korea,KR,2025-03-16,TV,7,Screwballs,Screwballs: Season 1,3,English
South Korea,KR,2025-03-16,TV,8,Melo Movie,Melo Movie: Limited Series,5,English
South Korea,KR,2025-03-16,TV,9,Adolescence,Adolescence: Limited Series,1,English
South Korea,KR,2025-03-16,TV,10,Divorce Re-Boot Camp,Divorce Re-Boot Camp: Season 1,9,English
South Korea,KR,2025-03-09,Films,1,You Will Die In 6 Hours,,3,English
South Korea,KR,2025-03-09,Films,2,Demon City,,2,English
South Korea,KR,2025-03-09,Films,3,Counterattack,,2,English
South Korea,KR,2025-03-09,Films,4,The First Slam Dunk,,1,English
South Korea,KR,2025-03-09,Films,5,Love in the Big City,,4,English
South Korea,KR,2025-03-09,Films,6,Squad 36,,1,English
South Korea,KR,2025-03-09,Films,7,LIM YOUNG WOONG│IM HERO THE STADIUM,,5,English
South Korea,KR,2025-03-09,Films,8,Tarot,,1,English
South Korea,KR,2025-03-09,Films,9,"I, the Executioner",,6,English
South Korea,KR,2025-03-09,Films,10,Everything Everywhere All at Once,,1,English
South Korea,KR,2025-03-09,TV,1,When Life Gives You Tangerines,When Life Gives You Tangerines: Limited Series,1,English
South Korea,KR,2025-03-09,TV,2,K-foodie meets J-foodie,K-foodie meets J-foodie: Season 1: A Tasty Exchange,2,English
South Korea,KR,2025-03-09,TV,3,The Witch,The Witch: Season 1,4,English
South Korea,KR,2025-03-09,TV,4,Screwballs,Screwballs: Season 1,2,English
South Korea,KR,2025-03-09,TV,5,The Trauma Code: Heroes on Call,The Trauma Code: Heroes on Call: Season 1,7,English
South Korea,KR,2025-03-09,TV,6,Melo Movie,Melo Movie: Limited Series,4,English
South Korea,KR,2025-03-09,TV,7,SAKAMOTO DAYS,SAKAMOTO DAYS: Season 1,8,English
South Korea,KR,2025-03-09,TV,8,Doctors,Doctors: Limited Series,1,English
South Korea,KR,2025-03-09,TV,9,The Potato Lab,The Potato Lab: Limited Series,1,English
South Korea,KR,2025-03-09,TV,10,Divorce Re-Boot Camp,Divorce Re-Boot Camp: Season 1,8,English
South Korea,KR,2025-03-02,Films,1,You Will Die In 6 Hours,,2,English
South Korea,KR,2025-03-02,Films,2,Demon City,,1,English
South Korea,KR,2025-03-02,Films,3,Love in the Big City,,3,English
South Korea,KR,2025-03-02,Films,4,Counterattack,,1,English
South Korea,KR,2025-03-02,Films,5,"I, the Executioner",,5,English
South Korea,KR,2025-03-02,Films,6,LIM YOUNG WOONG│IM HERO THE STADIUM,,4,English
South Korea,KR,2025-03-02,Films,7,Bogotá: City of the Lost,,4,English
South Korea,KR,2025-03-02,Films,8,Ordinary Angels,,1,English
South Korea,KR,2025-03-02,Films,9,Amazon Bullseye,,6,English
South Korea,KR,2025-03-02,Films,10,Despicable Me 3,,3,English
South Korea,KR,2025-03-02,TV,1,K-foodie meets J-foodie,K-foodie meets J-foodie: Season 1: A Tasty Exchange,1,English
South Korea,KR,2025-03-02,TV,2,Screwballs,Screwballs: Season 1,1,English
South Korea,KR,2025-03-02,TV,3,Melo Movie,Melo Movie: Limited Series,3,English
South Korea,KR,2025-03-02,TV,4,The Witch,The Witch: Season 1,3,English
South Korea,KR,2025-03-02,TV,5,The Trauma Code: Heroes on Call,The Trauma Code: Heroes on Call: Season 1,6,English
South Korea,KR,2025-03-02,TV,6,Doctor John,Doctor John: Limited Series,2,English
South Korea,KR,2025-03-02,TV,7,Try? Choo-ry!,Try? Choo-ry!: Season 1,1,English
South Korea,KR,2025-03-02,TV,8,The Blank Menu for You,The Blank Menu for You: Season 1,1,English
South Korea,KR,2025-03-02,TV,9,SAKAMOTO DAYS,SAKAMOTO DAYS: Season 1,7,English
South Korea,KR,2025-03-02,TV,10,Campfire Cooking in Another World with My Absurd Skill,,1,English
South Korea,KR,2025-02-23,Films,1,Love in the Big City,,2,English
South Korea,KR,2025-02-23,Films,2,Bogotá: City of the Lost,,3,English
South Korea,KR,2025-02-23,Films,3,You Will Die In 6 Hours,,1,English
South Korea,KR,2025-02-23,Films,4,"I, the Executioner",,4,English
South Korea,KR,2025-02-23,Films,5,LIM YOUNG WOONG│IM HERO THE STADIUM,,3,English
South Korea,KR,2025-02-23,Films,6,Amazon Bullseye,,5,English
South Korea,KR,2025-02-23,Films,7,La Dolce Villa,,2,English
South Korea,KR,2025-02-23,Films,8,Ghost in the Shell,,2,English
South Korea,KR,2025-02-23,Films,9,Cabriolet,,2,English
South Korea,KR,2025-02-23,Films,10,Back in Action,,5,English
South Korea,KR,2025-02-23,TV,1,Melo Movie,Melo Movie: Limited Series,2,English
South Korea,KR,2025-02-23,TV,2,The Trauma Code: Heroes on Call,The Trauma Code: Heroes on Call: Season 1,5,English
South Korea,KR,2025-02-23,TV,3,The Witch,The Witch: Season 1,2,English
South Korea,KR,2025-02-23,TV,4,Doctor John,Doctor John: Limited Series,1,English
South Korea,KR,2025-02-23,TV,5,SAKAMOTO DAYS,SAKAMOTO DAYS: Season 1,6,English
South Korea,KR,2025-02-23,TV,6,Payback: Money and Power,Payback: Money and Power: Season 1,1,English
South Korea,KR,2025-02-23,TV,7,Failure Frame: I Became the Strongest and Annihilated Everything with Low-Level Spells,Failure Frame: I Became the Strongest and Annihilated Everything with Low-Level Spells: Season 1,1,English
South Korea,KR,2025-02-23,TV,8,Love Scout,Love Scout: Season 1,8,English
South Korea,KR,2025-02-23,TV,9,Zero Day,Zero Day: Limited Series,1,English
South Korea,KR,2025-02-23,TV,10,Solo Leveling,Solo Leveling: Season 1,16,English
South Korea,KR,2025-02-16,Films,1,Love in the Big City,,1,English
South Korea,KR,2025-02-16,Films,2,Bogotá: City of the Lost,,2,English
South Korea,KR,2025-02-16,Films,3,"I, the Executioner",,3,English
South Korea,KR,2025-02-16,Films,4,Cabriolet,,1,English
South Korea,KR,2025-02-16,Films,5,LIM YOUNG WOONG│IM HERO THE STADIUM,,2,English
South Korea,KR,2025-02-16,Films,6,Amazon Bullseye,,4,English
South Korea,KR,2025-02-16,Films,7,Ghost in the Shell,,1,English
South Korea,KR,2025-02-16,Films,8,La Dolce Villa,,1,English
South Korea,KR,2025-02-16,Films,9,Kinda Pregnant,,2,English
South Korea,KR,2025-02-16,Films,10,Knights of the Zodiac,,2,English
South Korea,KR,2025-02-16,TV,1,The Trauma Code: Heroes on Call,The Trauma Code: Heroes on Call: Season 1,4,English
South Korea,KR,2025-02-16,TV,2,Melo Movie,Melo Movie: Limited Series,1,English
South Korea,KR,2025-02-16,TV,3,Single’s Inferno,Single’s Inferno: Season 4,5,English
South Korea,KR,2025-02-16,TV,4,Love Scout,Love Scout: Season 1,7,English
South Korea,KR,2025-02-16,TV,5,SAKAMOTO DAYS,SAKAMOTO DAYS: Season 1,5,English
South Korea,KR,2025-02-16,TV,6,The Fiery Priest,,1,English
South Korea,KR,2025-02-16,TV,7,Divorce Re-Boot Camp,Divorce Re-Boot Camp: Season 1,7,English
South Korea,KR,2025-02-16,TV,8,The Witch,The Witch: Season 1,1,English
South Korea,KR,2025-02-16,TV,9,Solo Leveling,Solo Leveling: Season 1,15,English
South Korea,KR,2025-02-16,TV,10,The Mask,The Mask: Season 1,1,English
South Korea,KR,2025-02-09,Films,1,Bogotá: City of the Lost,,1,English
South Korea,KR,2025-02-09,Films,2,"I, the Executioner",,2,English
South Korea,KR,2025-02-09,Films,3,Amazon Bullseye,,3,English
South Korea,KR,2025-02-09,Films,4,Knights of the Zodiac,,1,English
South Korea,KR,2025-02-09,Films,5,Hitman: Agent Jun,,4,English
South Korea,KR,2025-02-09,Films,6,LIM YOUNG WOONG│IM HERO THE STADIUM,,1,English
South Korea,KR,2025-02-09,Films,7,Kinda Pregnant,,1,English
South Korea,KR,2025-02-09,Films,8,Back in Action,,4,English
South Korea,KR,2025-02-09,Films,9,Ransomed,,7,English
South Korea,KR,2025-02-09,Films,10,Pilot,,12,English
South Korea,KR,2025-02-09,TV,1,The Trauma Code: Heroes on Call,The Trauma Code: Heroes on Call: Season 1,3,English
South Korea,KR,2025-02-09,TV,2,Single’s Inferno,Single’s Inferno: Season 4,4,English
South Korea,KR,2025-02-09,TV,3,Love Scout,Love Scout: Season 1,6,English
South Korea,KR,2025-02-09,TV,4,SAKAMOTO DAYS,SAKAMOTO DAYS: Season 1,4,English
South Korea,KR,2025-02-09,TV,5,The Tale of Lady Ok,The Tale of Lady Ok: Limited Series,11,English
South Korea,KR,2025-02-09,TV,6,Divorce Re-Boot Camp,Divorce Re-Boot Camp: Season 1,6,English
South Korea,KR,2025-02-09,TV,7,Squid Game,Squid Game: Season 2,7,English
South Korea,KR,2025-02-09,TV,8,Chef & My Fridge,Chef & My Fridge 2025,7,English
South Korea,KR,2025-02-09,TV,9,I Parry Everything,I Parry Everything: Season 1,1,English
South Korea,KR,2025-02-09,TV,10,The Apothecary Diaries,The Apothecary Diaries: Season 2,4,English
South Korea,KR,2025-02-02,Films,1,"I, the Executioner",,1,English
South Korea,KR,2025-02-02,Films,2,Amazon Bullseye,,2,English
South Korea,KR,2025-02-02,Films,3,Hitman: Agent Jun,,3,English
South Korea,KR,2025-02-02,Films,4,Back in Action,,3,English
South Korea,KR,2025-02-02,Films,5,Transformers: Rise of the Beasts,,3,English
South Korea,KR,2025-02-02,Films,6,The Battle of Jangsari,,2,English
South Korea,KR,2025-02-02,Films,7,Pilot,,11,English
South Korea,KR,2025-02-02,Films,8,The Sentinel,,1,English
South Korea,KR,2025-02-02,Films,9,Dog Days,,3,English
South Korea,KR,2025-02-02,Films,10,Exhuma,,13,English
South Korea,KR,2025-02-02,TV,1,The Trauma Code: Heroes on Call,The Trauma Code: Heroes on Call: Season 1,2,English
South Korea,KR,2025-02-02,TV,2,Single’s Inferno,Single’s Inferno: Season 4,3,English
South Korea,KR,2025-02-02,TV,3,Love Scout,Love Scout: Season 1,5,English
South Korea,KR,2025-02-02,TV,4,The Tale of Lady Ok,The Tale of Lady Ok: Limited Series,10,English
South Korea,KR,2025-02-02,TV,5,Soju Rhapsody,Soju Rhapsody: Season 1,2,English
South Korea,KR,2025-02-02,TV,6,SAKAMOTO DAYS,SAKAMOTO DAYS: Season 1,3,English
South Korea,KR,2025-02-02,TV,7,Squid Game,Squid Game: Season 2,6,English
South Korea,KR,2025-02-02,TV,8,Divorce Re-Boot Camp,Divorce Re-Boot Camp: Season 1,5,English
South Korea,KR,2025-02-02,TV,9,The Apothecary Diaries,The Apothecary Diaries: Season 2,3,English
South Korea,KR,2025-02-02,TV,10,Chef & My Fridge,Chef & My Fridge 2025,6,English
South Korea,KR,2025-01-26,Films,1,Amazon Bullseye,,1,English
South Korea,KR,2025-01-26,Films,2,Back in Action,,2,English
South Korea,KR,2025-01-26,Films,3,Transformers: Rise of the Beasts,,2,English
South Korea,KR,2025-01-26,Films,4,Hitman: Agent Jun,,2,English
South Korea,KR,2025-01-26,Films,5,The Battle of Jangsari,,1,English
South Korea,KR,2025-01-26,Films,6,Dog Days,,2,English
South Korea,KR,2025-01-26,Films,7,Alienoid: Return to the Future,,3,English
South Korea,KR,2025-01-26,Films,8,Wallace & Gromit: Vengeance Most Fowl,,4,English
South Korea,KR,2025-01-26,Films,9,Ad Vitam,,3,English
South Korea,KR,2025-01-26,Films,10,Pilot,,10,English
South Korea,KR,2025-01-26,TV,1,The Trauma Code: Heroes on Call,The Trauma Code: Heroes on Call: Season 1,1,English
South Korea,KR,2025-01-26,TV,2,Single’s Inferno,Single’s Inferno: Season 4,2,English
South Korea,KR,2025-01-26,TV,3,Love Scout,Love Scout: Season 1,4,English
South Korea,KR,2025-01-26,TV,4,The Tale of Lady Ok,The Tale of Lady Ok: Limited Series,9,English
South Korea,KR,2025-01-26,TV,5,SAKAMOTO DAYS,SAKAMOTO DAYS: Season 1,2,English
South Korea,KR,2025-01-26,TV,6,Soju Rhapsody,Soju Rhapsody: Season 1,1,English
South Korea,KR,2025-01-26,TV,7,Squid Game,Squid Game: Season 2,5,English
South Korea,KR,2025-01-26,TV,8,Chef & My Fridge,Chef & My Fridge 2025,5,English
South Korea,KR,2025-01-26,TV,9,The Apothecary Diaries,The Apothecary Diaries: Season 2,2,English
South Korea,KR,2025-01-26,TV,10,When the Stars Gossip,When the Stars Gossip: Limited Series,4,English
South Korea,KR,2025-01-19,Films,1,Dog Days,,1,English
South Korea,KR,2025-01-19,Films,2,Back in Action,,1,English
South Korea,KR,2025-01-19,Films,3,Alienoid: Return to the Future,,2,English
South Korea,KR,2025-01-19,Films,4,Ad Vitam,,2,English
South Korea,KR,2025-01-19,Films,5,Hopeless,,3,English
South Korea,KR,2025-01-19,Films,6,Wallace & Gromit: Vengeance Most Fowl,,3,English
South Korea,KR,2025-01-19,Films,7,Hitman: Agent Jun,,1,English
South Korea,KR,2025-01-19,Films,8,Transformers: Rise of the Beasts,,1,English
South Korea,KR,2025-01-19,Films,9,Ma,,2,English
South Korea,KR,2025-01-19,Films,10,Pilot,,9,English
South Korea,KR,2025-01-19,TV,1,Single’s Inferno,Single’s Inferno: Season 4,1,English
South Korea,KR,2025-01-19,TV,2,Love Scout,Love Scout: Season 1,3,English
South Korea,KR,2025-01-19,TV,3,SAKAMOTO DAYS,SAKAMOTO DAYS: Season 1,1,English
South Korea,KR,2025-01-19,TV,4,Squid Game,Squid Game: Season 2,4,English
South Korea,KR,2025-01-19,TV,5,The Tale of Lady Ok,The Tale of Lady Ok: Limited Series,8,English
South Korea,KR,2025-01-19,TV,6,When the Stars Gossip,When the Stars Gossip: Limited Series,3,English
South Korea,KR,2025-01-19,TV,7,The Apothecary Diaries,The Apothecary Diaries: Season 2,1,English
South Korea,KR,2025-01-19,TV,8,Chef & My Fridge,Chef & My Fridge 2025,4,English
South Korea,KR,2025-01-19,TV,9,Divorce Re-Boot Camp,Divorce Re-Boot Camp: Season 1,4,English
South Korea,KR,2025-01-19,TV,10,Check in Hanyang,Check in Hanyang: Limited Series,4,English
South Korea,KR,2025-01-12,Films,1,Hopeless,,2,English
South Korea,KR,2025-01-12,Films,2,Alienoid: Return to the Future,,1,English
South Korea,KR,2025-01-12,Films,3,Wallace & Gromit: Vengeance Most Fowl,,2,English
South Korea,KR,2025-01-12,Films,4,Ma,,1,English
South Korea,KR,2025-01-12,Films,5,Mercy,,2,English
South Korea,KR,2025-01-12,Films,6,Ad Vitam,,1,English
South Korea,KR,2025-01-12,Films,7,Heartsping: Teenieping of Love,,2,English
South Korea,KR,2025-01-12,Films,8,Pilot,,8,English
South Korea,KR,2025-01-12,Films,9,The Secret Life of Pets 2,,1,English
South Korea,KR,2025-01-12,Films,10,Escape,,10,English
South Korea,KR,2025-01-12,TV,1,Squid Game,Squid Game: Season 2,3,English
South Korea,KR,2025-01-12,TV,2,Love Scout,Love Scout: Season 1,2,English
South Korea,KR,2025-01-12,TV,3,When the Stars Gossip,When the Stars Gossip: Limited Series,2,English
South Korea,KR,2025-01-12,TV,4,The Tale of Lady Ok,The Tale of Lady Ok: Limited Series,7,English
South Korea,KR,2025-01-12,TV,5,Chef & My Fridge,Chef & My Fridge 2025,3,English
South Korea,KR,2025-01-12,TV,6,When the Phone Rings,When the Phone Rings: Limited Series,8,English
South Korea,KR,2025-01-12,TV,7,Squid Game,Squid Game: Season 1,19,English
South Korea,KR,2025-01-12,TV,8,Check in Hanyang,Check in Hanyang: Limited Series,3,English
South Korea,KR,2025-01-12,TV,9,Divorce Re-Boot Camp,Divorce Re-Boot Camp: Season 1,3,English
South Korea,KR,2025-01-12,TV,10,Hot Stove League,Hot Stove League: Limited Series,1,English
South Korea,KR,2025-01-05,Films,1,Hopeless,,1,English
South Korea,KR,2025-01-05,Films,2,Heartsping: Teenieping of Love,,1,English
South Korea,KR,2025-01-05,Films,3,Carry-On,,4,English
South Korea,KR,2025-01-05,Films,4,Pilot,,7,English
