country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10,language
South Korea,KR,2023-11-12,TV,3,Strong Girl Nam-soon,Strong Girl Nam-soon: Limited Series,6,English
South Korea,KR,2023-11-12,TV,4,High Cookie,High Cookie: Limited Series,3,English
South Korea,KR,2023-11-12,TV,5,Doona!,Doona!: Season 1,4,English
South Korea,KR,2023-11-12,TV,6,Attack on Titan,Attack on Titan: The Final Season Part 3,3,English
South Korea,KR,2023-11-12,TV,7,The Matchmakers,The Matchmakers: Limited Series,2,English
South Korea,KR,2023-11-12,TV,8,Perfect Marriage Revenge,Perfect Marriage Revenge: Limited Series,2,English
South Korea,KR,2023-11-12,TV,9,Korea-Khitan War,Korea-Khitan War: Limited Series,1,English
South Korea,KR,2023-11-12,TV,10,BLUE EYE SAMURAI,BLUE EYE SAMURAI: Season 1,1,English
South Korea,KR,2023-11-05,Films,1,The Super Mario Bros. Movie,,2,English
South Korea,KR,2023-11-05,Films,2,Ballerina,,5,English
South Korea,KR,2023-11-05,Films,3,Wingwomen,,1,English
South Korea,KR,2023-11-05,Films,4,Devils,,3,English
South Korea,KR,2023-11-05,Films,5,Locked In,,1,English
South Korea,KR,2023-11-05,Films,6,Pain Hustlers,,1,English
South Korea,KR,2023-11-05,Films,7,Burning Betrayal,,2,English
South Korea,KR,2023-11-05,Films,8,The Goblin,,3,English
South Korea,KR,2023-11-05,Films,9,Spider-Man: Across the Spider-Verse,,2,English
South Korea,KR,2023-11-05,Films,10,Sister Death,,1,English
South Korea,KR,2023-11-05,TV,1,Castaway Diva,Castaway Diva: Limited Series,2,English
South Korea,KR,2023-11-05,TV,2,Doona!,Doona!: Season 1,3,English
South Korea,KR,2023-11-05,TV,3,Strong Girl Nam-soon,Strong Girl Nam-soon: Limited Series,5,English
South Korea,KR,2023-11-05,TV,4,High Cookie,High Cookie: Limited Series,2,English
South Korea,KR,2023-11-05,TV,5,The Matchmakers,The Matchmakers: Limited Series,1,English
South Korea,KR,2023-11-05,TV,6,Daily Dose of Sunshine,Daily Dose of Sunshine: Season 1,1,English
South Korea,KR,2023-11-05,TV,7,A Good Day to Be a Dog,A Good Day to Be a Dog: Limited Series,4,English
South Korea,KR,2023-11-05,TV,8,Perfect Marriage Revenge,Perfect Marriage Revenge: Limited Series,1,English
South Korea,KR,2023-11-05,TV,9,Hometown,Hometown: Limited Series,1,English
South Korea,KR,2023-11-05,TV,10,Onimusha,Onimusha: Season 1,1,English
South Korea,KR,2023-10-29,Films,1,The Super Mario Bros. Movie,,1,English
South Korea,KR,2023-10-29,Films,2,Devils,,2,English
South Korea,KR,2023-10-29,Films,3,Ballerina,,4,English
South Korea,KR,2023-10-29,Films,4,Spider-Man: Across the Spider-Verse,,1,English
South Korea,KR,2023-10-29,Films,5,The Goblin,,2,English
South Korea,KR,2023-10-29,Films,6,Burning Betrayal,,1,English
South Korea,KR,2023-10-29,Films,7,Split,,1,English
South Korea,KR,2023-10-29,Films,8,Renfield,,2,English
South Korea,KR,2023-10-29,Films,9,Mission: Possible,,3,English
South Korea,KR,2023-10-29,Films,10,Insidious: The Red Door,,1,English
South Korea,KR,2023-10-29,TV,1,Doona!,Doona!: Season 1,2,English
South Korea,KR,2023-10-29,TV,2,Strong Girl Nam-soon,Strong Girl Nam-soon: Limited Series,4,English
South Korea,KR,2023-10-29,TV,3,High Cookie,High Cookie: Limited Series,1,English
South Korea,KR,2023-10-29,TV,4,A Good Day to Be a Dog,A Good Day to Be a Dog: Limited Series,3,English
South Korea,KR,2023-10-29,TV,5,The Apothecary Diaries,The Apothecary Diaries: Season 1,1,English
South Korea,KR,2023-10-29,TV,6,The Killing Vote,The Killing Vote: Limited Series,11,English
South Korea,KR,2023-10-29,TV,7,Castaway Diva,Castaway Diva: Limited Series,1,English
South Korea,KR,2023-10-29,TV,8,The Iron Squad,The Iron Squad: Season 3,6,English
South Korea,KR,2023-10-29,TV,9,SPY x FAMILY,SPY x FAMILY: Season 2,3,English
South Korea,KR,2023-10-29,TV,10,Strong Girl Bong-soon,Strong Girl Bong-soon: Season 1,2,English
South Korea,KR,2023-10-22,Films,1,Devils,,1,English
South Korea,KR,2023-10-22,Films,2,Ballerina,,3,English
South Korea,KR,2023-10-22,Films,3,Mission: Possible,,2,English
South Korea,KR,2023-10-22,Films,4,The Goblin,,1,English
South Korea,KR,2023-10-22,Films,5,Greenhouse,,2,English
South Korea,KR,2023-10-22,Films,6,Renfield,,1,English
South Korea,KR,2023-10-22,Films,7,War of the Arrows,,2,English
South Korea,KR,2023-10-22,Films,8,Gemini Man,,1,English
South Korea,KR,2023-10-22,Films,9,Where Would You Like to Go?,,1,English
South Korea,KR,2023-10-22,Films,10,The Conference,,1,English
South Korea,KR,2023-10-22,TV,1,Strong Girl Nam-soon,Strong Girl Nam-soon: Limited Series,3,English
South Korea,KR,2023-10-22,TV,2,Doona!,Doona!: Season 1,1,English
South Korea,KR,2023-10-22,TV,3,A Good Day to Be a Dog,A Good Day to Be a Dog: Limited Series,2,English
South Korea,KR,2023-10-22,TV,4,The Killing Vote,The Killing Vote: Limited Series,10,English
South Korea,KR,2023-10-22,TV,5,The Iron Squad,The Iron Squad: Season 3,5,English
South Korea,KR,2023-10-22,TV,6,The Devil's Plan,The Devil's Plan: Season 1,4,English
South Korea,KR,2023-10-22,TV,7,SPY x FAMILY,SPY x FAMILY: Season 2,2,English
South Korea,KR,2023-10-22,TV,8,Strong Girl Bong-soon,Strong Girl Bong-soon: Season 1,1,English
South Korea,KR,2023-10-22,TV,9,Song of the Bandits,Song of the Bandits: Season 1,5,English
South Korea,KR,2023-10-22,TV,10,Beckham,Beckham: Limited Series,1,English
South Korea,KR,2023-10-15,Films,1,Ballerina,,2,English
South Korea,KR,2023-10-15,Films,2,Live Stream,,2,English
South Korea,KR,2023-10-15,Films,3,Nowhere,,3,English
South Korea,KR,2023-10-15,Films,4,Greenhouse,,1,English
South Korea,KR,2023-10-15,Films,5,Fair Play,,1,English
South Korea,KR,2023-10-15,Films,6,Infinite,,2,English
South Korea,KR,2023-10-15,Films,7,Reptile,,3,English
South Korea,KR,2023-10-15,Films,8,Mission: Possible,,1,English
South Korea,KR,2023-10-15,Films,9,Pearl,,1,English
South Korea,KR,2023-10-15,Films,10,War of the Arrows,,1,English
South Korea,KR,2023-10-15,TV,1,Strong Girl Nam-soon,Strong Girl Nam-soon: Limited Series,2,English
South Korea,KR,2023-10-15,TV,2,The Devil's Plan,The Devil's Plan: Season 1,3,English
South Korea,KR,2023-10-15,TV,3,A Good Day to Be a Dog,A Good Day to Be a Dog: Limited Series,1,English
South Korea,KR,2023-10-15,TV,4,Song of the Bandits,Song of the Bandits: Season 1,4,English
South Korea,KR,2023-10-15,TV,5,The Iron Squad,The Iron Squad: Season 3,4,English
South Korea,KR,2023-10-15,TV,6,SPY x FAMILY,SPY x FAMILY: Season 2,1,English
South Korea,KR,2023-10-15,TV,7,The Killing Vote,The Killing Vote: Limited Series,9,English
South Korea,KR,2023-10-15,TV,8,Destined with You,Destined with You: Limited Series,8,English
South Korea,KR,2023-10-15,TV,9,The Gentlemen's League,The Gentlemen's League: Season 3,1,English
South Korea,KR,2023-10-15,TV,10,Jujutsu Kaisen,Jujutsu Kaisen: Season 2,7,English
South Korea,KR,2023-10-08,Films,1,Ballerina,,1,English
South Korea,KR,2023-10-08,Films,2,Live Stream,,1,English
South Korea,KR,2023-10-08,Films,3,Nowhere,,2,English
South Korea,KR,2023-10-08,Films,4,My Worst Neighbor,,2,English
South Korea,KR,2023-10-08,Films,5,Infinite,,1,English
South Korea,KR,2023-10-08,Films,6,Reptile,,2,English
South Korea,KR,2023-10-08,Films,7,Premium Rush,,1,English
South Korea,KR,2023-10-08,Films,8,The Black Book,,2,English
South Korea,KR,2023-10-08,Films,9,Windmill,,2,English
South Korea,KR,2023-10-08,Films,10,Forgotten Love,,1,English
South Korea,KR,2023-10-08,TV,1,The Devil's Plan,The Devil's Plan: Season 1,2,English
South Korea,KR,2023-10-08,TV,2,Song of the Bandits,Song of the Bandits: Season 1,3,English
South Korea,KR,2023-10-08,TV,3,Strong Girl Nam-soon,Strong Girl Nam-soon: Limited Series,1,English
South Korea,KR,2023-10-08,TV,4,The Iron Squad,The Iron Squad: Season 3,3,English
South Korea,KR,2023-10-08,TV,5,Behind Your Touch,Behind Your Touch: Limited Series,9,English
South Korea,KR,2023-10-08,TV,6,Destined with You,Destined with You: Limited Series,7,English
South Korea,KR,2023-10-08,TV,7,A Time Called You,A Time Called You: Limited Series,5,English
South Korea,KR,2023-10-08,TV,8,Jujutsu Kaisen,Jujutsu Kaisen: Season 2,6,English
South Korea,KR,2023-10-08,TV,9,The Killing Vote,The Killing Vote: Limited Series,8,English
South Korea,KR,2023-10-08,TV,10,Mask Girl,Mask Girl: Limited Series,8,English
South Korea,KR,2023-10-01,Films,1,The Black Book,,1,English
South Korea,KR,2023-10-01,Films,2,My Worst Neighbor,,1,English
South Korea,KR,2023-10-01,Films,3,Nowhere,,1,English
South Korea,KR,2023-10-01,Films,4,Cocaine Bear,,1,English
South Korea,KR,2023-10-01,Films,5,Friend,,1,English
South Korea,KR,2023-10-01,Films,6,Windmill,,1,English
South Korea,KR,2023-10-01,Films,7,In Time,,2,English
South Korea,KR,2023-10-01,Films,8,Reptile,,1,English
South Korea,KR,2023-10-01,Films,9,The Woman King,,2,English
South Korea,KR,2023-10-01,Films,10,Spy Kids: Armageddon,,1,English
South Korea,KR,2023-10-01,TV,1,Song of the Bandits,Song of the Bandits: Season 1,2,English
South Korea,KR,2023-10-01,TV,2,The Devil's Plan,The Devil's Plan: Season 1,1,English
South Korea,KR,2023-10-01,TV,3,The Iron Squad,The Iron Squad: Season 3,2,English
South Korea,KR,2023-10-01,TV,4,Behind Your Touch,Behind Your Touch: Limited Series,8,English
South Korea,KR,2023-10-01,TV,5,A Time Called You,A Time Called You: Limited Series,4,English
South Korea,KR,2023-10-01,TV,6,The Killing Vote,The Killing Vote: Limited Series,7,English
South Korea,KR,2023-10-01,TV,7,Mask Girl,Mask Girl: Limited Series,7,English
South Korea,KR,2023-10-01,TV,8,Destined with You,Destined with You: Limited Series,6,English
South Korea,KR,2023-10-01,TV,9,Jujutsu Kaisen,Jujutsu Kaisen: Season 2,5,English
South Korea,KR,2023-10-01,TV,10,Love After Divorce,Love After Divorce: Season 4,10,English
South Korea,KR,2023-09-24,Films,1,The Woman King,,1,English
South Korea,KR,2023-09-24,Films,2,Love at First Sight,,2,English
South Korea,KR,2023-09-24,Films,3,The Pope's Exorcist,,3,English
South Korea,KR,2023-09-24,Films,4,In Time,,1,English
South Korea,KR,2023-09-24,Films,5,Crawl,,1,English
South Korea,KR,2023-09-24,Films,6,Ehrengard: The Art of Seduction,,1,English
South Korea,KR,2023-09-24,Films,7,The Concubine,,1,English
South Korea,KR,2023-09-24,Films,8,Jack Reacher: Never Go Back,,5,English
South Korea,KR,2023-09-24,Films,9,Knock at the Cabin,,3,English
South Korea,KR,2023-09-24,Films,10,Double Jeopardy,,4,English
South Korea,KR,2023-09-24,TV,1,Song of the Bandits,Song of the Bandits: Season 1,1,English
South Korea,KR,2023-09-24,TV,2,The Iron Squad,The Iron Squad: Season 3,1,English
South Korea,KR,2023-09-24,TV,3,A Time Called You,A Time Called You: Limited Series,3,English
South Korea,KR,2023-09-24,TV,4,The Killing Vote,The Killing Vote: Limited Series,6,English
South Korea,KR,2023-09-24,TV,5,Behind Your Touch,Behind Your Touch: Limited Series,7,English
South Korea,KR,2023-09-24,TV,6,Destined with You,Destined with You: Limited Series,5,English
South Korea,KR,2023-09-24,TV,7,Mask Girl,Mask Girl: Limited Series,6,English
South Korea,KR,2023-09-24,TV,8,Attack on Titan,Attack on Titan: The Final Season Part 3,2,English
South Korea,KR,2023-09-24,TV,9,Love After Divorce,Love After Divorce: Season 4,9,English
South Korea,KR,2023-09-24,TV,10,Miraculous Brothers,Miraculous Brothers: Season 1,2,English
South Korea,KR,2023-09-17,Films,1,The Pope's Exorcist,,2,English
South Korea,KR,2023-09-17,Films,2,Knock at the Cabin,,2,English
South Korea,KR,2023-09-17,Films,3,Jack Reacher: Never Go Back,,4,English
South Korea,KR,2023-09-17,Films,4,Boomerang Family,,5,English
South Korea,KR,2023-09-17,Films,5,Love at First Sight,,1,English
South Korea,KR,2023-09-17,Films,6,Jack Reacher,,3,English
South Korea,KR,2023-09-17,Films,7,Double Jeopardy,,3,English
South Korea,KR,2023-09-17,Films,8,Fifty Shades Freed,,1,English
South Korea,KR,2023-09-17,Films,9,The Battle: Roar to Victory,,4,English
South Korea,KR,2023-09-17,Films,10,The King,,4,English
South Korea,KR,2023-09-17,TV,1,A Time Called You,A Time Called You: Limited Series,2,English
South Korea,KR,2023-09-17,TV,2,The Killing Vote,The Killing Vote: Limited Series,5,English
South Korea,KR,2023-09-17,TV,3,Behind Your Touch,Behind Your Touch: Limited Series,6,English
South Korea,KR,2023-09-17,TV,4,Mask Girl,Mask Girl: Limited Series,5,English
South Korea,KR,2023-09-17,TV,5,Destined with You,Destined with You: Limited Series,4,English
South Korea,KR,2023-09-17,TV,6,ONE PIECE,ONE PIECE: Season 1,3,English
South Korea,KR,2023-09-17,TV,7,Attack on Titan,Attack on Titan: The Final Season Part 3,1,English
South Korea,KR,2023-09-17,TV,8,Miraculous Brothers,Miraculous Brothers: Season 1,1,English
South Korea,KR,2023-09-17,TV,9,The Fisherman and the City,The Fisherman and the City: Season 5,2,English
South Korea,KR,2023-09-17,TV,10,Love After Divorce,Love After Divorce: Season 4,8,English
South Korea,KR,2023-09-10,Films,1,Knock at the Cabin,,1,English
South Korea,KR,2023-09-10,Films,2,Boomerang Family,,4,English
South Korea,KR,2023-09-10,Films,3,The Pope's Exorcist,,1,English
South Korea,KR,2023-09-10,Films,4,Violent Night,,2,English
South Korea,KR,2023-09-10,Films,5,The Battle: Roar to Victory,,3,English
South Korea,KR,2023-09-10,Films,6,Jack Reacher: Never Go Back,,3,English
South Korea,KR,2023-09-10,Films,7,The King,,3,English
South Korea,KR,2023-09-10,Films,8,65,,4,Other
South Korea,KR,2023-09-10,Films,9,Heart of Stone,,5,English
South Korea,KR,2023-09-10,Films,10,KATURI the Movie The Big City Adventure,,2,English
South Korea,KR,2023-09-10,TV,1,Mask Girl,Mask Girl: Limited Series,4,English
South Korea,KR,2023-09-10,TV,2,The Killing Vote,The Killing Vote: Limited Series,4,English
South Korea,KR,2023-09-10,TV,3,Behind Your Touch,Behind Your Touch: Limited Series,5,English
South Korea,KR,2023-09-10,TV,4,ONE PIECE,ONE PIECE: Season 1,2,English
South Korea,KR,2023-09-10,TV,5,The Uncanny Counter,The Uncanny Counter: Season 2: Counter Punch,7,English
South Korea,KR,2023-09-10,TV,6,Destined with You,Destined with You: Limited Series,3,English
South Korea,KR,2023-09-10,TV,7,A Time Called You,A Time Called You: Limited Series,1,English
South Korea,KR,2023-09-10,TV,8,Battle for Happiness,Battle for Happiness: Limited Series,2,English
South Korea,KR,2023-09-10,TV,9,The Fisherman and the City,The Fisherman and the City: Season 5,1,English
South Korea,KR,2023-09-10,TV,10,Love After Divorce,Love After Divorce: Season 4,7,English
South Korea,KR,2023-09-03,Films,1,65,,3,Other
South Korea,KR,2023-09-03,Films,2,Violent Night,,1,English
South Korea,KR,2023-09-03,Films,3,Heart of Stone,,4,English
South Korea,KR,2023-09-03,Films,4,The Adventure of Ice Planet,,2,English
South Korea,KR,2023-09-03,Films,5,The King,,2,English
South Korea,KR,2023-09-03,Films,6,Dream,,6,English
South Korea,KR,2023-09-03,Films,7,Blade of the Immortal,,3,English
South Korea,KR,2023-09-03,Films,8,The Monkey King,,2,English
South Korea,KR,2023-09-03,Films,9,KATURI the Movie The Big City Adventure,,1,English
South Korea,KR,2023-09-03,Films,10,Boomerang Family,,3,English
South Korea,KR,2023-09-03,TV,1,Mask Girl,Mask Girl: Limited Series,3,English
South Korea,KR,2023-09-03,TV,2,The Killing Vote,The Killing Vote: Limited Series,3,English
South Korea,KR,2023-09-03,TV,3,Behind Your Touch,Behind Your Touch: Limited Series,4,English
South Korea,KR,2023-09-03,TV,4,The Uncanny Counter,The Uncanny Counter: Season 2: Counter Punch,6,English
South Korea,KR,2023-09-03,TV,5,Destined with You,Destined with You: Limited Series,2,English
South Korea,KR,2023-09-03,TV,6,ONE PIECE,ONE PIECE: Season 1,1,English
South Korea,KR,2023-09-03,TV,7,Risqué Business: Taiwan,Risqué Business: Taiwan: Season 1,1,English
South Korea,KR,2023-09-03,TV,8,Battle for Happiness,Battle for Happiness: Limited Series,1,English
South Korea,KR,2023-09-03,TV,9,Brave Detectives,Brave Detectives: Season 3,2,English
South Korea,KR,2023-09-03,TV,10,Love After Divorce,Love After Divorce: Season 4,6,English
South Korea,KR,2023-08-27,Films,1,65,,2,Other
South Korea,KR,2023-08-27,Films,2,Heart of Stone,,3,English
South Korea,KR,2023-08-27,Films,3,Blade of the Immortal,,2,English
South Korea,KR,2023-08-27,Films,4,The Monkey King,,1,English
South Korea,KR,2023-08-27,Films,5,Street Kings,,1,English
South Korea,KR,2023-08-27,Films,6,Dream,,5,English
South Korea,KR,2023-08-27,Films,7,Jurassic World: Fallen Kingdom,,1,English
South Korea,KR,2023-08-27,Films,8,The King,,1,English
South Korea,KR,2023-08-27,Films,9,Daredevil,,1,English
South Korea,KR,2023-08-27,Films,10,The Adventure of Ice Planet,,1,English
South Korea,KR,2023-08-27,TV,1,Mask Girl,Mask Girl: Limited Series,2,English
South Korea,KR,2023-08-27,TV,2,The Killing Vote,The Killing Vote: Limited Series,2,English
South Korea,KR,2023-08-27,TV,3,Behind Your Touch,Behind Your Touch: Limited Series,3,English
South Korea,KR,2023-08-27,TV,4,The Uncanny Counter,The Uncanny Counter: Season 2: Counter Punch,5,English
South Korea,KR,2023-08-27,TV,5,Destined with You,Destined with You: Limited Series,1,English
South Korea,KR,2023-08-27,TV,6,D.P.,D.P.: Season 2,5,English
South Korea,KR,2023-08-27,TV,7,Love After Divorce,Love After Divorce: Season 4,5,English
South Korea,KR,2023-08-27,TV,8,Longing for You,Longing for You: Limited Series,4,English
South Korea,KR,2023-08-27,TV,9,Brave Detectives,Brave Detectives: Season 3,1,English
South Korea,KR,2023-08-27,TV,10,My Happy Marriage,My Happy Marriage: Season 1,6,English
South Korea,KR,2023-08-20,Films,1,Heart of Stone,,2,English
South Korea,KR,2023-08-20,Films,2,Dream,,4,English
South Korea,KR,2023-08-20,Films,3,Paradise,,3,English
South Korea,KR,2023-08-20,Films,4,Eye of the Storm,,1,English
South Korea,KR,2023-08-20,Films,5,65,,1,Other
South Korea,KR,2023-08-20,Films,6,xXx: Return of Xander Cage,,2,English
South Korea,KR,2023-08-20,Films,7,A Man Called Otto,,4,English
South Korea,KR,2023-08-20,Films,8,Bear Man,,5,English
South Korea,KR,2023-08-20,Films,9,Adipurush,,1,English
South Korea,KR,2023-08-20,Films,10,Blade of the Immortal,,1,English
South Korea,KR,2023-08-20,TV,1,Mask Girl,Mask Girl: Limited Series,1,English
South Korea,KR,2023-08-20,TV,2,Behind Your Touch,Behind Your Touch: Limited Series,2,English
South Korea,KR,2023-08-20,TV,3,The Uncanny Counter,The Uncanny Counter: Season 2: Counter Punch,4,English
South Korea,KR,2023-08-20,TV,4,The Killing Vote,The Killing Vote: Limited Series,1,English
South Korea,KR,2023-08-20,TV,5,D.P.,D.P.: Season 2,4,English
South Korea,KR,2023-08-20,TV,6,Zombieverse,Zombieverse: Season 1,2,English
South Korea,KR,2023-08-20,TV,7,Love After Divorce,Love After Divorce: Season 4,4,English
South Korea,KR,2023-08-20,TV,8,Longing for You,Longing for You: Limited Series,3,English
South Korea,KR,2023-08-20,TV,9,My Happy Marriage,My Happy Marriage: Season 1,5,English
South Korea,KR,2023-08-20,TV,10,King the Land,King the Land: Limited Series,10,English
South Korea,KR,2023-08-13,Films,1,Heart of Stone,,1,English
South Korea,KR,2023-08-13,Films,2,Dream,,3,English
South Korea,KR,2023-08-13,Films,3,Paradise,,2,English
South Korea,KR,2023-08-13,Films,4,xXx: Return of Xander Cage,,1,English
South Korea,KR,2023-08-13,Films,5,Zom 100: Bucket List of the Dead,,2,English
South Korea,KR,2023-08-13,Films,6,Hidden Strike,,3,English
South Korea,KR,2023-08-13,Films,7,A Man Called Otto,,3,English
South Korea,KR,2023-08-13,Films,8,Bear Man,,4,English
South Korea,KR,2023-08-13,Films,9,Rebound,,5,English
South Korea,KR,2023-08-13,Films,10,Soulcatcher,,2,English
South Korea,KR,2023-08-13,TV,1,D.P.,D.P.: Season 2,3,English
South Korea,KR,2023-08-13,TV,2,The Uncanny Counter,The Uncanny Counter: Season 2: Counter Punch,3,English
South Korea,KR,2023-08-13,TV,3,Zombieverse,Zombieverse: Season 1,1,English
South Korea,KR,2023-08-13,TV,4,King the Land,King the Land: Limited Series,9,English
South Korea,KR,2023-08-13,TV,5,Love After Divorce,Love After Divorce: Season 4,3,English
South Korea,KR,2023-08-13,TV,6,Longing for You,Longing for You: Limited Series,2,English
South Korea,KR,2023-08-13,TV,7,Behind Your Touch,Behind Your Touch: Limited Series,1,English
South Korea,KR,2023-08-13,TV,8,D.P.,D.P.: Season 1,12,English
South Korea,KR,2023-08-13,TV,9,My Happy Marriage,My Happy Marriage: Season 1,4,English
South Korea,KR,2023-08-13,TV,10,The Uncanny Counter,The Uncanny Counter: Season 1,2,English
South Korea,KR,2023-08-06,Films,1,Dream,,2,English
South Korea,KR,2023-08-06,Films,2,Hidden Strike,,2,English
South Korea,KR,2023-08-06,Films,3,Paradise,,1,English
South Korea,KR,2023-08-06,Films,4,A Man Called Otto,,2,English
South Korea,KR,2023-08-06,Films,5,Bear Man,,3,English
South Korea,KR,2023-08-06,Films,6,Zom 100: Bucket List of the Dead,,1,English
South Korea,KR,2023-08-06,Films,7,Rebound,,4,English
South Korea,KR,2023-08-06,Films,8,M3GAN,,3,English
South Korea,KR,2023-08-06,Films,9,Soulcatcher,,1,English
South Korea,KR,2023-08-06,Films,10,The Whale,,1,English
South Korea,KR,2023-08-06,TV,1,D.P.,D.P.: Season 2,2,English
South Korea,KR,2023-08-06,TV,2,The Uncanny Counter,The Uncanny Counter: Season 2: Counter Punch,2,English
South Korea,KR,2023-08-06,TV,3,Love After Divorce,Love After Divorce: Season 4,2,English
South Korea,KR,2023-08-06,TV,4,King the Land,King the Land: Limited Series,8,English
South Korea,KR,2023-08-06,TV,5,D.P.,D.P.: Season 1,11,English
South Korea,KR,2023-08-06,TV,6,Longing for You,Longing for You: Limited Series,1,English
South Korea,KR,2023-08-06,TV,7,My Happy Marriage,My Happy Marriage: Season 1,3,English
South Korea,KR,2023-08-06,TV,8,The Uncanny Counter,The Uncanny Counter: Season 1,1,English
South Korea,KR,2023-08-06,TV,9,Jujutsu Kaisen,Jujutsu Kaisen: Season 2,4,English
South Korea,KR,2023-08-06,TV,10,Zom 100: Bucket List of the Dead,Zom 100: Bucket List of the Dead: Season 1,2,English
South Korea,KR,2023-07-30,Films,1,Dream,,1,English
South Korea,KR,2023-07-30,Films,2,Bear Man,,2,English
South Korea,KR,2023-07-30,Films,3,The Ghost Station,,2,English
South Korea,KR,2023-07-30,Films,4,M3GAN,,2,English
South Korea,KR,2023-07-30,Films,5,Hidden Strike,,1,English
South Korea,KR,2023-07-30,Films,6,Rebound,,3,English
South Korea,KR,2023-07-30,Films,7,Next Sohee,,2,English
South Korea,KR,2023-07-30,Films,8,A Man Called Otto,,1,English
South Korea,KR,2023-07-30,Films,9,Bird Box Barcelona,,3,English
South Korea,KR,2023-07-30,Films,10,First Daughter,,1,English
South Korea,KR,2023-07-30,TV,1,D.P.,D.P.: Season 2,1,English
South Korea,KR,2023-07-30,TV,2,Love After Divorce,Love After Divorce: Season 4,1,English
South Korea,KR,2023-07-30,TV,3,King the Land,King the Land: Limited Series,7,English
South Korea,KR,2023-07-30,TV,4,The Uncanny Counter,The Uncanny Counter: Season 2: Counter Punch,1,English
South Korea,KR,2023-07-30,TV,5,D.P.,D.P.: Season 1,10,English
South Korea,KR,2023-07-30,TV,6,Zom 100: Bucket List of the Dead,Zom 100: Bucket List of the Dead: Season 1,1,English
South Korea,KR,2023-07-30,TV,7,See You in My 19th Life,See You in My 19th Life: Limited Series,7,English
South Korea,KR,2023-07-30,TV,8,Celebrity,Celebrity: Limited Series,5,English
South Korea,KR,2023-07-30,TV,9,My Happy Marriage,My Happy Marriage: Season 1,2,English
South Korea,KR,2023-07-30,TV,10,Jujutsu Kaisen,Jujutsu Kaisen: Season 2,3,English
South Korea,KR,2023-07-23,Films,1,Bear Man,,1,English
South Korea,KR,2023-07-23,Films,2,Rebound,,2,English
South Korea,KR,2023-07-23,Films,3,Bird Box Barcelona,,2,English
South Korea,KR,2023-07-23,Films,4,The Ghost Station,,1,English
South Korea,KR,2023-07-23,Films,5,Next Sohee,,1,English
South Korea,KR,2023-07-23,Films,6,Inside Men: The Original,,3,English
South Korea,KR,2023-07-23,Films,7,The Out-Laws,,2,English
South Korea,KR,2023-07-23,Films,8,M3GAN,,1,English
South Korea,KR,2023-07-23,Films,9,Upgrade,,2,English
South Korea,KR,2023-07-23,Films,10,Puss in Boots: The Last Wish,,3,English
South Korea,KR,2023-07-23,TV,1,King the Land,King the Land: Limited Series,6,English
South Korea,KR,2023-07-23,TV,2,Celebrity,Celebrity: Limited Series,4,English
South Korea,KR,2023-07-23,TV,3,See You in My 19th Life,See You in My 19th Life: Limited Series,6,English
South Korea,KR,2023-07-23,TV,4,Jujutsu Kaisen,Jujutsu Kaisen: Season 2,2,English
South Korea,KR,2023-07-23,TV,5,Bloodhounds,Bloodhounds: Season 1,7,English
South Korea,KR,2023-07-23,TV,6,Lies Hidden in my Garden,Lies Hidden in my Garden: Limited Series,5,English
South Korea,KR,2023-07-23,TV,7,D.P.,D.P.: Season 1,9,English
South Korea,KR,2023-07-23,TV,8,My Happy Marriage,My Happy Marriage: Season 1,1,English
South Korea,KR,2023-07-23,TV,9,My SL Partner,My SL Partner: Season 1,5,English
South Korea,KR,2023-07-23,TV,10,Heart Signal,Heart Signal: Season 4,9,English
South Korea,KR,2023-07-16,Films,1,Rebound,,1,English
South Korea,KR,2023-07-16,Films,2,Inside Men: The Original,,2,English
South Korea,KR,2023-07-16,Films,3,Bird Box Barcelona,,1,English
South Korea,KR,2023-07-16,Films,4,High & Low The Worst X,,1,English
South Korea,KR,2023-07-16,Films,5,The Out-Laws,,1,English
South Korea,KR,2023-07-16,Films,6,Upgrade,,1,English
South Korea,KR,2023-07-16,Films,7,Mortal Engines,,2,English
South Korea,KR,2023-07-16,Films,8,Shotgun Wedding,,2,English
South Korea,KR,2023-07-16,Films,9,Puss in Boots: The Last Wish,,2,English
South Korea,KR,2023-07-16,Films,10,Crawlspace,,1,English
South Korea,KR,2023-07-16,TV,1,Celebrity,Celebrity: Limited Series,3,English
South Korea,KR,2023-07-16,TV,2,King the Land,King the Land: Limited Series,5,English
South Korea,KR,2023-07-16,TV,3,Lies Hidden in my Garden,Lies Hidden in my Garden: Limited Series,4,English
South Korea,KR,2023-07-16,TV,4,See You in My 19th Life,See You in My 19th Life: Limited Series,5,English
South Korea,KR,2023-07-16,TV,5,Jujutsu Kaisen,Jujutsu Kaisen: Season 2,1,English
South Korea,KR,2023-07-16,TV,6,Bloodhounds,Bloodhounds: Season 1,6,English
South Korea,KR,2023-07-16,TV,7,Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba: Entertainment District Arc,1,English
South Korea,KR,2023-07-16,TV,8,My SL Partner,My SL Partner: Season 1,4,English
South Korea,KR,2023-07-16,TV,9,Heart Signal,Heart Signal: Season 4,8,English
