country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10,tmdb_id,tmdb_type,tmdb_title,genres,runtime_minutes,release_date,tmdb_rating,tmdb_vote_count,tmdb_popularity,original_language,production_countries,budget_usd,revenue_usd,top_cast,avg_cast_popularity,director,num_seasons,num_episodes,status,days_since_release,is_korean,season_number,is_sequel,competing_titles_this_week
Japan,JP,2025-08-17,Films,1,Revolver Lily,,1,1067406.0,movie,Revolver Lily,Action,139.0,2023-08-11,6.9,14.0,0.7996,ja,JP,0.0,0.0,Lewis Jesse|Renji Ishibashi|AFRO|Mitsuru Fukikoshi|Jiro Sato,1.92,Isao Yukisada,,,Released,737.0,0,1,0,19
Japan,JP,2025-08-17,Films,2,Crayon Shin-chan the Movie: Our Dinosaur Diary,,3,1221404.0,movie,Crayon Shin-chan the Movie: Our Dinosaur Diary,Animation|Adventure|Comedy|Family,106.0,2024-08-09,5.7,36.0,1.9228,ja,JP,0.0,21478573.0,Toshiyuki Morikawa|Maaya Uchida|Hiroki Yasumoto|Nana Mizuki|Haruka Tomatsu,2.86,Shinobu Sasaki,,,Released,373.0,0,1,0,19
Japan,JP,2025-08-17,Films,3,Tokyo MER: Mobile Emergency Room - The Movie,,4,961256.0,movie,Tokyo MER: Mobile Emergency Room: The Movie,Drama|Thriller,128.0,2023-04-28,7.333,6.0,3.1262,ja,JP,0.0,0.0,Anne Watanabe|Shinya Kote|Kento Kaku|Ryosuke Miyake|Riisa Naka,1.54,Aya Matsuki,,,Released,842.0,0,1,0,19
Japan,JP,2025-08-17,Films,4,KPop Demon Hunters,,8,803796.0,movie,KPop Demon Hunters,Fantasy|Music|Comedy|Animation,96.0,2025-06-20,8.1,2397.0,42.9908,en,US,100000000.0,24690793.0,Lee Byung-hun|Ken Jeong|Liza Koshy|Ahn Hyo-seop|Daniel Dae Kim,2.91,Maggie Kang|Chris Appelhans,,,Released,58.0,0,1,0,19
Japan,JP,2025-08-17,Films,5,PAW Patrol: The Mighty Movie,,1,893723.0,movie,PAW Patrol: The Mighty Movie,Family|Comedy|Adventure|Animation,88.0,2023-09-21,7.0,530.0,5.8281,en,CA|FR|US,30000000.0,202231360.0,Mckenna Grace|Kristen Bell|Taraji P. Henson|James Marsden|Joshua Graham,5.71,Cal Brunker,,,Released,696.0,0,1,0,19
Japan,JP,2025-08-17,Films,6,Grave of the Fireflies,,3,76826.0,movie,Grave of the Fireflies,Drama,148.0,2005-11-01,7.9,112.0,1.1431,ja,JP,0.0,0.0,Ikki Sawamura|Mao Inoue|Nanako Matsushima|Mayuko Fukuda|Jun Kaname,1.17,Tōya Satō,,,Released,7229.0,0,1,0,19
Japan,JP,2025-08-17,Films,7,My Hero Academia: You're Next,,3,1159311.0,movie,My Hero Academia: You're Next,Animation|Action|Adventure|Science Fiction,110.0,2024-08-02,7.221,195.0,5.9684,ja,JP,0.0,32224616.0,Aoi Yuuki|Yuki Kaji|Ayane Sakura|Akio Otsuka|Yuichi Nakamura,3.58,Tensai Okamura,,,Released,380.0,0,1,0,19
Japan,JP,2025-08-17,Films,8,Elektra,,1,9947.0,movie,Elektra,Action|Fantasy|Adventure,97.0,2005-01-13,5.047,2605.0,4.4715,en,US,43000000.0,56681566.0,Jennifer Garner|Will Yun Lee|Jason Isaacs|Cary-Hiroyuki Tagawa|Ty Olsson,2.96,Rob Bowman,,,Released,7521.0,0,1,0,19
Japan,JP,2025-08-17,Films,9,Shin Jigen! Crayon Shin-chan the Movie,,2,1059572.0,movie,New Dimension! Crayon Shin-chan the Movie: Battle of Supernatural Powers ~Flying Sushi~,Animation|Comedy|Action|Adventure|Family|Fantasy|Science Fiction,94.0,2023-08-04,6.8,40.0,1.3623,ja,JP,0.0,23839864.0,Toshiyuki Morikawa|Tori Matsuzaka|Mizukawa Katamari|Yumiko Kobayashi|Suzuki Mogura,1.87,Hitoshi One,,,Released,744.0,0,1,0,19
Japan,JP,2025-08-17,Films,10,Mononoke The Movie: Chapter II - The Ashes of Rage,,1,1322218.0,movie,Mononoke the Movie: Chapter II - The Ashes of Rage,Animation|Fantasy|Mystery,75.0,2025-03-14,7.3,24.0,1.3216,ja,JP,0.0,654431.0,Yuki Kaji|Yoko Hikasa|Hiroshi Kamiya|Haruka Tomatsu|Atsumi Tanezaki,2.86,Kenji Nakamura|Kiyotaka Suzuki,,,Released,156.0,0,1,0,19
Japan,JP,2025-08-17,TV,1,Glass Heart,Glass Heart: Season 1,3,247670.0,tv,Glass Heart,Drama,,2025-07-31,8.8,20.0,2.1951,ja,JP,,,Masaki Suda|Takeru Satoh|Keita Machida|Jun Shison|Naohito Fujiki,2.34,Kensaku Kakimoto|Kohtaro Goto,1.0,10.0,Ended,17.0,0,1,0,19
Japan,JP,2025-08-17,TV,2,Wednesday,Wednesday: Season 2,2,119051.0,tv,Wednesday,Sci-Fi & Fantasy|Mystery|Comedy,,2022-11-23,8.357,10306.0,51.2995,en,US,,,Jenna Ortega|Emma Myers|Luis Guzmán|Catherine Zeta-Jones|Steve Buscemi,6.49,Miles Millar|Alfred Gough,2.0,16.0,Returning Series,998.0,0,2,1,19
Japan,JP,2025-08-17,TV,3,DAN DA DAN,DAN DA DAN: Season 2,6,240411.0,tv,Dan Da Dan,Animation|Action & Adventure|Comedy|Sci-Fi & Fantasy,24.0,2024-10-04,8.568,769.0,31.1033,ja,JP,,,Mayumi Tanaka|Natsuki Hanae|Nana Mizuki|Shion Wakayama,2.47,,1.0,24.0,Returning Series,317.0,0,2,1,19
Japan,JP,2025-08-17,TV,4,Kaiju No. 8,Kaiju No. 8: Season 2,5,207468.0,tv,Kaiju No. 8,Animation|Action & Adventure|Sci-Fi & Fantasy,24.0,2024-04-13,8.5,714.0,33.1278,ja,JP,,,Kengo Kawanishi|Asami Seto|Fairouz Ai|Masaya Fukunishi|Wataru Katoh,1.74,,1.0,23.0,Returning Series,491.0,0,2,1,19
Japan,JP,2025-08-17,TV,5,Beyond the Bar,Beyond the Bar: Limited Series,2,281004.0,tv,Beyond the Bar,Drama,71.0,2025-08-02,8.192,52.0,4.7702,ko,KR,,,Jung Chae-yeon|Kim Eui-sung|Kim Kang-min|Lee Jin-uk|Kim Yeo-jin,1.7,Kim Jae-hong,1.0,12.0,Ended,15.0,1,1,0,19
Japan,JP,2025-08-17,TV,6,The Too-Perfect Saint: Tossed Aside by My Fiancé and Sold to Another Kingdom,The Too-Perfect Saint: Tossed Aside by My Fiancé and Sold to Another Kingdom: Season 1,1,274741.0,tv,The Too-Perfect Saint: Tossed Aside by My Fiancé and Sold to Another Kingdom,Animation|Sci-Fi & Fantasy,24.0,2025-04-10,7.0,19.0,7.4311,ja,JP,,,Maaya Sakamoto|Ikue Otani|Hiroki Touchi|Sayaka Ohara|Aina Suzuki,2.2,,1.0,12.0,Ended,129.0,0,1,0,19
Japan,JP,2025-08-17,TV,7,Their Marriage,Their Marriage: Season 1,5,290692.0,tv,Their Marriage,Drama,49.0,2025-07-17,7.7,3.0,3.6493,ja,JP,,,Rihito Itagaki|Toru Baba|Yosuke Sugino|Takako Matsu|Sadao Abe,1.18,Hiroshi Kurosaki|Hoshino Kazunari|Shizuka Oishi,1.0,9.0,Ended,31.0,0,1,0,19
Japan,JP,2025-08-17,TV,8,Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba: Hashira Training Arc,15,85937.0,tv,Demon Slayer: Kimetsu no Yaiba,Animation|Action & Adventure|Sci-Fi & Fantasy,,2019-04-06,8.634,7073.0,18.4465,ja,JP,,,Takahiro Sakurai|Yoshitsugu Matsuoka|Hiro Shimono|Natsuki Hanae|Nobuhiko Okamoto,3.24,,5.0,63.0,Ended,2325.0,0,1,0,19
Japan,JP,2025-08-17,TV,9,The 19th Medical Chart,The 19th Medical Chart: Season 1,4,293432.0,tv,The 19th Medical Chart,Drama,,2025-07-13,8.0,4.0,2.0104,ja,JP,,,Min Tanaka|Kanji Tsuda|Yoshino Kimura|Mackenyu|Hiroya Shimizu,1.48,Fujiya Katsuhito,1.0,8.0,Ended,35.0,0,1,0,19
Japan,JP,2025-08-17,TV,10,Wednesday,Wednesday: Season 1,7,119051.0,tv,Wednesday,Sci-Fi & Fantasy|Mystery|Comedy,,2022-11-23,8.357,10306.0,51.2995,en,US,,,Jenna Ortega|Emma Myers|Luis Guzmán|Catherine Zeta-Jones|Steve Buscemi,6.49,Miles Millar|Alfred Gough,2.0,16.0,Returning Series,998.0,0,1,0,19
Japan,JP,2025-08-10,Films,1,Crayon Shin-chan the Movie: Our Dinosaur Diary,,2,1221404.0,movie,Crayon Shin-chan the Movie: Our Dinosaur Diary,Animation|Adventure|Comedy|Family,106.0,2024-08-09,5.7,36.0,1.9228,ja,JP,0.0,21478573.0,Toshiyuki Morikawa|Maaya Uchida|Hiroki Yasumoto|Nana Mizuki|Haruka Tomatsu,2.86,Shinobu Sasaki,,,Released,366.0,0,1,0,20
Japan,JP,2025-08-10,Films,2,Shin Jigen! Crayon Shin-chan the Movie,,1,1059572.0,movie,New Dimension! Crayon Shin-chan the Movie: Battle of Supernatural Powers ~Flying Sushi~,Animation|Comedy|Action|Adventure|Family|Fantasy|Science Fiction,94.0,2023-08-04,6.8,40.0,1.3623,ja,JP,0.0,23839864.0,Toshiyuki Morikawa|Tori Matsuzaka|Mizukawa Katamari|Yumiko Kobayashi|Suzuki Mogura,1.87,Hitoshi One,,,Released,737.0,0,1,0,20
Japan,JP,2025-08-10,Films,3,My Hero Academia: You're Next,,2,1159311.0,movie,My Hero Academia: You're Next,Animation|Action|Adventure|Science Fiction,110.0,2024-08-02,7.221,195.0,5.9684,ja,JP,0.0,32224616.0,Aoi Yuuki|Yuki Kaji|Ayane Sakura|Akio Otsuka|Yuichi Nakamura,3.58,Tensai Okamura,,,Released,373.0,0,1,0,20
Japan,JP,2025-08-10,Films,4,Tokyo MER: Mobile Emergency Room - The Movie,,3,961256.0,movie,Tokyo MER: Mobile Emergency Room: The Movie,Drama|Thriller,128.0,2023-04-28,7.333,6.0,3.1262,ja,JP,0.0,0.0,Anne Watanabe|Shinya Kote|Kento Kaku|Ryosuke Miyake|Riisa Naka,1.54,Aya Matsuki,,,Released,835.0,0,1,0,20
Japan,JP,2025-08-10,Films,5,KPop Demon Hunters,,7,803796.0,movie,KPop Demon Hunters,Fantasy|Music|Comedy|Animation,96.0,2025-06-20,8.1,2397.0,42.9908,en,US,100000000.0,24690793.0,Lee Byung-hun|Ken Jeong|Liza Koshy|Ahn Hyo-seop|Daniel Dae Kim,2.91,Maggie Kang|Chris Appelhans,,,Released,51.0,0,1,0,20
Japan,JP,2025-08-10,Films,6,My Oxford Year,,1,1307078.0,movie,My Oxford Year,Romance|Comedy|Drama,113.0,2025-07-31,7.008,542.0,6.5173,en,US,0.0,0.0,Sofia Carson|Catherine McCormack|Corey Mylchreest|Dougray Scott|Nikhil Parmar,2.94,Iain Morris,,,Released,10.0,0,1,0,20
Japan,JP,2025-08-10,Films,7,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,,6,635302.0,movie,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,Animation|Action|Fantasy,117.0,2020-10-16,8.204,4396.0,9.7546,ja,JP,15700000.0,523542183.0,Katsuyuki Konishi|Yoshitsugu Matsuoka|Takahiro Sakurai|Saori Hayami|Toshiyuki Morikawa,4.26,Haruo Sotozaki,,,Released,1759.0,0,1,0,20
Japan,JP,2025-08-10,Films,8,Tang,,1,804593.0,movie,Tang,Comedy,5.0,2021-02-14,0.0,0.0,0.1683,en,US,0.0,0.0,Alex Berg|Caleb Johnson,0.04,Alex Berg,,,Released,1638.0,0,1,0,20
Japan,JP,2025-08-10,Films,9,Dolittle,,2,448119.0,movie,Dolittle,Family|Comedy|Fantasy|Adventure,101.0,2020-01-02,6.584,3822.0,6.4205,en,CN|US,175000000.0,251410631.0,Ralph Fiennes|Jessie Buckley|Robert Downey Jr.|Tom Holland|Rami Malek,7.34,Stephen Gaghan,,,Released,2047.0,0,1,0,20
Japan,JP,2025-08-10,Films,10,Godzilla x Kong: The New Empire,,3,823464.0,movie,Godzilla x Kong: The New Empire,Action|Adventure|Science Fiction,115.0,2024-03-27,7.054,4513.0,13.8039,en,US,150000000.0,571750016.0,Dan Stevens|Rebecca Hall|Kevin Copeland|Fala Chen|Rachel House,3.06,Adam Wingard,,,Released,501.0,0,1,0,20
Japan,JP,2025-08-10,TV,1,Glass Heart,Glass Heart: Season 1,2,247670.0,tv,Glass Heart,Drama,,2025-07-31,8.8,20.0,2.1951,ja,JP,,,Masaki Suda|Takeru Satoh|Keita Machida|Jun Shison|Naohito Fujiki,2.34,Kensaku Kakimoto|Kohtaro Goto,1.0,10.0,Ended,10.0,0,1,0,20
Japan,JP,2025-08-10,TV,2,Wednesday,Wednesday: Season 2,1,119051.0,tv,Wednesday,Sci-Fi & Fantasy|Mystery|Comedy,,2022-11-23,8.357,10306.0,51.2995,en,US,,,Jenna Ortega|Emma Myers|Luis Guzmán|Catherine Zeta-Jones|Steve Buscemi,6.49,Miles Millar|Alfred Gough,2.0,16.0,Returning Series,991.0,0,2,1,20
Japan,JP,2025-08-10,TV,3,DAN DA DAN,DAN DA DAN: Season 2,5,240411.0,tv,Dan Da Dan,Animation|Action & Adventure|Comedy|Sci-Fi & Fantasy,24.0,2024-10-04,8.568,769.0,31.1033,ja,JP,,,Mayumi Tanaka|Natsuki Hanae|Nana Mizuki|Shion Wakayama,2.47,,1.0,24.0,Returning Series,310.0,0,2,1,20
Japan,JP,2025-08-10,TV,4,Kaiju No. 8,Kaiju No. 8: Season 2,4,207468.0,tv,Kaiju No. 8,Animation|Action & Adventure|Sci-Fi & Fantasy,24.0,2024-04-13,8.5,714.0,33.1278,ja,JP,,,Kengo Kawanishi|Asami Seto|Fairouz Ai|Masaya Fukunishi|Wataru Katoh,1.74,,1.0,23.0,Returning Series,484.0,0,2,1,20
Japan,JP,2025-08-10,TV,5,Beyond the Bar,Beyond the Bar: Limited Series,1,281004.0,tv,Beyond the Bar,Drama,71.0,2025-08-02,8.192,52.0,4.7702,ko,KR,,,Jung Chae-yeon|Kim Eui-sung|Kim Kang-min|Lee Jin-uk|Kim Yeo-jin,1.7,Kim Jae-hong,1.0,12.0,Ended,8.0,1,1,0,20
Japan,JP,2025-08-10,TV,6,The 19th Medical Chart,The 19th Medical Chart: Season 1,3,293432.0,tv,The 19th Medical Chart,Drama,,2025-07-13,8.0,4.0,2.0104,ja,JP,,,Min Tanaka|Kanji Tsuda|Yoshino Kimura|Mackenyu|Hiroya Shimizu,1.48,Fujiya Katsuhito,1.0,8.0,Ended,28.0,0,1,0,20
Japan,JP,2025-08-10,TV,7,Their Marriage,Their Marriage: Season 1,4,290692.0,tv,Their Marriage,Drama,49.0,2025-07-17,7.7,3.0,3.6493,ja,JP,,,Rihito Itagaki|Toru Baba|Yosuke Sugino|Takako Matsu|Sadao Abe,1.18,Hiroshi Kurosaki|Hoshino Kazunari|Shizuka Oishi,1.0,9.0,Ended,24.0,0,1,0,20
Japan,JP,2025-08-10,TV,8,Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba: Hashira Training Arc,14,85937.0,tv,Demon Slayer: Kimetsu no Yaiba,Animation|Action & Adventure|Sci-Fi & Fantasy,,2019-04-06,8.634,7073.0,18.4465,ja,JP,,,Takahiro Sakurai|Yoshitsugu Matsuoka|Hiro Shimono|Natsuki Hanae|Nobuhiko Okamoto,3.24,,5.0,63.0,Ended,2318.0,0,1,0,20
Japan,JP,2025-08-10,TV,9,The Summer Hikaru Died,The Summer Hikaru Died: Season 1,5,278196.0,tv,The Summer Hikaru Died,Animation|Drama|Mystery|Sci-Fi & Fantasy,24.0,2025-07-06,8.3,82.0,18.2961,ja,JP,,,Yumiri Hanamori|Shuichiro Umeda|Shion Wakayama|Wakana Kowaka|Chikahiro Kobayashi,1.75,,2.0,12.0,Returning Series,35.0,0,1,0,20
Japan,JP,2025-08-10,TV,10,The Fragrant Flower Blooms With Dignity,The Fragrant Flower Blooms With Dignity: Season 1,5,271607.0,tv,The Fragrant Flower Blooms with Dignity,Animation|Drama,24.0,2025-07-06,8.669,163.0,16.9558,ja,JP,,,Yoshinori Nakayama|Honoka Inoue,0.69,,1.0,13.0,Ended,35.0,0,1,0,20
Japan,JP,2025-08-03,Films,1,Tokyo MER: Mobile Emergency Room - The Movie,,2,961256.0,movie,Tokyo MER: Mobile Emergency Room: The Movie,Drama|Thriller,128.0,2023-04-28,7.333,6.0,3.1262,ja,JP,0.0,0.0,Anne Watanabe|Shinya Kote|Kento Kaku|Ryosuke Miyake|Riisa Naka,1.54,Aya Matsuki,,,Released,828.0,0,1,0,20
Japan,JP,2025-08-03,Films,2,Godzilla x Kong: The New Empire,,2,823464.0,movie,Godzilla x Kong: The New Empire,Action|Adventure|Science Fiction,115.0,2024-03-27,7.054,4513.0,13.8039,en,US,150000000.0,571750016.0,Dan Stevens|Rebecca Hall|Kevin Copeland|Fala Chen|Rachel House,3.06,Adam Wingard,,,Released,494.0,0,1,0,20
Japan,JP,2025-08-03,Films,3,Flightplan,,1,9315.0,movie,Flightplan,Thriller|Drama|Mystery,98.0,2005-09-22,6.451,2899.0,3.7776,en,US,55000000.0,223387299.0,Jodie Foster|Sean Bean|Matt Bomer|Erika Christensen|Greta Scacchi,3.86,Robert Schwentke,,,Released,7255.0,0,1,0,20
Japan,JP,2025-08-03,Films,4,KPop Demon Hunters,,6,803796.0,movie,KPop Demon Hunters,Fantasy|Music|Comedy|Animation,96.0,2025-06-20,8.1,2397.0,42.9908,en,US,100000000.0,24690793.0,Lee Byung-hun|Ken Jeong|Liza Koshy|Ahn Hyo-seop|Daniel Dae Kim,2.91,Maggie Kang|Chris Appelhans,,,Released,44.0,0,1,0,20
Japan,JP,2025-08-03,Films,5,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,,5,635302.0,movie,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,Animation|Action|Fantasy,117.0,2020-10-16,8.204,4396.0,9.7546,ja,JP,15700000.0,523542183.0,Katsuyuki Konishi|Yoshitsugu Matsuoka|Takahiro Sakurai|Saori Hayami|Toshiyuki Morikawa,4.26,Haruo Sotozaki,,,Released,1752.0,0,1,0,20
Japan,JP,2025-08-03,Films,6,Wall to Wall,,3,1269208.0,movie,Wall to Wall,Thriller|Drama,118.0,2025-07-17,6.142,229.0,1.9213,ko,KR,0.0,0.0,Kang Ha-neul|Kim Hyun-jeong|Seo Hyun-woo|Jung Sung-il|Yeom Hye-ran,1.63,Kim Tae-joon,,,Released,17.0,1,1,0,20
Japan,JP,2025-08-03,Films,7,My Hero Academia: You're Next,,1,1159311.0,movie,My Hero Academia: You're Next,Animation|Action|Adventure|Science Fiction,110.0,2024-08-02,7.221,195.0,5.9684,ja,JP,0.0,32224616.0,Aoi Yuuki|Yuki Kaji|Ayane Sakura|Akio Otsuka|Yuichi Nakamura,3.58,Tensai Okamura,,,Released,366.0,0,1,0,20
Japan,JP,2025-08-03,Films,8,Crayon Shin-chan the Movie: Our Dinosaur Diary,,1,1221404.0,movie,Crayon Shin-chan the Movie: Our Dinosaur Diary,Animation|Adventure|Comedy|Family,106.0,2024-08-09,5.7,36.0,1.9228,ja,JP,0.0,21478573.0,Toshiyuki Morikawa|Maaya Uchida|Hiroki Yasumoto|Nana Mizuki|Haruka Tomatsu,2.86,Shinobu Sasaki,,,Released,359.0,0,1,0,20
Japan,JP,2025-08-03,Films,9,Kingdom: Return of The Great General,,4,1241320.0,movie,Kingdom: Return of the Great General,Action|Adventure,146.0,2024-07-12,6.801,672.0,4.5914,ja,JP,0.0,54114815.0,Shun Oguri|Kento Yamazaki|Yuko Araki|Anne Watanabe|Nana Seino,2.23,Shinsuke Sato,,,Released,387.0,0,1,0,20
Japan,JP,2025-08-03,Films,10,Happy Gilmore 2,,1,1263256.0,movie,Happy Gilmore 2,Comedy,115.0,2025-07-25,6.557,876.0,5.9282,en,US,152000000.0,0.0,Margaret Qualley|Adam Sandler|Ben Stiller|Steve Buscemi|Bad Bunny,5.19,Kyle Newacheck,,,Released,9.0,0,1,0,20
Japan,JP,2025-08-03,TV,1,DAN DA DAN,DAN DA DAN: Season 2,4,240411.0,tv,Dan Da Dan,Animation|Action & Adventure|Comedy|Sci-Fi & Fantasy,24.0,2024-10-04,8.568,769.0,31.1033,ja,JP,,,Mayumi Tanaka|Natsuki Hanae|Nana Mizuki|Shion Wakayama,2.47,,1.0,24.0,Returning Series,303.0,0,2,1,20
Japan,JP,2025-08-03,TV,2,Kaiju No. 8,Kaiju No. 8: Season 2,3,207468.0,tv,Kaiju No. 8,Animation|Action & Adventure|Sci-Fi & Fantasy,24.0,2024-04-13,8.5,714.0,33.1278,ja,JP,,,Kengo Kawanishi|Asami Seto|Fairouz Ai|Masaya Fukunishi|Wataru Katoh,1.74,,1.0,23.0,Returning Series,477.0,0,2,1,20
Japan,JP,2025-08-03,TV,3,Glass Heart,Glass Heart: Season 1,1,247670.0,tv,Glass Heart,Drama,,2025-07-31,8.8,20.0,2.1951,ja,JP,,,Masaki Suda|Takeru Satoh|Keita Machida|Jun Shison|Naohito Fujiki,2.34,Kensaku Kakimoto|Kohtaro Goto,1.0,10.0,Ended,3.0,0,1,0,20
Japan,JP,2025-08-03,TV,4,The 19th Medical Chart,The 19th Medical Chart: Season 1,2,293432.0,tv,The 19th Medical Chart,Drama,,2025-07-13,8.0,4.0,2.0104,ja,JP,,,Min Tanaka|Kanji Tsuda|Yoshino Kimura|Mackenyu|Hiroya Shimizu,1.48,Fujiya Katsuhito,1.0,8.0,Ended,21.0,0,1,0,20
Japan,JP,2025-08-03,TV,5,Their Marriage,Their Marriage: Season 1,3,290692.0,tv,Their Marriage,Drama,49.0,2025-07-17,7.7,3.0,3.6493,ja,JP,,,Rihito Itagaki|Toru Baba|Yosuke Sugino|Takako Matsu|Sadao Abe,1.18,Hiroshi Kurosaki|Hoshino Kazunari|Shizuka Oishi,1.0,9.0,Ended,17.0,0,1,0,20
Japan,JP,2025-08-03,TV,6,Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba: Hashira Training Arc,13,85937.0,tv,Demon Slayer: Kimetsu no Yaiba,Animation|Action & Adventure|Sci-Fi & Fantasy,,2019-04-06,8.634,7073.0,18.4465,ja,JP,,,Takahiro Sakurai|Yoshitsugu Matsuoka|Hiro Shimono|Natsuki Hanae|Nobuhiko Okamoto,3.24,,5.0,63.0,Ended,2311.0,0,1,0,20
Japan,JP,2025-08-03,TV,7,The Summer Hikaru Died,The Summer Hikaru Died: Season 1,4,278196.0,tv,The Summer Hikaru Died,Animation|Drama|Mystery|Sci-Fi & Fantasy,24.0,2025-07-06,8.3,82.0,18.2961,ja,JP,,,Yumiri Hanamori|Shuichiro Umeda|Shion Wakayama|Wakana Kowaka|Chikahiro Kobayashi,1.75,,2.0,12.0,Returning Series,28.0,0,1,0,20
Japan,JP,2025-08-03,TV,8,The Fragrant Flower Blooms With Dignity,The Fragrant Flower Blooms With Dignity: Season 1,4,271607.0,tv,The Fragrant Flower Blooms with Dignity,Animation|Drama,24.0,2025-07-06,8.669,163.0,16.9558,ja,JP,,,Yoshinori Nakayama|Honoka Inoue,0.69,,1.0,13.0,Ended,28.0,0,1,0,20
Japan,JP,2025-08-03,TV,9,Takopi's Original Sin,Takopi's Original Sin: Season 1,5,284445.0,tv,Takopi's Original Sin,Animation|Drama|Sci-Fi & Fantasy,,2025-06-28,8.843,140.0,7.0188,ja,JP,,,Reina Ueda|Konomi Kohara|Anna Nagase|Kurumi Mamiya,1.64,,1.0,6.0,Ended,36.0,0,1,0,20
Japan,JP,2025-08-03,TV,10,Tougen Anki,,2,253811.0,tv,Tougen Anki,Animation|Mystery|Action & Adventure,,2025-07-11,7.727,77.0,14.2966,ja,JP,,,Hiroshi Kamiya|Manaka Iwami|Natsuki Hanae|Kazuki Ura|Aimi,1.97,,1.0,24.0,Returning Series,23.0,0,1,0,20
Japan,JP,2025-07-27,Films,1,Wall to Wall,,2,1269208.0,movie,Wall to Wall,Thriller|Drama,118.0,2025-07-17,6.142,229.0,1.9213,ko,KR,0.0,0.0,Kang Ha-neul|Kim Hyun-jeong|Seo Hyun-woo|Jung Sung-il|Yeom Hye-ran,1.63,Kim Tae-joon,,,Released,10.0,1,1,0,20
Japan,JP,2025-07-27,Films,2,Tokyo MER: Mobile Emergency Room - The Movie,,1,961256.0,movie,Tokyo MER: Mobile Emergency Room: The Movie,Drama|Thriller,128.0,2023-04-28,7.333,6.0,3.1262,ja,JP,0.0,0.0,Anne Watanabe|Shinya Kote|Kento Kaku|Ryosuke Miyake|Riisa Naka,1.54,Aya Matsuki,,,Released,821.0,0,1,0,20
Japan,JP,2025-07-27,Films,3,Godzilla x Kong: The New Empire,,1,823464.0,movie,Godzilla x Kong: The New Empire,Action|Adventure|Science Fiction,115.0,2024-03-27,7.054,4513.0,13.8039,en,US,150000000.0,571750016.0,Dan Stevens|Rebecca Hall|Kevin Copeland|Fala Chen|Rachel House,3.06,Adam Wingard,,,Released,487.0,0,1,0,20
Japan,JP,2025-07-27,Films,4,KPop Demon Hunters,,5,803796.0,movie,KPop Demon Hunters,Fantasy|Music|Comedy|Animation,96.0,2025-06-20,8.1,2397.0,42.9908,en,US,100000000.0,24690793.0,Lee Byung-hun|Ken Jeong|Liza Koshy|Ahn Hyo-seop|Daniel Dae Kim,2.91,Maggie Kang|Chris Appelhans,,,Released,37.0,0,1,0,20
Japan,JP,2025-07-27,Films,5,Kingdom: Return of The Great General,,3,1241320.0,movie,Kingdom: Return of the Great General,Action|Adventure,146.0,2024-07-12,6.801,672.0,4.5914,ja,JP,0.0,54114815.0,Shun Oguri|Kento Yamazaki|Yuko Araki|Anne Watanabe|Nana Seino,2.23,Shinsuke Sato,,,Released,380.0,0,1,0,20
Japan,JP,2025-07-27,Films,6,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,,4,635302.0,movie,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,Animation|Action|Fantasy,117.0,2020-10-16,8.204,4396.0,9.7546,ja,JP,15700000.0,523542183.0,Katsuyuki Konishi|Yoshitsugu Matsuoka|Takahiro Sakurai|Saori Hayami|Toshiyuki Morikawa,4.26,Haruo Sotozaki,,,Released,1745.0,0,1,0,20
Japan,JP,2025-07-27,Films,7,Grave of the Fireflies,,2,76826.0,movie,Grave of the Fireflies,Drama,148.0,2005-11-01,7.9,112.0,1.1431,ja,JP,0.0,0.0,Ikki Sawamura|Mao Inoue|Nanako Matsushima|Mayuko Fukuda|Jun Kaname,1.17,Tōya Satō,,,Released,7208.0,0,1,0,20
Japan,JP,2025-07-27,Films,8,Brick,,3,1425045.0,movie,Brick,Thriller|Science Fiction,99.0,2025-07-02,5.779,675.0,3.5185,de,DE,0.0,0.0,Matthias Schweighöfer|Ruby O. Fee|Frederick Lau|Murathan Muslu|Sira-Anna Faal,1.85,Philip Koch,,,Released,25.0,0,1,0,20
Japan,JP,2025-07-27,Films,9,Ghost Cat Anzu,,1,1030588.0,movie,Ghost Cat Anzu,Animation|Fantasy|Comedy|Family,94.0,2024-07-19,6.6,35.0,1.6891,ja,JP|FR|US,0.0,658739.0,Ikue Otani|Mutsuo Yoshioka|Tomoya Maeno|Shohei Uno|Mirai Moriyama,1.52,Nobuhiro Yamashita|Yoko Kuno,,,Released,373.0,0,1,0,20
