country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10,language,tmdb_id,tmdb_type,tmdb_title,genres,runtime_minutes,release_date,tmdb_rating,tmdb_vote_count,tmdb_popularity,original_language,production_countries,budget_usd,revenue_usd,top_cast,avg_cast_popularity,director,num_seasons,num_episodes,status,days_since_release,is_korean,season_number,is_sequel,competing_titles_this_week
South Korea,KR,2024-07-14,Films,6,Migration,,1,English,940551.0,movie,Migration,Family|Comedy|Adventure|Animation,83.0,2023-12-06,7.358,2187.0,9.2068,en,US,72000000.0,298776052.0,Isabela Merced|Elizabeth Banks|Keegan-Michael Key|Eric Osmond|Awkwafina,4.14,Benjamin Renner,,,Released,221.0,0,1,0,20
South Korea,KR,2024-07-14,Films,7,Once Again,,4,English,546241.0,movie,Once Again,Drama|Romance,101.0,2019-04-24,6.2,15.0,0.2934,hi,AT|DE|IN,0.0,0.0,Bhagwan Tiwari|Priyanshu Painyuli|Shefali Shah|Bidita Bag|Rasika Dugal,1.69,Kanwal Sethi,,,Released,1908.0,0,1,0,20
South Korea,KR,2024-07-14,Films,8,A Family Affair,,3,English,987686.0,movie,A Family Affair,Romance|Comedy,114.0,2024-06-27,5.739,700.0,3.0565,en,US,0.0,0.0,Nicole Kidman|Zac Efron|Joey King|Kathy Bates|Vince Pisani,5.15,Richard LaGravenese,,,Released,17.0,0,1,0,20
South Korea,KR,2024-07-14,Films,9,Holy Punch,,6,English,1208997.0,movie,Holy Punch,Action|Comedy,98.0,2024-03-20,4.1,4.0,0.7797,ko,KR,0.0,0.0,Choi Yoon-bin|Kim Byeong-ok|Choi Jun-woo|Ji Seung-hyun|Han Tae-il,1.19,Koh Hoon,,,Released,116.0,1,1,0,20
South Korea,KR,2024-07-14,Films,10,Citizen of a Kind,,8,English,696047.0,movie,Citizen of a Kind,Comedy|Crime,113.0,2024-01-24,7.529,34.0,1.3604,ko,KR,0.0,11976305.0,Ra Mi-ran|Ahn Eun-jin|Lee Kyu-ho|Yeom Hye-ran|Kim Ja-young,1.65,Park Young-ju,,,Released,172.0,1,1,0,20
South Korea,KR,2024-07-14,TV,1,The Whirlwind,The Whirlwind: Limited Series,3,English,68657.0,tv,The Whirlwind Girl,Action & Adventure,30.0,2015-07-07,7.7,18.0,12.9339,zh,CN,,,Ji Chang-wook|Leo Wu|Tan Songyun|Sean Chen|Guo Junchen,4.8,Ming Xiaoxi,2.0,68.0,Ended,3295.0,0,1,0,20
South Korea,KR,2024-07-14,TV,2,Miss Night and Day,Miss Night and Day: Limited Series,5,English,231749.0,tv,Miss Night and Day,Sci-Fi & Fantasy|Comedy|Mystery,65.0,2024-06-15,8.503,143.0,5.5357,ko,KR,,,Lee Jung-eun|Moon Ye-won|Bae Hae-seon|Jung Eun-ji|Kim Ah-young,1.64,Lee Hyung-min,1.0,16.0,Ended,29.0,1,1,0,20
South Korea,KR,2024-07-14,TV,3,Good Partner,,1,English,243761.0,tv,Good Partner,Drama|Comedy,70.0,2024-07-12,7.9,15.0,3.4991,ko,KR,,,Jang Na-ra|Nam Ji-hyun|Han Jae-yi|Ji Seung-hyun|Pyo Ji-hoon,1.46,Choi Yuna|Kim Ga-ram,2.0,17.0,Returning Series,2.0,1,1,0,20
South Korea,KR,2024-07-14,TV,4,Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba: Hashira Training Arc,9,English,85937.0,tv,Demon Slayer: Kimetsu no Yaiba,Animation|Action & Adventure|Sci-Fi & Fantasy,,2019-04-06,8.634,7073.0,18.4465,ja,JP,,,Takahiro Sakurai|Yoshitsugu Matsuoka|Hiro Shimono|Natsuki Hanae|Nobuhiko Okamoto,3.24,,5.0,63.0,Ended,1926.0,0,1,0,20
South Korea,KR,2024-07-14,TV,5,【OSHI NO KO】,【OSHI NO KO】: Season 2,1,English,203737.0,tv,【OSHI NO KO】,Animation|Drama,,2023-04-12,8.343,299.0,37.3041,ja,JP,,,Manaka Iwami|Kent Ito|Takeo Otsuka|Rumi Okubo|Megumi Han,1.83,,1.0,35.0,Returning Series,459.0,0,2,1,20
South Korea,KR,2024-07-14,TV,6,Kaiju No. 8,Kaiju No. 8: Season 1,13,English,207468.0,tv,Kaiju No. 8,Animation|Action & Adventure|Sci-Fi & Fantasy,24.0,2024-04-13,8.5,714.0,33.1278,ja,JP,,,Kengo Kawanishi|Asami Seto|Fairouz Ai|Masaya Fukunishi|Wataru Katoh,1.74,,1.0,23.0,Returning Series,92.0,0,1,0,20
South Korea,KR,2024-07-14,TV,7,Agents of Mystery,Agents of Mystery: Season 1,4,English,240114.0,tv,Agents of Mystery,Reality,,2024-06-18,7.4,22.0,4.5264,ko,KR,,,Lee Hye-ri|Kim Do-hoon|Gabee|KARINA|Lee Yong-jin,1.66,Jeong Jong-yeon,2.0,10.0,Returning Series,26.0,1,1,0,20
South Korea,KR,2024-07-14,TV,8,Hierarchy,Hierarchy: Limited Series,6,English,226527.0,tv,Hierarchy,Drama,60.0,2024-06-07,7.603,160.0,7.9433,ko,KR,,,Kim Jae-won|Roh Jeong-eui|Lee Chae-min|Choi Won-young|Bae Hae-seon,2.2,Choo Hye-mi|Bae Hyun-jin,1.0,7.0,Ended,37.0,1,1,0,20
South Korea,KR,2024-07-14,TV,9,Kick a Goal,,1,English,127231.0,tv,Shooting Stars,Reality,100.0,2021-06-16,6.5,4.0,8.632,ko,KR,,,Jung Hye-in|Lee Kyung-sil|Kim Jae-hwa|Han Hye-jin|Jang Jin-hee,1.09,,2.0,238.0,Returning Series,1124.0,1,1,0,20
South Korea,KR,2024-07-14,TV,10,Supacell,Supacell: Season 1,2,English,158141.0,tv,Supacell,Action & Adventure|Sci-Fi & Fantasy|Drama,,2024-06-27,7.378,241.0,4.7525,en,GB,,,Calvin Demba|Eric Kofi Abrefa|Adelayo Adedayo|Tosin Cole|Nadine Mills,1.38,Rapman,2.0,7.0,Returning Series,17.0,0,1,0,20
South Korea,KR,2024-07-07,Films,1,Beverly Hills Cop: Axel F,,1,English,280180.0,movie,Beverly Hills Cop: Axel F,Action|Comedy|Crime,115.0,2024-06-20,6.65,1379.0,4.7379,en,US,150000000.0,0.0,Kevin Bacon|Eddie Murphy|Joseph Gordon-Levitt|Luis Guzmán|Taylour Paige,5.22,Mark Molloy,,,Released,17.0,0,1,0,20
South Korea,KR,2024-07-07,Films,2,Trigger Warning,,3,English,704673.0,movie,Trigger Warning,Action,106.0,2024-06-20,5.704,559.0,2.6313,en,US,0.0,0.0,Jessica Alba|Gabriel Basso|Mark Webber|Crystal Mayes|Jake Weary,4.35,Mouly Surya,,,Released,17.0,0,1,0,20
South Korea,KR,2024-07-07,Films,3,A Family Affair,,2,English,987686.0,movie,A Family Affair,Romance|Comedy,114.0,2024-06-27,5.739,700.0,3.0565,en,US,0.0,0.0,Nicole Kidman|Zac Efron|Joey King|Kathy Bates|Vince Pisani,5.15,Richard LaGravenese,,,Released,10.0,0,1,0,20
South Korea,KR,2024-07-07,Films,4,Once Again,,3,English,546241.0,movie,Once Again,Drama|Romance,101.0,2019-04-24,6.2,15.0,0.2934,hi,AT|DE|IN,0.0,0.0,Bhagwan Tiwari|Priyanshu Painyuli|Shefali Shah|Bidita Bag|Rasika Dugal,1.69,Kanwal Sethi,,,Released,1901.0,0,1,0,20
South Korea,KR,2024-07-07,Films,5,The Kill Room,,1,English,958006.0,movie,The Kill Room,Comedy|Crime,98.0,2023-09-14,5.899,281.0,1.7085,en,US|GB|IN,50000000.0,476375.0,Maya Hawke|Uma Thurman|Samuel L. Jackson|Debi Mazar|Joe Manganiello,5.37,Nicol Paone,,,Released,297.0,0,1,0,20
South Korea,KR,2024-07-07,Films,6,The Sin,,3,English,788111.0,movie,The Sin,Thriller|Science Fiction|Mystery,3.0,2021-01-25,0.0,0.0,0.0071,xx,AE,0.0,0.0,Parzival Ortiz,0.08,Parzival Ortiz,,,Released,1259.0,0,1,0,20
South Korea,KR,2024-07-07,Films,7,12.12: The Day,,7,English,919207.0,movie,12.12: The Day,Drama|Thriller|Action|War|History|Crime,142.0,2023-11-22,7.486,141.0,2.6725,ko,KR,0.0,0.0,Jung Hae-in|Lee Jun-hyuk|Hwang Jung-min|Jung Woo-sung|Kim Eui-sung,2.14,Kim Sung-soo,,,Released,228.0,1,1,0,20
South Korea,KR,2024-07-07,Films,8,The Day I Died: Unclosed Case,,4,English,609598.0,movie,The Day I Died: Unclosed Case,Drama|Crime|Mystery,116.0,2020-11-12,7.0,11.0,0.8511,ko,KR,0.0,0.0,Roh Jeong-eui|Lee Jung-eun|Kim Hye-soo|Park Ji-hoon|Jeong Soo-ji,1.74,Park Ji-wan,,,Released,1333.0,1,1,0,20
South Korea,KR,2024-07-07,Films,9,Holy Punch,,5,English,1208997.0,movie,Holy Punch,Action|Comedy,98.0,2024-03-20,4.1,4.0,0.7797,ko,KR,0.0,0.0,Choi Yoon-bin|Kim Byeong-ok|Choi Jun-woo|Ji Seung-hyun|Han Tae-il,1.19,Koh Hoon,,,Released,109.0,1,1,0,20
South Korea,KR,2024-07-07,Films,10,Citizen of a Kind,,7,English,696047.0,movie,Citizen of a Kind,Comedy|Crime,113.0,2024-01-24,7.529,34.0,1.3604,ko,KR,0.0,11976305.0,Ra Mi-ran|Ahn Eun-jin|Lee Kyu-ho|Yeom Hye-ran|Kim Ja-young,1.65,Park Young-ju,,,Released,165.0,1,1,0,20
South Korea,KR,2024-07-07,TV,1,The Whirlwind,The Whirlwind: Limited Series,2,English,68657.0,tv,The Whirlwind Girl,Action & Adventure,30.0,2015-07-07,7.7,18.0,12.9339,zh,CN,,,Ji Chang-wook|Leo Wu|Tan Songyun|Sean Chen|Guo Junchen,4.8,Ming Xiaoxi,2.0,68.0,Ended,3288.0,0,1,0,20
South Korea,KR,2024-07-07,TV,2,Miss Night and Day,Miss Night and Day: Limited Series,4,English,231749.0,tv,Miss Night and Day,Sci-Fi & Fantasy|Comedy|Mystery,65.0,2024-06-15,8.503,143.0,5.5357,ko,KR,,,Lee Jung-eun|Moon Ye-won|Bae Hae-seon|Jung Eun-ji|Kim Ah-young,1.64,Lee Hyung-min,1.0,16.0,Ended,22.0,1,1,0,20
South Korea,KR,2024-07-07,TV,3,Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba: Hashira Training Arc,8,English,85937.0,tv,Demon Slayer: Kimetsu no Yaiba,Animation|Action & Adventure|Sci-Fi & Fantasy,,2019-04-06,8.634,7073.0,18.4465,ja,JP,,,Takahiro Sakurai|Yoshitsugu Matsuoka|Hiro Shimono|Natsuki Hanae|Nobuhiko Okamoto,3.24,,5.0,63.0,Ended,1919.0,0,1,0,20
South Korea,KR,2024-07-07,TV,4,Agents of Mystery,Agents of Mystery: Season 1,3,English,240114.0,tv,Agents of Mystery,Reality,,2024-06-18,7.4,22.0,4.5264,ko,KR,,,Lee Hye-ri|Kim Do-hoon|Gabee|KARINA|Lee Yong-jin,1.66,Jeong Jong-yeon,2.0,10.0,Returning Series,19.0,1,1,0,20
South Korea,KR,2024-07-07,TV,5,Kaiju No. 8,Kaiju No. 8: Season 1,12,English,207468.0,tv,Kaiju No. 8,Animation|Action & Adventure|Sci-Fi & Fantasy,24.0,2024-04-13,8.5,714.0,33.1278,ja,JP,,,Kengo Kawanishi|Asami Seto|Fairouz Ai|Masaya Fukunishi|Wataru Katoh,1.74,,1.0,23.0,Returning Series,85.0,0,1,0,20
South Korea,KR,2024-07-07,TV,6,Supacell,Supacell: Season 1,1,English,158141.0,tv,Supacell,Action & Adventure|Sci-Fi & Fantasy|Drama,,2024-06-27,7.378,241.0,4.7525,en,GB,,,Calvin Demba|Eric Kofi Abrefa|Adelayo Adedayo|Tosin Cole|Nadine Mills,1.38,Rapman,2.0,7.0,Returning Series,10.0,0,1,0,20
South Korea,KR,2024-07-07,TV,7,Hierarchy,Hierarchy: Limited Series,5,English,226527.0,tv,Hierarchy,Drama,60.0,2024-06-07,7.603,160.0,7.9433,ko,KR,,,Kim Jae-won|Roh Jeong-eui|Lee Chae-min|Choi Won-young|Bae Hae-seon,2.2,Choo Hye-mi|Bae Hyun-jin,1.0,7.0,Ended,30.0,1,1,0,20
South Korea,KR,2024-07-07,TV,8,upGRADE you: Teachers,upGRADE you: Teachers 2024,1,English,238888.0,tv,upGRADE you: Teachers,Reality|Talk,,2023-11-05,10.0,1.0,1.648,ko,KR,,,Han Hye-jin|Jang Young-ran|Jeon Hyun-moo|MMMN|정승제,0.6,,2.0,46.0,Returning Series,245.0,1,1,0,20
South Korea,KR,2024-07-07,TV,9,Love After Divorce,Love After Divorce: Season 5,9,English,128979.0,tv,Love After Divorce,Reality,90.0,2021-07-11,9.1,7.0,4.3714,ko,,,,,0.0,,7.0,82.0,Returning Series,1092.0,1,5,1,20
South Korea,KR,2024-07-07,TV,10,The 8 Show,The 8 Show: Limited Series,8,English,156484.0,tv,The 8 Show,Drama|Mystery,,2024-05-17,7.229,306.0,5.8156,ko,KR,,,Park Jeong-min|Ryu Jun-yeol|Chun Woo-hee|Bae Sung-woo|Lee Zoo-young,1.81,Han Jae-rim,1.0,8.0,Ended,51.0,1,1,0,20
South Korea,KR,2024-06-30,Films,1,Trigger Warning,,2,English,704673.0,movie,Trigger Warning,Action,106.0,2024-06-20,5.704,559.0,2.6313,en,US,0.0,0.0,Jessica Alba|Gabriel Basso|Mark Webber|Crystal Mayes|Jake Weary,4.35,Mouly Surya,,,Released,10.0,0,1,0,20
South Korea,KR,2024-06-30,Films,2,Once Again,,2,English,546241.0,movie,Once Again,Drama|Romance,101.0,2019-04-24,6.2,15.0,0.2934,hi,AT|DE|IN,0.0,0.0,Bhagwan Tiwari|Priyanshu Painyuli|Shefali Shah|Bidita Bag|Rasika Dugal,1.69,Kanwal Sethi,,,Released,1894.0,0,1,0,20
South Korea,KR,2024-06-30,Films,3,The Sin,,2,English,788111.0,movie,The Sin,Thriller|Science Fiction|Mystery,3.0,2021-01-25,0.0,0.0,0.0071,xx,AE,0.0,0.0,Parzival Ortiz,0.08,Parzival Ortiz,,,Released,1252.0,0,1,0,20
South Korea,KR,2024-06-30,Films,4,Kiss the Girls,,1,English,9437.0,movie,Kiss the Girls,Thriller|Crime|Mystery|Drama,115.0,1997-09-29,6.528,1832.0,4.1126,en,US,27000000.0,60527873.0,Morgan Freeman|Brian Cox|Cary Elwes|Heidi Schanz|Richard T. Jones,4.48,Gary Fleder,,,Released,9771.0,0,1,0,20
South Korea,KR,2024-06-30,Films,5,Fatal Intuition,,4,English,369443.0,movie,Fatal Intuition,Thriller|Crime,109.0,2015-10-28,5.684,38.0,0.9293,ko,KR,0.0,0.0,Jang In-sub|Seo Hyun-woo|Yoo Hai-jin|Choi Yoo-song|Lee You-young,1.6,Yun Jun-hyung,,,Released,3168.0,1,1,0,20
South Korea,KR,2024-06-30,Films,6,12.12: The Day,,6,English,919207.0,movie,12.12: The Day,Drama|Thriller|Action|War|History|Crime,142.0,2023-11-22,7.486,141.0,2.6725,ko,KR,0.0,0.0,Jung Hae-in|Lee Jun-hyuk|Hwang Jung-min|Jung Woo-sung|Kim Eui-sung,2.14,Kim Sung-soo,,,Released,221.0,1,1,0,20
South Korea,KR,2024-06-30,Films,7,Citizen of a Kind,,6,English,696047.0,movie,Citizen of a Kind,Comedy|Crime,113.0,2024-01-24,7.529,34.0,1.3604,ko,KR,0.0,11976305.0,Ra Mi-ran|Ahn Eun-jin|Lee Kyu-ho|Yeom Hye-ran|Kim Ja-young,1.65,Park Young-ju,,,Released,158.0,1,1,0,20
South Korea,KR,2024-06-30,Films,8,The Monkey King,,1,English,832502.0,movie,The Monkey King,Animation|Fantasy|Adventure|Family|Comedy,92.0,2023-07-30,6.524,333.0,2.6747,en,US,0.0,0.0,BD Wong|Dee Bradley Baker|Andrew Kishino|Robert Wu|Mark Benninghoffen,2.41,Anthony Stacchi,,,Released,336.0,0,1,0,20
South Korea,KR,2024-06-30,Films,9,Holy Punch,,4,English,1208997.0,movie,Holy Punch,Action|Comedy,98.0,2024-03-20,4.1,4.0,0.7797,ko,KR,0.0,0.0,Choi Yoon-bin|Kim Byeong-ok|Choi Jun-woo|Ji Seung-hyun|Han Tae-il,1.19,Koh Hoon,,,Released,102.0,1,1,0,20
South Korea,KR,2024-06-30,Films,10,A Family Affair,,1,English,987686.0,movie,A Family Affair,Romance|Comedy,114.0,2024-06-27,5.739,700.0,3.0565,en,US,0.0,0.0,Nicole Kidman|Zac Efron|Joey King|Kathy Bates|Vince Pisani,5.15,Richard LaGravenese,,,Released,3.0,0,1,0,20
South Korea,KR,2024-06-30,TV,1,Miss Night and Day,Miss Night and Day: Limited Series,3,English,231749.0,tv,Miss Night and Day,Sci-Fi & Fantasy|Comedy|Mystery,65.0,2024-06-15,8.503,143.0,5.5357,ko,KR,,,Lee Jung-eun|Moon Ye-won|Bae Hae-seon|Jung Eun-ji|Kim Ah-young,1.64,Lee Hyung-min,1.0,16.0,Ended,15.0,1,1,0,20
South Korea,KR,2024-06-30,TV,2,The Whirlwind,The Whirlwind: Limited Series,1,English,68657.0,tv,The Whirlwind Girl,Action & Adventure,30.0,2015-07-07,7.7,18.0,12.9339,zh,CN,,,Ji Chang-wook|Leo Wu|Tan Songyun|Sean Chen|Guo Junchen,4.8,Ming Xiaoxi,2.0,68.0,Ended,3281.0,0,1,0,20
South Korea,KR,2024-06-30,TV,3,Agents of Mystery,Agents of Mystery: Season 1,2,English,240114.0,tv,Agents of Mystery,Reality,,2024-06-18,7.4,22.0,4.5264,ko,KR,,,Lee Hye-ri|Kim Do-hoon|Gabee|KARINA|Lee Yong-jin,1.66,Jeong Jong-yeon,2.0,10.0,Returning Series,12.0,1,1,0,20
South Korea,KR,2024-06-30,TV,4,Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba: Hashira Training Arc,7,English,85937.0,tv,Demon Slayer: Kimetsu no Yaiba,Animation|Action & Adventure|Sci-Fi & Fantasy,,2019-04-06,8.634,7073.0,18.4465,ja,JP,,,Takahiro Sakurai|Yoshitsugu Matsuoka|Hiro Shimono|Natsuki Hanae|Nobuhiko Okamoto,3.24,,5.0,63.0,Ended,1912.0,0,1,0,20
South Korea,KR,2024-06-30,TV,5,Kaiju No. 8,Kaiju No. 8: Season 1,11,English,207468.0,tv,Kaiju No. 8,Animation|Action & Adventure|Sci-Fi & Fantasy,24.0,2024-04-13,8.5,714.0,33.1278,ja,JP,,,Kengo Kawanishi|Asami Seto|Fairouz Ai|Masaya Fukunishi|Wataru Katoh,1.74,,1.0,23.0,Returning Series,78.0,0,1,0,20
South Korea,KR,2024-06-30,TV,6,Hierarchy,Hierarchy: Limited Series,4,English,226527.0,tv,Hierarchy,Drama,60.0,2024-06-07,7.603,160.0,7.9433,ko,KR,,,Kim Jae-won|Roh Jeong-eui|Lee Chae-min|Choi Won-young|Bae Hae-seon,2.2,Choo Hye-mi|Bae Hyun-jin,1.0,7.0,Ended,23.0,1,1,0,20
South Korea,KR,2024-06-30,TV,7,Rising Impact,Rising Impact: Season 1,1,English,241138.0,tv,Rising Impact,Animation|Comedy|Drama,,2024-06-22,8.605,38.0,12.8763,ja,JP,,,Yumiri Hanamori|Misaki Kuno,2.87,,2.0,26.0,Ended,8.0,0,1,0,20
South Korea,KR,2024-06-30,TV,8,Love After Divorce,Love After Divorce: Season 5,8,English,128979.0,tv,Love After Divorce,Reality,90.0,2021-07-11,9.1,7.0,4.3714,ko,,,,,0.0,,7.0,82.0,Returning Series,1085.0,1,5,1,20
South Korea,KR,2024-06-30,TV,9,Queen of Divorce,Queen of Divorce: Season 1,3,English,222425.0,tv,Queen of Divorce,Drama|Crime,80.0,2024-01-31,6.615,13.0,3.5116,ko,KR,,,Na Young-hee|Lee Doo-seok|Kang Ki-young|Lee Ji-ah|Seo Hye-won,1.42,Jeong Hee-seon,1.0,12.0,Ended,151.0,1,1,0,20
South Korea,KR,2024-06-30,TV,10,The 8 Show,The 8 Show: Limited Series,7,English,156484.0,tv,The 8 Show,Drama|Mystery,,2024-05-17,7.229,306.0,5.8156,ko,KR,,,Park Jeong-min|Ryu Jun-yeol|Chun Woo-hee|Bae Sung-woo|Lee Zoo-young,1.81,Han Jae-rim,1.0,8.0,Ended,44.0,1,1,0,20
South Korea,KR,2024-06-23,Films,1,Trigger Warning,,1,English,704673.0,movie,Trigger Warning,Action,106.0,2024-06-20,5.704,559.0,2.6313,en,US,0.0,0.0,Jessica Alba|Gabriel Basso|Mark Webber|Crystal Mayes|Jake Weary,4.35,Mouly Surya,,,Released,3.0,0,1,0,20
South Korea,KR,2024-06-23,Films,2,Fatal Intuition,,3,English,369443.0,movie,Fatal Intuition,Thriller|Crime,109.0,2015-10-28,5.684,38.0,0.9293,ko,KR,0.0,0.0,Jang In-sub|Seo Hyun-woo|Yoo Hai-jin|Choi Yoo-song|Lee You-young,1.6,Yun Jun-hyung,,,Released,3161.0,1,1,0,20
South Korea,KR,2024-06-23,Films,3,Once Again,,1,English,546241.0,movie,Once Again,Drama|Romance,101.0,2019-04-24,6.2,15.0,0.2934,hi,AT|DE|IN,0.0,0.0,Bhagwan Tiwari|Priyanshu Painyuli|Shefali Shah|Bidita Bag|Rasika Dugal,1.69,Kanwal Sethi,,,Released,1887.0,0,1,0,20
South Korea,KR,2024-06-23,Films,4,Under Paris,,3,English,1001311.0,movie,Under Paris,Action|Horror,102.0,2024-06-04,5.923,1376.0,5.1065,fr,FR,0.0,0.0,Daniel Delume|Victor Pontecorvo|Timi-Joy Marbot|Karina Testa|Gloria Hazanavicius,2.08,Xavier Gens,,,Released,19.0,0,1,0,20
South Korea,KR,2024-06-23,Films,5,The Sin,,1,English,788111.0,movie,The Sin,Thriller|Science Fiction|Mystery,3.0,2021-01-25,0.0,0.0,0.0071,xx,AE,0.0,0.0,Parzival Ortiz,0.08,Parzival Ortiz,,,Released,1245.0,0,1,0,20
South Korea,KR,2024-06-23,Films,6,Citizen of a Kind,,5,English,696047.0,movie,Citizen of a Kind,Comedy|Crime,113.0,2024-01-24,7.529,34.0,1.3604,ko,KR,0.0,11976305.0,Ra Mi-ran|Ahn Eun-jin|Lee Kyu-ho|Yeom Hye-ran|Kim Ja-young,1.65,Park Young-ju,,,Released,151.0,1,1,0,20
South Korea,KR,2024-06-23,Films,7,Red Dragon,,1,English,9533.0,movie,Red Dragon,Crime|Thriller|Horror,124.0,2002-10-02,7.035,4610.0,1.3788,en,DE|IT|US,78000000.0,209196298.0,Ralph Fiennes|Anthony Hopkins|Edward Norton|Harvey Keitel|Emily Watson,5.01,Brett Ratner,,,Released,7935.0,0,1,0,20
South Korea,KR,2024-06-23,Films,8,Bad Country,,1,English,256731.0,movie,Bad Country,Drama|Action|Crime,95.0,2014-09-26,5.502,214.0,1.6745,en,US,0.0,0.0,Willem Dafoe|Neal McDonough|Matt Dillon|Amy Smart|Tom Berenger,4.56,Chris Brinker,,,Released,3558.0,0,1,0,20
South Korea,KR,2024-06-23,Films,9,12.12: The Day,,5,English,919207.0,movie,12.12: The Day,Drama|Thriller|Action|War|History|Crime,142.0,2023-11-22,7.486,141.0,2.6725,ko,KR,0.0,0.0,Jung Hae-in|Lee Jun-hyuk|Hwang Jung-min|Jung Woo-sung|Kim Eui-sung,2.14,Kim Sung-soo,,,Released,214.0,1,1,0,20
South Korea,KR,2024-06-23,Films,10,Four Brothers,,2,English,8292.0,movie,Four Brothers,Action|Crime,109.0,2005-08-11,6.805,2325.0,4.4282,en,US,45000000.0,92374674.0,Mark Wahlberg|Sofía Vergara|Taraji P. Henson|Terrence Howard|Chiwetel Ejiofor,5.27,John Singleton,,,Released,6891.0,0,1,0,20
South Korea,KR,2024-06-23,TV,1,Miss Night and Day,Miss Night and Day: Limited Series,2,English,231749.0,tv,Miss Night and Day,Sci-Fi & Fantasy|Comedy|Mystery,65.0,2024-06-15,8.503,143.0,5.5357,ko,KR,,,Lee Jung-eun|Moon Ye-won|Bae Hae-seon|Jung Eun-ji|Kim Ah-young,1.64,Lee Hyung-min,1.0,16.0,Ended,8.0,1,1,0,20
South Korea,KR,2024-06-23,TV,2,Agents of Mystery,Agents of Mystery: Season 1,1,English,240114.0,tv,Agents of Mystery,Reality,,2024-06-18,7.4,22.0,4.5264,ko,KR,,,Lee Hye-ri|Kim Do-hoon|Gabee|KARINA|Lee Yong-jin,1.66,Jeong Jong-yeon,2.0,10.0,Returning Series,5.0,1,1,0,20
South Korea,KR,2024-06-23,TV,3,Hierarchy,Hierarchy: Limited Series,3,English,226527.0,tv,Hierarchy,Drama,60.0,2024-06-07,7.603,160.0,7.9433,ko,KR,,,Kim Jae-won|Roh Jeong-eui|Lee Chae-min|Choi Won-young|Bae Hae-seon,2.2,Choo Hye-mi|Bae Hyun-jin,1.0,7.0,Ended,16.0,1,1,0,20
South Korea,KR,2024-06-23,TV,4,Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba: Hashira Training Arc,6,English,85937.0,tv,Demon Slayer: Kimetsu no Yaiba,Animation|Action & Adventure|Sci-Fi & Fantasy,,2019-04-06,8.634,7073.0,18.4465,ja,JP,,,Takahiro Sakurai|Yoshitsugu Matsuoka|Hiro Shimono|Natsuki Hanae|Nobuhiko Okamoto,3.24,,5.0,63.0,Ended,1905.0,0,1,0,20
South Korea,KR,2024-06-23,TV,5,Queen of Divorce,Queen of Divorce: Season 1,2,English,222425.0,tv,Queen of Divorce,Drama|Crime,80.0,2024-01-31,6.615,13.0,3.5116,ko,KR,,,Na Young-hee|Lee Doo-seok|Kang Ki-young|Lee Ji-ah|Seo Hye-won,1.42,Jeong Hee-seon,1.0,12.0,Ended,144.0,1,1,0,20
South Korea,KR,2024-06-23,TV,6,The 8 Show,The 8 Show: Limited Series,6,English,156484.0,tv,The 8 Show,Drama|Mystery,,2024-05-17,7.229,306.0,5.8156,ko,KR,,,Park Jeong-min|Ryu Jun-yeol|Chun Woo-hee|Bae Sung-woo|Lee Zoo-young,1.81,Han Jae-rim,1.0,8.0,Ended,37.0,1,1,0,20
South Korea,KR,2024-06-23,TV,7,Bridgerton,Bridgerton: Season 3,5,English,91239.0,tv,Bridgerton,Drama,,2020-12-25,8.1,3148.0,114.7094,en,US,,,Claudia Jessie|Ruth Gemmell|Luke Thompson|Golda Rosheuvel|Yerin Ha,4.14,Chris Van Dusen,4.0,32.0,Returning Series,1276.0,0,3,1,20
South Korea,KR,2024-06-23,TV,8,Kaiju No. 8,Kaiju No. 8: Season 1,10,English,207468.0,tv,Kaiju No. 8,Animation|Action & Adventure|Sci-Fi & Fantasy,24.0,2024-04-13,8.5,714.0,33.1278,ja,JP,,,Kengo Kawanishi|Asami Seto|Fairouz Ai|Masaya Fukunishi|Wataru Katoh,1.74,,1.0,23.0,Returning Series,71.0,0,1,0,20
South Korea,KR,2024-06-23,TV,9,Love After Divorce,Love After Divorce: Season 5,7,English,128979.0,tv,Love After Divorce,Reality,90.0,2021-07-11,9.1,7.0,4.3714,ko,,,,,0.0,,7.0,82.0,Returning Series,1078.0,1,5,1,20
South Korea,KR,2024-06-23,TV,10,The Atypical Family,The Atypical Family: Limited Series,8,English,232616.0,tv,The Atypical Family,Drama|Sci-Fi & Fantasy,70.0,2024-05-04,8.202,109.0,6.4597,ko,KR,,,Claudia Kim|Jang Ki-yong|Chun Woo-hee|Choi Seung-yoon|Park Soi,1.54,Kang Eun-kyung,1.0,12.0,Ended,50.0,1,1,0,20
South Korea,KR,2024-06-16,Films,1,Under Paris,,2,English,1001311.0,movie,Under Paris,Action|Horror,102.0,2024-06-04,5.923,1376.0,5.1065,fr,FR,0.0,0.0,Daniel Delume|Victor Pontecorvo|Timi-Joy Marbot|Karina Testa|Gloria Hazanavicius,2.08,Xavier Gens,,,Released,12.0,0,1,0,20
