country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10,language,tmdb_id,tmdb_type,tmdb_title,genres,runtime_minutes,release_date,tmdb_rating,tmdb_vote_count,tmdb_popularity,original_language,production_countries,budget_usd,revenue_usd,top_cast,avg_cast_popularity,director,num_seasons,num_episodes,status,days_since_release,is_korean,season_number,is_sequel,competing_titles_this_week
South Korea,KR,2025-10-26,Films,9,The Woman in Cabin 10,,3,English,1290879.0,movie,The Woman in Cabin 10,Mystery|Thriller|Crime,95.0,2025-10-09,6.207,880.0,4.6566,en,GB,0.0,0.0,Keira Knightley|Daniel Ings|Hannah Waddingham|Kaya Scodelario|Guy Pearce,4.36,Simon Stone,,,Released,17.0,0,1,0,20
South Korea,KR,2025-10-26,Films,10,Yadang: The Snitch,,7,English,1137179.0,movie,Yadang: The Snitch,Crime|Action|Comedy|Drama|Thriller,123.0,2025-04-16,7.0,36.0,23.6931,ko,KR,9500000.0,24508523.0,Kang Ha-neul|Lim Sung-kyun|Kwon Hyuk|Yoo Hai-jin|Jeong Do-won,1.74,Hwang Byeong-gug,,,Released,193.0,1,1,0,20
South Korea,KR,2025-10-26,TV,1,Typhoon Family,Typhoon Family: Limited Series,3,English,280946.0,tv,Typhoon Family,Drama,,2025-10-11,8.2,34.0,5.0232,ko,KR,,,Lee Jun-ho|Jin Sun-kyu|Kim Hye-eun|Kim Min-ha|Moo Jin-sung,1.84,Lee Na-jeong,1.0,16.0,Ended,15.0,1,1,0,20
South Korea,KR,2025-10-26,TV,2,"Genie, Make a Wish","Genie, Make a Wish: Season 1",4,English,228689.0,tv,"Genie, Make a Wish",Sci-Fi & Fantasy|Comedy|Drama,58.0,2025-10-03,7.6,93.0,9.9386,ko,KR,,,Kim Woo-bin|Suzy|Ahn Eun-jin|Kim Mi-kyeong|Lee Zoo-young,1.86,Lee Byeong-heon|Kim Eun-sook,1.0,13.0,Ended,23.0,1,1,0,20
South Korea,KR,2025-10-26,TV,3,The Dream Life of Mr. Kim,The Dream Life of Mr. Kim: Limited Series,1,English,275592.0,tv,The Dream Life of Mr. Kim,Comedy|Drama,,2025-10-25,8.333,9.0,4.4071,ko,KR,,,Lee Kang-wook|Myung Se-bin|Park Soo-young|Ryu Seung-ryong|Ko Chang-seok,1.43,Jo Hyun-tak,1.0,12.0,Ended,1.0,1,1,0,20
South Korea,KR,2025-10-26,TV,4,My Grumpy Secretary,My Grumpy Secretary 2025,4,English,302173.0,tv,My Grumpy Secretary,Reality|Comedy|Talk,,2025-10-03,9.0,1.0,2.6733,ko,KR,,,Kim Kwang-kyu|Lee Seo-jin,1.52,,1.0,16.0,Returning Series,23.0,1,1,0,20
South Korea,KR,2025-10-26,TV,5,The Ballad of Us,The Ballad of Us 2025,5,English,301379.0,tv,The Ballad of Us,Reality,,2025-09-23,10.0,1.0,0.4605,ko,KR,,,Park Kyeong-rim|Jung Jae-hyung|Cha Tae-hyun|Yoshihiro Akiyama|Crush,1.15,,1.0,12.0,Returning Series,33.0,1,1,0,20
South Korea,KR,2025-10-26,TV,6,Romantics Anonymous,Romantics Anonymous: Season 1,2,English,249054.0,tv,Romantics Anonymous,Comedy|Drama,,2025-10-16,8.525,19.0,2.6892,ja,JP|KR,,,Shun Oguri|Ayumi Ito|Sayaka Yamaguchi|Eiji Okuda|Han Hyo-joo,2.44,Sho Tsukikawa,1.0,8.0,Ended,10.0,0,1,0,20
South Korea,KR,2025-10-26,TV,7,Chainsaw Man,Chainsaw Man: Season 1,4,English,114410.0,tv,Chainsaw Man,Animation|Action & Adventure|Sci-Fi & Fantasy|Comedy,24.0,2022-10-12,8.5,2041.0,25.6324,ja,JP,,,Tomori Kusunoki|Fairouz Ai|Shogo Sakata|Kikunosuke Toya,1.48,,1.0,12.0,Ended,1110.0,0,1,0,20
South Korea,KR,2025-10-26,TV,8,Crime Scene Zero,Crime Scene Zero: Season 1,5,English,298698.0,tv,Crime Scene Zero,Reality|Crime,,2025-09-23,9.3,6.0,3.0414,ko,KR,,,Kim Ji-hoon|Jang Dong-min|Jang Jin|ANYUJIN|Park Ji-yoon,1.56,Yoon Hyun-jun,1.0,10.0,Returning Series,33.0,1,1,0,20
South Korea,KR,2025-10-26,TV,9,You and Everything Else,You and Everything Else: Limited Series,7,English,224414.0,tv,You and Everything Else,Drama,58.0,2025-09-12,8.4,20.0,5.7594,ko,KR,,,Kim Go-eun|Kim Jae-won|Park Ji-hyun|Do Yeong-seo|Cha Hak-yeon,2.47,,1.0,15.0,Ended,44.0,1,1,0,20
South Korea,KR,2025-10-26,TV,10,First Lady,First Lady: Season 1,4,English,158808.0,tv,First Lady,Drama|Family|Comedy,30.0,2022-02-14,9.0,2.0,1.7448,tl,PH,,,Gabby Concepcion|Thou Reyes|Alice Dixson|Sanya Lopez|Joaquin Domagoso,1.49,,1.0,97.0,Ended,1350.0,0,1,0,20
South Korea,KR,2025-10-19,Films,1,Good News,,1,English,783516.0,movie,Good News,Music,79.0,2000-01-01,0.0,0.0,0.0454,en,US,0.0,0.0,David Phelps|Mark Lowry|George Younce|Jessy Dixon|Stephen Hill,2.36,,,,Released,9423.0,0,1,0,20
South Korea,KR,2025-10-19,Films,2,Tarot,,2,English,719221.0,movie,Tarot,Horror,92.0,2024-05-01,6.382,1353.0,5.6383,en,US,8000000.0,49256239.0,Adain Bradley|Anna Halberg|Wolfgang Novogratz|Jacob Batalon|Felix Leech,1.95,Spenser Cohen|Anna Halberg,,,Released,536.0,0,1,0,20
South Korea,KR,2025-10-19,Films,3,The Woman in Cabin 10,,2,English,1290879.0,movie,The Woman in Cabin 10,Mystery|Thriller|Crime,95.0,2025-10-09,6.207,880.0,4.6566,en,GB,0.0,0.0,Keira Knightley|Daniel Ings|Hannah Waddingham|Kaya Scodelario|Guy Pearce,4.36,Simon Stone,,,Released,10.0,0,1,0,20
South Korea,KR,2025-10-19,Films,4,Noise,,2,English,15661.0,movie,Noise,Comedy|Drama|Thriller,92.0,2007-11-06,5.7,75.0,3.2996,en,US,0.0,16934.0,William Baldwin|Tim Robbins|Bridget Moynahan|Colleen Camp|William Hurt,2.76,Henry Bean,,,Released,6557.0,0,1,0,20
South Korea,KR,2025-10-19,Films,5,KPop Demon Hunters,,18,English,803796.0,movie,KPop Demon Hunters,Fantasy|Music|Comedy|Animation,96.0,2025-06-20,8.1,2397.0,42.9908,en,US,100000000.0,24690793.0,Lee Byung-hun|Ken Jeong|Liza Koshy|Ahn Hyo-seop|Daniel Dae Kim,2.91,Maggie Kang|Chris Appelhans,,,Released,121.0,0,1,0,20
South Korea,KR,2025-10-19,Films,6,Mantis,,4,English,1498658.0,movie,Mantis,,10.0,2025-09-19,0.0,0.0,2.1778,it,,0.0,0.0,Salvatore Torrisi|Alessandro Calì Ventura|Angelo Thomann|Paolo Gallina|Marco Antonini,0.07,Paolo Gallina,,,Released,30.0,0,1,0,20
South Korea,KR,2025-10-19,Films,7,Kingmaker,,1,English,1290697.0,movie,Kingmaker,Thriller|Drama,99.0,2024-08-06,6.2,32.0,0.9403,da,DK|SE,0.0,0.0,Lene Maria Christensen|Brian Hjulmann|Nicolas Bro|Lane Lind|Sara Fanta Traore,1.14,Mikkel Serup,,,Released,439.0,0,1,0,20
South Korea,KR,2025-10-19,Films,8,Caramelo,,1,English,1277988.0,movie,Caramelo,Comedy|Drama,100.0,2025-10-07,7.717,251.0,5.1486,pt,BR,0.0,0.0,Kelzy Ecard|Arianne Botelho|Carolina Ferraz|Rafael Vitti|Eduardo Goto,1.24,Diego Freitas,,,Released,12.0,0,1,0,20
South Korea,KR,2025-10-19,Films,9,28 Years Later,,1,English,1272837.0,movie,28 Years Later: The Bone Temple,Horror|Thriller|Science Fiction,109.0,2026-01-14,7.218,435.0,227.7669,en,GB|US,63000000.0,58586229.0,Aaron Taylor-Johnson|Ralph Fiennes|Cillian Murphy|Jack O'Connell|Erin Kellyman,6.57,Nia DaCosta,,,Released,-87.0,0,1,0,20
South Korea,KR,2025-10-19,Films,10,Yadang: The Snitch,,6,English,1137179.0,movie,Yadang: The Snitch,Crime|Action|Comedy|Drama|Thriller,123.0,2025-04-16,7.0,36.0,23.6931,ko,KR,9500000.0,24508523.0,Kang Ha-neul|Lim Sung-kyun|Kwon Hyuk|Yoo Hai-jin|Jeong Do-won,1.74,Hwang Byeong-gug,,,Released,186.0,1,1,0,20
South Korea,KR,2025-10-19,TV,1,"Genie, Make a Wish","Genie, Make a Wish: Season 1",3,English,228689.0,tv,"Genie, Make a Wish",Sci-Fi & Fantasy|Comedy|Drama,58.0,2025-10-03,7.6,93.0,9.9386,ko,KR,,,Kim Woo-bin|Suzy|Ahn Eun-jin|Kim Mi-kyeong|Lee Zoo-young,1.86,Lee Byeong-heon|Kim Eun-sook,1.0,13.0,Ended,16.0,1,1,0,20
South Korea,KR,2025-10-19,TV,2,Typhoon Family,Typhoon Family: Limited Series,2,English,280946.0,tv,Typhoon Family,Drama,,2025-10-11,8.2,34.0,5.0232,ko,KR,,,Lee Jun-ho|Jin Sun-kyu|Kim Hye-eun|Kim Min-ha|Moo Jin-sung,1.84,Lee Na-jeong,1.0,16.0,Ended,8.0,1,1,0,20
South Korea,KR,2025-10-19,TV,3,My Grumpy Secretary,My Grumpy Secretary 2025,3,English,302173.0,tv,My Grumpy Secretary,Reality|Comedy|Talk,,2025-10-03,9.0,1.0,2.6733,ko,KR,,,Kim Kwang-kyu|Lee Seo-jin,1.52,,1.0,16.0,Returning Series,16.0,1,1,0,20
South Korea,KR,2025-10-19,TV,4,The Ballad of Us,The Ballad of Us 2025,4,English,301379.0,tv,The Ballad of Us,Reality,,2025-09-23,10.0,1.0,0.4605,ko,KR,,,Park Kyeong-rim|Jung Jae-hyung|Cha Tae-hyun|Yoshihiro Akiyama|Crush,1.15,,1.0,12.0,Returning Series,26.0,1,1,0,20
South Korea,KR,2025-10-19,TV,5,Crime Scene Zero,Crime Scene Zero: Season 1,4,English,298698.0,tv,Crime Scene Zero,Reality|Crime,,2025-09-23,9.3,6.0,3.0414,ko,KR,,,Kim Ji-hoon|Jang Dong-min|Jang Jin|ANYUJIN|Park Ji-yoon,1.56,Yoon Hyun-jun,1.0,10.0,Returning Series,26.0,1,1,0,20
South Korea,KR,2025-10-19,TV,6,Chainsaw Man,Chainsaw Man: Season 1,3,English,114410.0,tv,Chainsaw Man,Animation|Action & Adventure|Sci-Fi & Fantasy|Comedy,24.0,2022-10-12,8.5,2041.0,25.6324,ja,JP,,,Tomori Kusunoki|Fairouz Ai|Shogo Sakata|Kikunosuke Toya,1.48,,1.0,12.0,Ended,1103.0,0,1,0,20
South Korea,KR,2025-10-19,TV,7,Romantics Anonymous,Romantics Anonymous: Season 1,1,English,249054.0,tv,Romantics Anonymous,Comedy|Drama,,2025-10-16,8.525,19.0,2.6892,ja,JP|KR,,,Shun Oguri|Ayumi Ito|Sayaka Yamaguchi|Eiji Okuda|Han Hyo-joo,2.44,Sho Tsukikawa,1.0,8.0,Ended,3.0,0,1,0,20
South Korea,KR,2025-10-19,TV,8,You and Everything Else,You and Everything Else: Limited Series,6,English,224414.0,tv,You and Everything Else,Drama,58.0,2025-09-12,8.4,20.0,5.7594,ko,KR,,,Kim Go-eun|Kim Jae-won|Park Ji-hyun|Do Yeong-seo|Cha Hak-yeon,2.47,,1.0,15.0,Ended,37.0,1,1,0,20
South Korea,KR,2025-10-19,TV,9,First Lady,First Lady: Season 1,3,English,158808.0,tv,First Lady,Drama|Family|Comedy,30.0,2022-02-14,9.0,2.0,1.7448,tl,PH,,,Gabby Concepcion|Thou Reyes|Alice Dixson|Sanya Lopez|Joaquin Domagoso,1.49,,1.0,97.0,Ended,1343.0,0,1,0,20
South Korea,KR,2025-10-19,TV,10,"Bon Appétit, Your Majesty","Bon Appétit, Your Majesty: Limited Series",9,English,280945.0,tv,"Bon Appétit, Your Majesty",Drama|Sci-Fi & Fantasy,80.0,2025-08-23,8.839,193.0,11.3778,ko,KR,,,Yoona|Kang Hanna|Lee Chae-min|Kim Kwang-kyu|Kim Hyeon-mok,1.78,Jang Tae-yoo,1.0,12.0,Ended,57.0,1,1,0,20
South Korea,KR,2025-10-12,Films,1,Mantis,,3,English,1498658.0,movie,Mantis,,10.0,2025-09-19,0.0,0.0,2.1778,it,,0.0,0.0,Salvatore Torrisi|Alessandro Calì Ventura|Angelo Thomann|Paolo Gallina|Marco Antonini,0.07,Paolo Gallina,,,Released,23.0,0,1,0,20
South Korea,KR,2025-10-12,Films,2,Noise,,1,English,15661.0,movie,Noise,Comedy|Drama|Thriller,92.0,2007-11-06,5.7,75.0,3.2996,en,US,0.0,16934.0,William Baldwin|Tim Robbins|Bridget Moynahan|Colleen Camp|William Hurt,2.76,Henry Bean,,,Released,6550.0,0,1,0,20
South Korea,KR,2025-10-12,Films,3,KPop Demon Hunters,,17,English,803796.0,movie,KPop Demon Hunters,Fantasy|Music|Comedy|Animation,96.0,2025-06-20,8.1,2397.0,42.9908,en,US,100000000.0,24690793.0,Lee Byung-hun|Ken Jeong|Liza Koshy|Ahn Hyo-seop|Daniel Dae Kim,2.91,Maggie Kang|Chris Appelhans,,,Released,114.0,0,1,0,20
South Korea,KR,2025-10-12,Films,4,Tarot,,1,English,719221.0,movie,Tarot,Horror,92.0,2024-05-01,6.382,1353.0,5.6383,en,US,8000000.0,49256239.0,Adain Bradley|Anna Halberg|Wolfgang Novogratz|Jacob Batalon|Felix Leech,1.95,Spenser Cohen|Anna Halberg,,,Released,529.0,0,1,0,20
South Korea,KR,2025-10-12,Films,5,Yadang: The Snitch,,5,English,1137179.0,movie,Yadang: The Snitch,Crime|Action|Comedy|Drama|Thriller,123.0,2025-04-16,7.0,36.0,23.6931,ko,KR,9500000.0,24508523.0,Kang Ha-neul|Lim Sung-kyun|Kwon Hyuk|Yoo Hai-jin|Jeong Do-won,1.74,Hwang Byeong-gug,,,Released,179.0,1,1,0,20
South Korea,KR,2025-10-12,Films,6,Kill Boksoon,,11,English,849869.0,movie,Kill Boksoon,Action|Drama|Thriller|Crime,137.0,2023-02-17,6.856,513.0,2.7486,ko,KR,0.0,0.0,Hwang Jung-min|Jo Hyun-wu|Lee Hae-yeong|Esom|Lee Yeon,2.06,Byun Sung-hyun,,,Released,968.0,1,1,0,20
South Korea,KR,2025-10-12,Films,7,The Woman in Cabin 10,,1,English,1290879.0,movie,The Woman in Cabin 10,Mystery|Thriller|Crime,95.0,2025-10-09,6.207,880.0,4.6566,en,GB,0.0,0.0,Keira Knightley|Daniel Ings|Hannah Waddingham|Kaya Scodelario|Guy Pearce,4.36,Simon Stone,,,Released,3.0,0,1,0,20
South Korea,KR,2025-10-12,Films,8,Love Untangled,,7,English,1355666.0,movie,Love Untangled,Romance|Drama|Comedy,121.0,2025-08-28,8.359,163.0,4.7007,ko,KR,0.0,0.0,Cha Woo-min|Park Jeong-min|Gong Yoo|Ryu Seung-su|Lee So-i,3.08,Namkoong Sun,,,Released,45.0,1,1,0,20
South Korea,KR,2025-10-12,Films,9,LIM YOUNG WOONG [RE:CITAL],,1,English,1557542.0,movie,LIM YOUNG WOONG [RE:CITAL],Music|Documentary|TV Movie,150.0,2025-10-04,0.0,0.0,0.0168,ko,KR,0.0,0.0,Lim Young-woong,0.84,Kim Dae-sik,,,Released,8.0,1,1,0,20
South Korea,KR,2025-10-12,Films,10,Kraven the Hunter,,5,English,539972.0,movie,Kraven the Hunter,Action|Adventure|Thriller,127.0,2024-12-11,6.435,2216.0,13.7355,en,US,130000000.0,62076533.0,Aaron Taylor-Johnson|Russell Crowe|Guillaume Delaunay|Billy Barratt|Neil Bishop,4.42,J.C. Chandor,,,Released,305.0,0,1,0,20
South Korea,KR,2025-10-12,TV,1,"Genie, Make a Wish","Genie, Make a Wish: Season 1",2,English,228689.0,tv,"Genie, Make a Wish",Sci-Fi & Fantasy|Comedy|Drama,58.0,2025-10-03,7.6,93.0,9.9386,ko,KR,,,Kim Woo-bin|Suzy|Ahn Eun-jin|Kim Mi-kyeong|Lee Zoo-young,1.86,Lee Byeong-heon|Kim Eun-sook,1.0,13.0,Ended,9.0,1,1,0,20
South Korea,KR,2025-10-12,TV,2,Crime Scene Zero,Crime Scene Zero: Season 1,3,English,298698.0,tv,Crime Scene Zero,Reality|Crime,,2025-09-23,9.3,6.0,3.0414,ko,KR,,,Kim Ji-hoon|Jang Dong-min|Jang Jin|ANYUJIN|Park Ji-yoon,1.56,Yoon Hyun-jun,1.0,10.0,Returning Series,19.0,1,1,0,20
South Korea,KR,2025-10-12,TV,3,My Grumpy Secretary,My Grumpy Secretary 2025,2,English,302173.0,tv,My Grumpy Secretary,Reality|Comedy|Talk,,2025-10-03,9.0,1.0,2.6733,ko,KR,,,Kim Kwang-kyu|Lee Seo-jin,1.52,,1.0,16.0,Returning Series,9.0,1,1,0,20
South Korea,KR,2025-10-12,TV,4,The Ballad of Us,The Ballad of Us 2025,3,English,301379.0,tv,The Ballad of Us,Reality,,2025-09-23,10.0,1.0,0.4605,ko,KR,,,Park Kyeong-rim|Jung Jae-hyung|Cha Tae-hyun|Yoshihiro Akiyama|Crush,1.15,,1.0,12.0,Returning Series,19.0,1,1,0,20
South Korea,KR,2025-10-12,TV,5,You and Everything Else,You and Everything Else: Limited Series,5,English,224414.0,tv,You and Everything Else,Drama,58.0,2025-09-12,8.4,20.0,5.7594,ko,KR,,,Kim Go-eun|Kim Jae-won|Park Ji-hyun|Do Yeong-seo|Cha Hak-yeon,2.47,,1.0,15.0,Ended,30.0,1,1,0,20
South Korea,KR,2025-10-12,TV,6,Chainsaw Man,Chainsaw Man: Season 1,2,English,114410.0,tv,Chainsaw Man,Animation|Action & Adventure|Sci-Fi & Fantasy|Comedy,24.0,2022-10-12,8.5,2041.0,25.6324,ja,JP,,,Tomori Kusunoki|Fairouz Ai|Shogo Sakata|Kikunosuke Toya,1.48,,1.0,12.0,Ended,1096.0,0,1,0,20
South Korea,KR,2025-10-12,TV,7,"Bon Appétit, Your Majesty","Bon Appétit, Your Majesty: Limited Series",8,English,280945.0,tv,"Bon Appétit, Your Majesty",Drama|Sci-Fi & Fantasy,80.0,2025-08-23,8.839,193.0,11.3778,ko,KR,,,Yoona|Kang Hanna|Lee Chae-min|Kim Kwang-kyu|Kim Hyeon-mok,1.78,Jang Tae-yoo,1.0,12.0,Ended,50.0,1,1,0,20
South Korea,KR,2025-10-12,TV,8,K for Kimbap,K for Kimbap: Season 1,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2025-10-12,TV,9,Queen Mantis,Queen Mantis: Season 1,6,English,243248.0,tv,Queen Mantis,Crime|Mystery|Drama,60.0,2025-09-05,7.3,21.0,10.5721,ko,KR,,,Lee El|Jang Dong-yoon|Ko Hyun-jung|Cho Seong-ha|Kim Bo-ra,1.34,Byun Young-joo,1.0,8.0,Ended,37.0,1,1,0,20
South Korea,KR,2025-10-12,TV,10,Typhoon Family,Typhoon Family: Limited Series,1,English,280946.0,tv,Typhoon Family,Drama,,2025-10-11,8.2,34.0,5.0232,ko,KR,,,Lee Jun-ho|Jin Sun-kyu|Kim Hye-eun|Kim Min-ha|Moo Jin-sung,1.84,Lee Na-jeong,1.0,16.0,Ended,1.0,1,1,0,20
South Korea,KR,2025-10-05,Films,1,Mantis,,2,English,1498658.0,movie,Mantis,,10.0,2025-09-19,0.0,0.0,2.1778,it,,0.0,0.0,Salvatore Torrisi|Alessandro Calì Ventura|Angelo Thomann|Paolo Gallina|Marco Antonini,0.07,Paolo Gallina,,,Released,16.0,0,1,0,20
South Korea,KR,2025-10-05,Films,2,KPop Demon Hunters,,16,English,803796.0,movie,KPop Demon Hunters,Fantasy|Music|Comedy|Animation,96.0,2025-06-20,8.1,2397.0,42.9908,en,US,100000000.0,24690793.0,Lee Byung-hun|Ken Jeong|Liza Koshy|Ahn Hyo-seop|Daniel Dae Kim,2.91,Maggie Kang|Chris Appelhans,,,Released,107.0,0,1,0,20
South Korea,KR,2025-10-05,Films,3,Yadang: The Snitch,,4,English,1137179.0,movie,Yadang: The Snitch,Crime|Action|Comedy|Drama|Thriller,123.0,2025-04-16,7.0,36.0,23.6931,ko,KR,9500000.0,24508523.0,Kang Ha-neul|Lim Sung-kyun|Kwon Hyuk|Yoo Hai-jin|Jeong Do-won,1.74,Hwang Byeong-gug,,,Released,172.0,1,1,0,20
South Korea,KR,2025-10-05,Films,4,Kill Boksoon,,10,English,849869.0,movie,Kill Boksoon,Action|Drama|Thriller|Crime,137.0,2023-02-17,6.856,513.0,2.7486,ko,KR,0.0,0.0,Hwang Jung-min|Jo Hyun-wu|Lee Hae-yeong|Esom|Lee Yeon,2.06,Byun Sung-hyun,,,Released,961.0,1,1,0,20
South Korea,KR,2025-10-05,Films,5,Organ Child,,1,English,1005985.0,movie,Organ Child,Action|Drama|Crime,109.0,2025-04-11,5.948,29.0,1.008,zh,TW,0.0,0.0,Joseph Chang|Li Xing|Yu An-Shun|Moon Lee|Chen Yuu,1.69,Shiue Bin Jian,,,Released,177.0,0,1,0,20
South Korea,KR,2025-10-05,Films,6,Love Untangled,,6,English,1355666.0,movie,Love Untangled,Romance|Drama|Comedy,121.0,2025-08-28,8.359,163.0,4.7007,ko,KR,0.0,0.0,Cha Woo-min|Park Jeong-min|Gong Yoo|Ryu Seung-su|Lee So-i,3.08,Namkoong Sun,,,Released,38.0,1,1,0,20
South Korea,KR,2025-10-05,Films,7,Man on Fire,,2,English,9509.0,movie,Man on Fire,Action|Drama|Thriller,146.0,2004-04-23,7.457,5526.0,7.1654,en,CH|GB|US,70000000.0,130300000.0,Denzel Washington|Dakota Fanning|Christopher Walken|Mickey Rourke|Alberto Estrella,4.5,Tony Scott,,,Released,7835.0,0,1,0,20
South Korea,KR,2025-10-05,Films,8,Kraven the Hunter,,4,English,539972.0,movie,Kraven the Hunter,Action|Adventure|Thriller,127.0,2024-12-11,6.435,2216.0,13.7355,en,US,130000000.0,62076533.0,Aaron Taylor-Johnson|Russell Crowe|Guillaume Delaunay|Billy Barratt|Neil Bishop,4.42,J.C. Chandor,,,Released,298.0,0,1,0,20
South Korea,KR,2025-10-05,Films,9,A Chinese Odyssey (Part I),,1,English,13345.0,movie,A Chinese Odyssey Part One: Pandora's Box,Action|Adventure|Fantasy|Comedy|Romance,88.0,1995-01-21,7.554,298.0,2.8863,cn,HK,0.0,3237520.0,Stephen Chow|Law Kar-Ying|Ada Choi Siu-Fan|Yammie Lam Kit-Ying|Richard Ng Man-Tat,2.4,Jeffrey Lau Chun-Wai,,,Released,11215.0,0,1,0,20
South Korea,KR,2025-10-05,Films,10,Green Book,,1,English,490132.0,movie,Green Book,Drama|Comedy|History,130.0,2018-11-16,8.222,12598.0,10.1068,en,US,23000000.0,321752656.0,Linda Cardellini|Viggo Mortensen|Mahershala Ali|Mike Hatton|Paul Sloan,4.14,Peter Farrelly,,,Released,2515.0,0,1,0,20
South Korea,KR,2025-10-05,TV,1,"Genie, Make a Wish","Genie, Make a Wish: Season 1",1,English,228689.0,tv,"Genie, Make a Wish",Sci-Fi & Fantasy|Comedy|Drama,58.0,2025-10-03,7.6,93.0,9.9386,ko,KR,,,Kim Woo-bin|Suzy|Ahn Eun-jin|Kim Mi-kyeong|Lee Zoo-young,1.86,Lee Byeong-heon|Kim Eun-sook,1.0,13.0,Ended,2.0,1,1,0,20
South Korea,KR,2025-10-05,TV,2,Crime Scene Zero,Crime Scene Zero: Season 1,2,English,298698.0,tv,Crime Scene Zero,Reality|Crime,,2025-09-23,9.3,6.0,3.0414,ko,KR,,,Kim Ji-hoon|Jang Dong-min|Jang Jin|ANYUJIN|Park Ji-yoon,1.56,Yoon Hyun-jun,1.0,10.0,Returning Series,12.0,1,1,0,20
South Korea,KR,2025-10-05,TV,3,"Bon Appétit, Your Majesty","Bon Appétit, Your Majesty: Limited Series",7,English,280945.0,tv,"Bon Appétit, Your Majesty",Drama|Sci-Fi & Fantasy,80.0,2025-08-23,8.839,193.0,11.3778,ko,KR,,,Yoona|Kang Hanna|Lee Chae-min|Kim Kwang-kyu|Kim Hyeon-mok,1.78,Jang Tae-yoo,1.0,12.0,Ended,43.0,1,1,0,20
South Korea,KR,2025-10-05,TV,4,Queen Mantis,Queen Mantis: Season 1,5,English,243248.0,tv,Queen Mantis,Crime|Mystery|Drama,60.0,2025-09-05,7.3,21.0,10.5721,ko,KR,,,Lee El|Jang Dong-yoon|Ko Hyun-jung|Cho Seong-ha|Kim Bo-ra,1.34,Byun Young-joo,1.0,8.0,Ended,30.0,1,1,0,20
South Korea,KR,2025-10-05,TV,5,The Ballad of Us,The Ballad of Us 2025,2,English,301379.0,tv,The Ballad of Us,Reality,,2025-09-23,10.0,1.0,0.4605,ko,KR,,,Park Kyeong-rim|Jung Jae-hyung|Cha Tae-hyun|Yoshihiro Akiyama|Crush,1.15,,1.0,12.0,Returning Series,12.0,1,1,0,20
South Korea,KR,2025-10-05,TV,6,K for Kimbap,K for Kimbap: Season 1,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2025-10-05,TV,7,You and Everything Else,You and Everything Else: Limited Series,4,English,224414.0,tv,You and Everything Else,Drama,58.0,2025-09-12,8.4,20.0,5.7594,ko,KR,,,Kim Go-eun|Kim Jae-won|Park Ji-hyun|Do Yeong-seo|Cha Hak-yeon,2.47,,1.0,15.0,Ended,23.0,1,1,0,20
South Korea,KR,2025-10-05,TV,8,First Lady,First Lady: Season 1,2,English,158808.0,tv,First Lady,Drama|Family|Comedy,30.0,2022-02-14,9.0,2.0,1.7448,tl,PH,,,Gabby Concepcion|Thou Reyes|Alice Dixson|Sanya Lopez|Joaquin Domagoso,1.49,,1.0,97.0,Ended,1329.0,0,1,0,20
South Korea,KR,2025-10-05,TV,9,Chainsaw Man,Chainsaw Man: Season 1,1,English,114410.0,tv,Chainsaw Man,Animation|Action & Adventure|Sci-Fi & Fantasy|Comedy,24.0,2022-10-12,8.5,2041.0,25.6324,ja,JP,,,Tomori Kusunoki|Fairouz Ai|Shogo Sakata|Kikunosuke Toya,1.48,,1.0,12.0,Ended,1089.0,0,1,0,20
South Korea,KR,2025-10-05,TV,10,My Grumpy Secretary,My Grumpy Secretary 2025,1,English,302173.0,tv,My Grumpy Secretary,Reality|Comedy|Talk,,2025-10-03,9.0,1.0,2.6733,ko,KR,,,Kim Kwang-kyu|Lee Seo-jin,1.52,,1.0,16.0,Returning Series,2.0,1,1,0,20
South Korea,KR,2025-09-28,Films,1,Mantis,,1,English,1498658.0,movie,Mantis,,10.0,2025-09-19,0.0,0.0,2.1778,it,,0.0,0.0,Salvatore Torrisi|Alessandro Calì Ventura|Angelo Thomann|Paolo Gallina|Marco Antonini,0.07,Paolo Gallina,,,Released,9.0,0,1,0,19
South Korea,KR,2025-09-28,Films,2,Yadang: The Snitch,,3,English,1137179.0,movie,Yadang: The Snitch,Crime|Action|Comedy|Drama|Thriller,123.0,2025-04-16,7.0,36.0,23.6931,ko,KR,9500000.0,24508523.0,Kang Ha-neul|Lim Sung-kyun|Kwon Hyuk|Yoo Hai-jin|Jeong Do-won,1.74,Hwang Byeong-gug,,,Released,165.0,1,1,0,19
South Korea,KR,2025-09-28,Films,3,KPop Demon Hunters,,15,English,803796.0,movie,KPop Demon Hunters,Fantasy|Music|Comedy|Animation,96.0,2025-06-20,8.1,2397.0,42.9908,en,US,100000000.0,24690793.0,Lee Byung-hun|Ken Jeong|Liza Koshy|Ahn Hyo-seop|Daniel Dae Kim,2.91,Maggie Kang|Chris Appelhans,,,Released,100.0,0,1,0,19
